gratis 	 adverb 	 free 	 gratis, free
asteria 	 noun 	 starfish 	 starfish
centriolo 	 noun 	 centriole 	 centriole
amnio 	 noun 	 amnion 	 amnion
chemio 	 noun 	 chemotherapy 	 chemotherapy
digastrico 	 adjective 	 digastric 	 digastric
digastrico 	 noun 	 digastricus 	 digastric muscle, digastricus
digastrico 	 noun 	 digastric muscle 	 digastric muscle, digastricus
canea 	 noun 	 barking 	 Loud barking
canea 	 noun 	 uproar 	 uproar, row, racket
canea 	 noun 	 row 	 uproar, row, racket
canea 	 noun 	 racket 	 uproar, row, racket
chironomia 	 noun 	 chironomy 	 chironomy
cianotipo 	 noun 	 blueprint 	 blueprint, cyanotype
cianotipo 	 noun 	 cyanotype 	 blueprint, cyanotype
ciclotimico 	 adjective 	 cyclothyme 	 cyclothymic, cyclothyme
ciclotimico 	 adjective 	 cyclothymic 	 cyclothymic, cyclothyme
krapfen 	 noun 	 doughnut 	 doughnut
pentadiene 	 noun 	 English 	 pentadiene
castaldo 	 noun 	 steward 	 steward
castaldo 	 noun 	 land agent 	 land agent
cinematograficamente 	 adverb 	 cinematographically 	 cinematographically
cinerite 	 noun 	 English 	 cinerite
cinesica 	 noun 	 kinesics 	 kinesics
cinorrodo 	 noun 	 rosehip 	 rosehip
corbello 	 noun 	 basketful 	 basket, basketful
corbello 	 noun 	 basket 	 basket, basketful
corbello 	 noun 	 testicle 	 testicle
corbello 	 noun 	 blockhead 	 blockhead
cissoide 	 noun 	 cissoid 	 cissoid
citogenetico 	 adjective 	 cytogenetic 	 cytogenetic
cladodio 	 noun 	 cladophyll 	 cladophyll
gustosità 	 noun 	 tastiness 	 tastiness
condro 	 noun 	 chondrule 	 chondrule
adonide 	 noun 	 pheasant's eye 	 pheasant's eye
lampisteria 	 noun 	 lamp 	 lamp room
lampisteria 	 noun 	 room 	 lamp room
corticoide 	 noun 	 corticosteroid 	 corticosteroid
tropina 	 noun 	 tropine 	 tropine
cosmodromo 	 noun 	 cosmodrome 	 cosmodrome
cosmogonia 	 noun 	 cosmogony 	 cosmogony
cosmogonico 	 adjective 	 cosmogonic 	 cosmogonic, cosmogonical
cosmogonico 	 adjective 	 cosmogonical 	 cosmogonic, cosmogonical
cosmologo 	 noun 	 cosmologist 	 cosmologist
cosmorama 	 noun 	 English 	 cosmorama
mestica 	 noun 	 primer 	 primer
mestica 	 noun 	 priming 	 priming
metameria 	 noun 	 metamerism 	 metamerism
metamero 	 noun 	 metamer 	 metamer
metamero 	 noun 	 metamere 	 metamere
criptoportico 	 noun 	 cryptoporticus 	 cryptoporticus
crisolito 	 noun 	 chrysolite 	 chrysolite
posteria 	 noun 	 grocer's 	 grocer's
cromomero 	 noun 	 chromomere 	 chromomere
cromoproteina 	 noun 	 chromoprotein 	 chromoprotein
sansevieria 	 noun 	 bowstring hemp 	 bowstring hemp
cronobiologo 	 noun 	 chronobiologist 	 chronobiologist
cronografico 	 adjective 	 chronographic 	 chronographic
cronografo 	 noun 	 chronograph 	 chronograph
cronologista 	 noun 	 chronologist 	 chronologist
cronologista 	 noun 	 chronicler 	 chronicler
cronologo 	 noun 	 chronologist 	 chronologist
cronologo 	 noun 	 chronicler 	 chronicler
cronoscopio 	 noun 	 chronoscope 	 chronoscope
tautomeria 	 noun 	 tautomerism 	 tautomerism
tautomero 	 adjective 	 tautomeric 	 tautomeric
deca 	 noun 	 decade 	 decade
decapode 	 noun 	 decapod 	 decapod
decatlon 	 noun 	 decathlon 	 decathlon
declaratorio 	 adjective 	 declaratory 	 declaratory
declaratorio 	 adjective 	 bombastic 	 bombastic
verdicchio 	 noun 	 Marche 	 A variety of white grape grown in the Marche
verdicchio 	 noun 	 grape 	 A variety of white grape grown in the Marche
verdicchio 	 noun 	 white wine 	 A white wine made from this grape
necesse 	 adjective 	 necessary 	 necessary, needful; necessarily true
necesse 	 adjective 	 true 	 necessary, needful; necessarily true
necesse 	 adjective 	 necessarily 	 necessary, needful; necessarily true
necesse 	 adjective 	 needful 	 necessary, needful; necessarily true
necesse 	 adjective 	 w:Dante Alighieri 	 * 1321, Dante Alighieri, La divina commedia: Paradiso, Le Monnier , Canto III, p. 61, vv. 49-52
necesse 	 adjective 	 w:Paradiso  	 * 1321, Dante Alighieri, La divina commedia: Paradiso, Le Monnier , Canto III, p. 61, vv. 49-52
necesse 	 noun 	 truthful 	 a statement which is necessarily truthful; tautology
necesse 	 noun 	 statement 	 a statement which is necessarily truthful; tautology
necesse 	 noun 	 necessarily 	 a statement which is necessarily truthful; tautology
necesse 	 noun 	 tautology 	 a statement which is necessarily truthful; tautology
necesse 	 noun 	 w:Dante Alighieri 	 * 1321, Dante Alighieri, La divina commedia: Paradiso, Le Monnier , Canto XIII, p. 236, vv. 97-99
necesse 	 noun 	 w:Paradiso  	 * 1321, Dante Alighieri, La divina commedia: Paradiso, Le Monnier , Canto XIII, p. 236, vv. 97-99
demografo 	 noun 	 demographer 	 demographer
e-mail 	 noun 	 address 	 e-mail address
dermografia 	 noun 	 dermographia 	 dermographia, dermographism
dermografia 	 noun 	 dermographism 	 dermographia, dermographism
museografico 	 adjective 	 museographic 	 museographic
deuterobenzene 	 noun 	 English 	 deuterobenzene
dodecafonico 	 adjective 	 dodecaphonic 	 dodecaphonic
selenografico 	 adjective 	 selenographic 	 selenographic
serigrafico 	 adjective 	 silkscreen 	 silkscreen
dolico 	 noun 	 cowpea 	 cowpea
imprudentemente 	 adverb 	 imprudently 	 imprudently
duodecimale 	 adjective 	 duodecimal 	 duodecimal
echino 	 noun 	 sea urchin 	 echinus, sea urchin
echino 	 noun 	 echinus 	 echinus, sea urchin
echinocactus 	 noun 	 barrel cactus 	 barrel cactus
econometrico 	 adjective 	 econometric 	 econometric
ecotono 	 noun 	 ecotone 	 ecotone
econometrica 	 noun 	 econometrics 	 econometrics
ectomia 	 noun 	 ectomy 	 excision, ectomy
ectomia 	 noun 	 excision 	 excision, ectomy
egolatria 	 noun 	 autolatry 	 autolatry
fonia 	 noun 	 telephony 	 telephony
radiotelefonia 	 noun 	 radiotelephony 	 radiotelephony
surrealista 	 adjective 	 surrealist 	 surrealist
fai da te 	 adjective 	 do-it-yourself 	 do-it-yourself, DIY
fai da te 	 adjective 	 DIY 	 do-it-yourself, DIY
fai da te 	 noun 	 DIY 	 do it yourself, DIY
fai da te 	 noun 	 do it yourself 	 do it yourself, DIY
ragia 	 noun 	 pine 	 pine resin
ragia 	 noun 	 resin 	 pine resin
anisotropo 	 adjective 	 anisotropic 	 anisotropic
termofilo 	 adjective 	 thermophilic 	 thermophilic
termofilo 	 noun 	 thermophile 	 thermophile
ruca 	 noun 	 arugula 	 botany arugula, rocket
ruca 	 noun 	 rocketEtymology_2 	 botany arugula, rocket
emide 	 noun 	 turtle 	 turtle, terrapin
emide 	 noun 	 terrapin 	 turtle, terrapin
emina 	 noun 	 haemin 	 hemin / haemin
emina 	 noun 	 hemin 	 hemin / haemin
gallo-italico 	 adjective 	 Gallo-Italian 	 Gallo-Italian
tropismo 	 noun 	 tropism 	 tropism
katta 	 noun 	 ring-tailed lemur 	 ring-tailed lemur
apetalo 	 adjective 	 apetalous 	 apetalous
apiario 	 noun 	 apiary 	 apiary
aperiodico 	 adjective 	 aperiodic 	 aperiodic
ailanto 	 noun 	 ailanthus 	 ailanthus
monade 	 noun 	 monad 	 monad
ph-metro 	 noun 	 pH meter 	 pH meter
sovescio 	 noun 	 green manuring 	 green manuring
sovescio 	 noun 	 green manure 	 green manure
cardite 	 noun 	 carditis 	 carditis
endodermico 	 adjective 	 endodermal 	 endodermal
endogamico 	 adjective 	 endogamous 	 endogamous
epirota 	 adjective 	 Epirote 	 Epirote, Epirot
epirota 	 adjective 	 Epirot 	 Epirote, Epirot
a testa 	 adverb 	 per 	 each, each one, each person, per head
a testa 	 adverb 	 each 	 each, each one, each person, per head
a testa 	 adverb 	 head 	 each, each one, each person, per head
abatino 	 noun 	 elegant 	 A young abbot, particularly one that is elegant and gallant
abatino 	 noun 	 abbot 	 A young abbot, particularly one that is elegant and gallant
abatino 	 noun 	 gallant 	 A young abbot, particularly one that is elegant and gallant
abatino 	 noun 	 young 	 A young abbot, particularly one that is elegant and gallant
abatino 	 noun 	 altar boy 	 altar boy
abatino 	 noun 	 technique 	 An athlete possessing technique but lacking physical strength
abatino 	 noun 	 athlete 	 An athlete possessing technique but lacking physical strength
abatino 	 noun 	 strength 	 An athlete possessing technique but lacking physical strength
abatino 	 noun 	 physical 	 An athlete possessing technique but lacking physical strength
probiotico 	 adjective 	 probiotic 	 probiotic
driade 	 noun 	 dryad 	 dryad
epatosi 	 noun 	 hepatosis 	 hepatosis
epicamente 	 adverb 	 epically 	 epically
epicontinentale 	 adjective 	 epicontinental 	 epicontinental
epicureismo 	 noun 	 Epicureanism 	 Epicureanism
epicureismo 	 noun 	 epicurism 	 epicurism
epidemiologicamente 	 adverb 	 epidemiologically 	 epidemiologically
epifonema 	 noun 	 epiphonema 	 epiphonema
epigrafia 	 noun 	 epigraphy 	 epigraphy
epiploon 	 noun 	 omentum 	 omentum
omento 	 noun 	 omentum 	 omentum
episodicamente 	 adverb 	 episodically 	 episodically
epistemologo 	 noun 	 epistemologist 	 epistemologist
epitalamico 	 adjective 	 epithalamic 	 epithalamic
epitesi 	 noun 	 epithesis 	 epithesis, paragoge
epitesi 	 noun 	 paragoge 	 epithesis, paragoge
equicrure 	 adjective 	 isosceles 	 isosceles
equilaterale 	 adjective 	 equilateral 	 equilateral
kaama 	 noun 	 kongoni 	 hartebeest, kongoni
kaama 	 noun 	 hartebeest 	 hartebeest, kongoni
contrafagotto 	 noun 	 double bassoon 	 double bassoon
tempora 	 noun 	 fasting 	 Ember days: days of fasting formerly prescribed for the Wednesday, Friday and Saturday of the first week of each season
tempora 	 noun 	 season 	 Ember days: days of fasting formerly prescribed for the Wednesday, Friday and Saturday of the first week of each season
tempora 	 noun 	 Saturday 	 Ember days: days of fasting formerly prescribed for the Wednesday, Friday and Saturday of the first week of each season
tempora 	 noun 	 Wednesday 	 Ember days: days of fasting formerly prescribed for the Wednesday, Friday and Saturday of the first week of each season
tempora 	 noun 	 Friday 	 Ember days: days of fasting formerly prescribed for the Wednesday, Friday and Saturday of the first week of each season
genitofemorale 	 adjective 	 genitofemoral 	 genitofemoral
eurochèque 	 noun 	 Eurocheque 	 Eurocheque
eurocomunismo 	 noun 	 Eurocommunism 	 Eurocommunism
eurocomunista 	 adjective 	 Eurocommunist 	 Eurocommunist
eurocomunista 	 noun 	 Eurocommunist 	 Eurocommunist
euromissile 	 noun 	 Euromissile 	 Euromissile
europanto 	 noun 	 Europanto 	 Europanto
europide 	 noun 	 Europid 	 Europid, Caucasian
europide 	 noun 	 Caucasian 	 Europid, Caucasian
aeroponico 	 adjective 	 aeroponic 	 aeroponic
pincopallino 	 noun 	 Joe Bloggs 	 Joe Bloggs, John Doe
pincopallino 	 noun 	 John Doe 	 Joe Bloggs, John Doe
fitopatogeno 	 adjective 	 plant 	 plant pathogenic
fitopatogeno 	 adjective 	 pathogenic 	 plant pathogenic
fitopatogeno 	 noun 	 plant 	 plant pathogen
fitopatogeno 	 noun 	 pathogen 	 plant pathogen
fenolftaleina 	 noun 	 phenolphthalein 	 phenolphthalein
fenomenico 	 adjective 	 phenomenal 	 phenomenal
ferrigno 	 adjective 	 iron 	 that resembles or contains iron; iron
ferrigno 	 adjective 	 oppressively 	 oppressively or menacingly strong; iron
ferrigno 	 adjective 	 menacingly 	 oppressively or menacingly strong; iron
ferrimagnetico 	 adjective 	 ferrimagnetic 	 ferrimagnetic
avestico 	 adjective 	 Avestan 	 Avestan
avestico 	 noun 	 Avestan 	 Avestan
foraggero 	 adjective 	 forage 	 forage , fodder
foraggero 	 adjective 	 fodder 	 forage , fodder
in corso 	 adjective 	 on the go 	 ongoing, in progress, underway, on the go
in corso 	 adjective 	 underway 	 ongoing, in progress, underway, on the go
in corso 	 adjective 	 in progress 	 ongoing, in progress, underway, on the go
in corso 	 adjective 	 ongoing 	 ongoing, in progress, underway, on the go
in corso 	 adjective 	 current 	 it current year, month, etc
vulneraria 	 noun 	 woundwort 	 kidney vetch, woundwort
vulneraria 	 noun 	 kidney vetch 	 kidney vetch, woundwort
vulvite 	 noun 	 vulvitis 	 medicine vulvitis
zola 	 noun 	 gorgonzola 	 gorgonzola
zooglea 	 noun 	 zoogloea 	 zoogloea
zoografia 	 noun 	 zoography 	 zoography
zoospora 	 noun 	 zoospore 	 zoospore
zostera 	 noun 	 seawrack 	 eelgrass, seawrack
zostera 	 noun 	 eelgrass 	 eelgrass, seawrack
fitografia 	 noun 	 phytography 	 phytography
fitosociologia 	 noun 	 phytosociology 	 phytosociology
flebotomo 	 noun 	 phlebotomist 	 phlebotomist
flebotomo 	 noun 	 lancet 	 lancet
flebotomo 	 noun 	 sandfly 	 sandfly
fono 	 noun 	 phone 	 phone
fonologista 	 noun 	 phonologist 	 phonologist
fonologo 	 noun 	 phonologist 	 phonologist
fosforeo 	 adjective 	 phosphoreal 	 phosphorus , phosphoreal
fosforeo 	 adjective 	 phosphorus 	 phosphorus , phosphoreal
fosforeo 	 adjective 	 phosphorescent 	 phosphorescent
fosfoproteina 	 noun 	 phosphoprotein 	 phosphoprotein
francofono 	 noun 	 francophone 	 francophone
francofono 	 adjective 	 francophone 	 francophone
fuorimano 	 adjective 	 out of the way 	 out of the way, off the beaten track, distant, faraway
fuorimano 	 adjective 	 distant 	 out of the way, off the beaten track, distant, faraway
fuorimano 	 adjective 	 off the beaten track 	 out of the way, off the beaten track, distant, faraway
fuorimano 	 adjective 	 faraway 	 out of the way, off the beaten track, distant, faraway
gastrectasia 	 noun 	 English 	 gastrectasia
ectasia 	 noun 	 ectasis 	 ectasis
gastrocele 	 noun 	 English 	 gastrocele
gastrotomia 	 noun 	 gastrotomy 	 gastrotomy
geobotanica 	 noun 	 phytogeography 	 geobotany, phytogeography
geobotanica 	 noun 	 geobotany 	 geobotany, phytogeography
geofisico 	 adjective 	 geophysical 	 geophysical
geoide 	 noun 	 geoid 	 geoid
georgico 	 adjective 	 georgical 	 georgic, georgical
georgico 	 adjective 	 georgic 	 georgic, georgical
gerontofilia 	 noun 	 gerontophilia 	 gerontophilia
gigametro 	 noun 	 gigametre 	 gigametre / gigameter
gigametro 	 noun 	 gigameter 	 gigametre / gigameter
giroscopico 	 adjective 	 gyroscopic 	 gyroscopic
giroscopico 	 adjective 	 gyro 	 gyro
ifa 	 noun 	 hypha 	 hypha
grafometro 	 noun 	 graphometer 	 graphometer
gravina 	 noun 	 mattock 	 mattock
gravina 	 noun 	 ravine 	 gorge, ravine
gravina 	 noun 	 gorge 	 gorge, ravine
iconoclastico 	 adjective 	 iconoclastic 	 iconoclastic
ideografia 	 noun 	 ideography 	 ideography
idiosincratico 	 adjective 	 idiosyncratic 	 idiosyncratic
idroscì 	 noun 	 water skiing 	 water skiing
incensare 	 verb 	 incense 	 to cense, perfume with incense
incensare 	 verb 	 cense 	 to cense, perfume with incense
incensare 	 verb 	 flatter 	 to flatter
immunodeficiente 	 adjective 	 immunodeficient 	 immunodeficient
conidio 	 noun 	 conidium 	 conidium
indoario 	 adjective 	 Indo-Aryan 	 Indo-Aryan
indoario 	 noun 	 Indo-Aryan 	 Indo-Aryan
indologia 	 noun 	 Indology 	 Indology
intranet 	 noun 	 intranet 	 intranet
monottongo 	 noun 	 monophthong 	 monophthong
cromia 	 noun 	 tone 	 tone or shade of colour
cromia 	 noun 	 colour 	 tone or shade of colour
cromia 	 noun 	 shade 	 tone or shade of colour
etimo 	 noun 	 etymon 	 etymon
etimologista 	 noun 	 etymologist 	 etymologist
etimologo 	 noun 	 etymologist 	 etymologist
pavera 	 noun 	 reedmace 	 Name of several kinds of water plants, such as sedges, reedmaces, rushes etc
pavera 	 noun 	 plants 	 Name of several kinds of water plants, such as sedges, reedmaces, rushes etc
pavera 	 noun 	 water 	 Name of several kinds of water plants, such as sedges, reedmaces, rushes etc
pavera 	 noun 	 rush 	 Name of several kinds of water plants, such as sedges, reedmaces, rushes etc
pavera 	 noun 	 sedge 	 Name of several kinds of water plants, such as sedges, reedmaces, rushes etc
pavera 	 noun 	 float 	 A floating lure used in duck hunting
pavera 	 noun 	 duck 	 A floating lure used in duck hunting
pavera 	 noun 	 hunting 	 A floating lure used in duck hunting
pavera 	 noun 	 lure 	 A floating lure used in duck hunting
isogamete 	 noun 	 English 	 isogamete
isopode 	 noun 	 isopod 	 isopod
isostasi 	 noun 	 isostacy 	 isostasis, isostacy
isostasi 	 noun 	 isostasis 	 isostasis, isostacy
ispano 	 adjective 	 Hispanic 	 Hispanic
ispano-americano 	 adjective 	 Latin American 	 Hispano-American, Latin American
ispano-americano 	 adjective 	 Hispano-American 	 Hispano-American, Latin American
ispano-americano 	 noun 	 Latin American 	 Latin American
cipollino 	 noun 	 cipolin 	 cipolin
cipollone 	 noun 	 onion 	 large onion
cipollone 	 noun 	 pocket watch 	 pocket watch
orologio da taschino 	 noun 	 pocket watch 	 pocket watch
orologio da tasca 	 noun 	 pocket watch 	 pocket watch
latinorum 	 noun 	 mumbo jumbo 	 mumbo jumbo
monosemia 	 noun 	 monosemy 	 monosemy
litostratigrafia 	 noun 	 lithostratigraphy 	 lithostratigraphy
logogrifo 	 noun 	 logogriph 	 logogriph
logoplegia 	 noun 	 English 	 logoplegia
macroscelide 	 noun 	 elephant shrew 	 elephant shrew
cabina telefonica 	 noun 	 telephone box 	 telephone booth, telephone box
cabina telefonica 	 noun 	 telephone booth 	 telephone booth, telephone box
mastocarcinoma 	 noun 	 English 	 mastocarcinoma
mastografia 	 noun 	 mastography 	 mastography, mammography
mastografia 	 noun 	 mammography 	 mastography, mammography
mediolatino 	 noun 	 Medieval Latin 	 Medieval Latin
melomane 	 noun 	 melomaniac 	 melomaniac
menologio 	 noun 	 menology 	 menology
menostasi 	 noun 	 menostasis 	 menostasis, amenorrhea
menostasi 	 noun 	 amenorrhea 	 menostasis, amenorrhea
mesocolon 	 noun 	 English 	 mesocolon
mesotorio 	 noun 	 mesothorium 	 mesothorium
edule 	 adjective 	 edible 	 edible
breva 	 noun 	 lake 	 northern Italy A wind that blows from the lakes of Como and Lugano towards the mountains
breva 	 noun 	 wind 	 northern Italy A wind that blows from the lakes of Como and Lugano towards the mountains
breva 	 noun 	 Como 	 northern Italy A wind that blows from the lakes of Como and Lugano towards the mountains
breva 	 noun 	 Lugano 	 northern Italy A wind that blows from the lakes of Como and Lugano towards the mountains
metaldetector 	 noun 	 metal detector 	 metal detector
metallurgista 	 noun 	 metallurgist 	 metallurgist
mezzorilievo 	 noun 	 half-relief 	 half-relief
microbar 	 noun 	 English 	 microbar
microbiologo 	 noun 	 microbiologist 	 microbiologist
microcamera 	 noun 	 English 	 microcamera
microfossile 	 noun 	 microfossil 	 microfossil
micronucleo 	 noun 	 micronucleus 	 micronucleus
micropile 	 noun 	 microfleece 	 Microfleece
microprogramma 	 noun 	 microprogram 	 microprogram
odalisca 	 noun 	 odalisque 	 odalisque
microsomia 	 noun 	 English 	 microsomia
millilitro 	 noun 	 milliliter 	 millilitre / milliliter
millilitro 	 noun 	 millilitre 	 millilitre / milliliter
millimicron 	 noun 	 English 	 millimicron
famulo 	 noun 	 servant 	 servant
miniato 	 adjective 	 illuminated 	 illuminated
miniato 	 adjective 	 miniated 	 miniated
minibasket 	 noun 	 mini-basketball 	 mini-basketball
abbarbaglio 	 noun 	 dazzlement 	 dazzlement
abbarbaglio 	 noun 	 w:Paradiso  	 * author=Dante Alighieri|authorlink=Dante Alighieri|title=La divina commedia: Paradiso|trans-title=The Divine Comedy: Paradise|format=paperback|publisher=Le Monnier|year=1321|year_published=2002|section=Canto XXVI|lines=19–21|page=456–457|passage=Quella medesma voce che paura ¶ tolta m'avea del sùbito abbarbaglio, ¶ di ragionare ancor mi mise in cura|translation=The selfsame voice, that taken had from me ¶ the terror of the sudden dazzlement, ¶ to speak still farther put it in my thought
abbarbaglio 	 noun 	 error 	 mistake, error
abbarbaglio 	 noun 	 mistake 	 mistake, error
mini-cd 	 noun 	 mini CD 	 mini CD
minimarket 	 noun 	 English 	 minimarket
miocene 	 noun 	 Miocene 	 Miocene
miocenico 	 adjective 	 Miocene 	 Miocene
miriametro 	 noun 	 myriameter 	 myriametre / myriameter
miriametro 	 noun 	 myriametre 	 myriametre / myriameter
misogamia 	 noun 	 misogamy 	 misogamy
monocamerale 	 adjective 	 unicameral 	 unicameral
clonale 	 adjective 	 clonal 	 clonal
monomane 	 noun 	 monomaniac 	 monomaniac
monoparentale 	 adjective 	 parent 	 single-parent
monoparentale 	 adjective 	 single 	 single-parent
monoplegia 	 noun 	 English 	 monoplegia
monotematico 	 adjective 	 monothematic 	 monothematic
fitotomia 	 noun 	 phytotomy 	 phytotomy
acchito 	 noun 	 spot 	 spot
fonematica 	 noun 	 phonemics 	 phonemics
acciò 	 conjunction 	 so that 	 followed by che + subjunctive in order that, so that
acciò 	 conjunction 	 in order that 	 followed by che + subjunctive in order that, so that
accozzo 	 noun 	 crowd 	 crowd, rabble
accozzo 	 noun 	 rabble 	 crowd, rabble
accozzo 	 noun 	 medley 	 medley
acescente 	 adjective 	 acescent 	 acescent
acetilenico 	 adjective 	 acetylenic 	 acetylenic
acetonemia 	 noun 	 ketosis 	 acetonemia, ketosis
acetonuria 	 noun 	 English 	 acetonuria
aciclico 	 adjective 	 acyclic 	 acyclic
acidimetria 	 noun 	 acidimetry 	 acidimetry
acidulare 	 verb 	 acidulate 	 to acidulate
acinetico 	 adjective 	 akinetic 	 akinetic
multigrade 	 adjective 	 English 	 multigrade
ovolo 	 noun 	 Caesar's mushroom 	 Caesar's mushroom
ovolo 	 noun 	 base 	 A rounded lump or protuberance at the base of a plant
ovolo 	 noun 	 plant 	 A rounded lump or protuberance at the base of a plant
ovolo 	 noun 	 protuberance 	 A rounded lump or protuberance at the base of a plant
ovolo 	 noun 	 rounded 	 A rounded lump or protuberance at the base of a plant
ovolo 	 noun 	 lump 	 A rounded lump or protuberance at the base of a plant
ovolo 	 noun 	 egg 	 An object shaped like a small egg
adelfo 	 adjective 	 adelphous 	 adelphous
adenopatia 	 noun 	 adenopathy 	 adenopathy
adenotomia 	 noun 	 adenotomy 	 adenotomy
adone 	 noun 	 Adonis 	 Adonis
adrenosterone 	 noun 	 English 	 adrenosterone
aedo 	 noun 	 bard 	 bard, poet
aedo 	 noun 	 poet 	 bard, poet
afocale 	 adjective 	 afocal 	 afocal
aforistico 	 adjective 	 aphoristic 	 aphoristic
necrofobia 	 noun 	 necrophobia 	 necrophobia
necrologico 	 adjective 	 obituary 	 obituary
necrologico 	 adjective 	 necrological 	 necrological
agamia 	 noun 	 agamogenesis 	 agamogenesis
agarico 	 noun 	 agaric 	 agaric
aggetto 	 noun 	 jut 	 overhang, jut
aggetto 	 noun 	 overhang 	 overhang, jut
aggetto 	 noun 	 boss 	 lug, boss
aggetto 	 noun 	 lug 	 lug, boss
agglutinante 	 adjective 	 agglutinative 	 agglutinative
agglutinante 	 noun 	 agglutinant 	 agglutinant, binder
agglutinante 	 noun 	 binder 	 agglutinant, binder
agit-prop 	 noun 	 agitprop 	 agitprop
agonico 	 adjective 	 agonal 	 agonal
agorafobo 	 noun 	 agoraphobic 	 agoraphobic
sperto 	 adjective 	 experienced 	 expert, experienced
sperto 	 adjective 	 expert 	 expert, experienced
ciana 	 noun 	 woman 	 A coarse, gossipy woman
ciana 	 noun 	 gossipy 	 A coarse, gossipy woman
ciana 	 noun 	 coarse 	 A coarse, gossipy woman
darvinismo 	 noun 	 Darwinism 	 Darwinism
neogene 	 noun 	 Neogene 	 Neogene
neogotico 	 adjective 	 neogothic 	 neogothic
neogotico 	 noun 	 Gothic revival 	 Gothic revival
neonazismo 	 noun 	 neo-Nazism 	 neo-Nazism
neoterico 	 adjective 	 neoteric 	 neoteric
neuro 	 noun 	 neurological 	 neurological clinic
neuro 	 noun 	 clinic 	 neurological clinic
neuro 	 noun 	 madhouse 	 madhouse
neurobiologo 	 noun 	 neurobiologist 	 neurobiologist
neurofisiologico 	 adjective 	 neurophysiological 	 neurophysiological
neurolinguistica 	 noun 	 neurolinguistics 	 neurolinguistics
neuropatico 	 adjective 	 neuropathic 	 neuropathic
albugine 	 noun 	 blight 	 blight
albugine 	 noun 	 leucoma 	 albugo, leucoma
albugine 	 noun 	 albugo 	 albugo, leucoma
albuminoide 	 adjective 	 albuminoid 	 albuminoid
albuminoide 	 noun 	 albuminoid 	 albuminoid
alcalescente 	 adjective 	 alkalescent 	 alkalescent
alcalimetro 	 noun 	 alkalimeter 	 alkalimeter
alcalino-terroso 	 adjective 	 alkaline-earth 	 alkaline-earth
alemanno 	 adjective 	 Alemannic 	 Alemannic
alemanno 	 noun 	 Alemannic 	 Alemannic
alessia 	 noun 	 alexia 	 alexia
prenato 	 adjective 	 before 	 born before someone or a certain deadline
prenato 	 adjective 	 born 	 born before someone or a certain deadline
paleografo 	 noun 	 paleographer 	 paleographer
metato 	 noun 	 shed 	 A shed, typical of Tuscany, where chestnuts are dried up
metato 	 noun 	 Tuscany 	 A shed, typical of Tuscany, where chestnuts are dried up
metato 	 noun 	 chestnut 	 A shed, typical of Tuscany, where chestnuts are dried up
antimero 	 adjective 	 antimeric 	 antimeric
antimero 	 noun 	 antimere 	 antimere
algale 	 adjective 	 algal 	 algal
alicante 	 noun 	 grenache 	 grenache, Alicante
alicante 	 noun 	 Alicante 	 grenache, Alicante
aliforme 	 adjective 	 aliform 	 aliform
allantoide 	 noun 	 allantois 	 allantois
allativo 	 adjective 	 allative 	 allative
zeba 	 noun 	 goat 	 goat
nitrobarite 	 noun 	 English 	 nitrobarite
alterità 	 noun 	 alterity 	 alterity, otherness
alterità 	 noun 	 otherness 	 alterity, otherness
allodiale 	 adjective 	 allodial 	 allodial
alluviale 	 adjective 	 alluvial 	 alluvial
almo 	 adjective 	 fertile 	 fertile
almo 	 adjective 	 noble 	 noble
alpacca 	 noun 	 German silver 	 German silver, nickel silver
alpacca 	 noun 	 nickel silver 	 German silver, nickel silver
altaleno 	 noun 	 sweep 	 well sweep
sarcomero 	 noun 	 sarcomere 	 sarcomere
altimetrico 	 adjective 	 altimetric 	 altimetric
altimetrico 	 adjective 	 height 	 relating to height
altimetro 	 noun 	 altimeter 	 altimeter
altissimo 	 noun 	 God 	 Almighty, God
altissimo 	 noun 	 Almighty 	 Almighty, God
altocumulo 	 noun 	 altocumulus 	 altocumulus
alzheimer 	 noun 	 Alzheimer's disease 	 Alzheimer's disease
oligocene 	 noun 	 Oligocene 	 Oligocene
amistà 	 noun 	 amity 	 amity, friendship
amistà 	 noun 	 friendship 	 amity, friendship
ambage 	 noun 	 English 	 ambage
amebico 	 adjective 	 amoebic 	 amoebic / amebic
amebico 	 adjective 	 amebic 	 amoebic / amebic
ameboide 	 adjective 	 ameboid 	 amoeboid / ameboid
ameboide 	 adjective 	 amoeboid 	 amoeboid / ameboid
americanistica 	 noun 	 American studies 	 American studies
americanologo 	 noun 	 Americanologist 	 Americanologist
amitotico 	 adjective 	 amitotic 	 amitotic
fian 	 verb 	 w:Paradiso  	 * year=1321|author=Dante Alighieri|authorlink=Dante Alighieri|title=La divina commedia: Paradiso|publisher=Le Monnier|year_published=2002|section=Canto XIX|page=355|lines=130–135|passage=Vedrassi l'avarizia e la viltate ¶ di quei che guarda l'isola del foco, ¶ ove Anchise finì la lunga etate; ¶ e a dare ad intender quanto è poco, ¶ la sua scrittura fian lettere mozze, ¶ che noteranno molto in parvo loco.|translation=Be seen the avarice and poltroonery of him who guards the Island of the Fire, wherein Anchises finished his long life; and to declare how pitiful he is shall be his record in contracted letters which shall make note of much in little space
olografo 	 adjective 	 holograph 	 holograph
