chapter_id	entry_id	meaning	Hittite_LatinTrans	comment
15	880	dirty, soiled	saknuwant-; paprata; iskuwant-	Respectively: adj.; noun; adj. HW, CHD, HEG, Puh. 'dirty, soiled (by excrement), defiled', see 'defecate' 04.660. papratar 'defilement, impurity, uncleanness'; see also 'clean' 15.870, 'guilty' 21.350; last example: 'stained, degraded, disgraced'. Hittite notions of sanitation and ritual purity were inextricably linked: Ünal (1993).; Respectively: adj.; noun; adj. HW, CHD, HEG, Puh. 'dirty, soiled (by excrement), defiled', see 'defecate' 04.660. papratar 'defilement, impurity, uncleanness'; see also 'clean' 15.870, 'guilty' 21.350; last example: 'stained, degraded, disgraced'. Hittite notions of sanitation and ritual purity were inextricably linked: Ünal (1993).; Respectively: adj.; noun; adj. HW, CHD, HEG, Puh. 'dirty, soiled (by excrement), defiled', see 'defecate' 04.660. papratar 'defilement, impurity, uncleanness'; see also 'clean' 15.870, 'guilty' 21.350; last example: 'stained, degraded, disgraced'. Hittite notions of sanitation and ritual purity were inextricably linked: Ünal (1993).
16	110	soul, spirit	istanza-	Puh: 'soul, spirit, mind, will'.
16	190	misfortune, bad luck	arpa-	HWW, Puh: 'bad luck, setback, misfortune', see arpai- 'be unlucky'; also kallar- 'unfavorable' (e.g., of omens) = Sumerogram NU.SIG[five].
16	230	joyful, glad, happy	duski-	Means 'rejoice' (middle inflection: Yosida 1990:71). Also dugai- 'enjoy'; hinkaniya- 'dance, make merry' 10.440.
16	250	laugh	hahhars-; hahharsna-	HEG, Puh: hahharsna-, huriyahh- 'ridicule, publically ridicule'. Onomatopoetic. See also 'make small, humiliate' 13.170, 'guilty, disgrace' 21.350; HEG, Puh: hahharsna-, huriyahh- 'ridicule, publically ridicule'. Onomatopoetic. See also 'make small, humiliate' 13.170, 'guilty, disgrace' 21.350
16	260	play	hazzik-	Puh: 'strike, play a musical instrument'; see also 'strike' 09.210.
16	270	love	assiya-	(Middle inflection): 'be dear to, loved', see 'good' 16.710. Etymology disputed: ass-, assiya- 'good, loved' (from the same root): Puh; separate roots: HWW. See also marri-, adv. 'in the heat of emotion': CHD.
16	310	pain	ai-	Noun form. Puh: as in 'pain, grief, anxiety' (to be removed by a ritual).
16	320	grief, sorrow, sadness	wayi-	Noun form. Puh: see 'pain' 16.310.
16	330	anxiety, worry	pituliya-; lahlahima-	CHD. See also 'pain' 16.310.; CHD. See also 'pain' 16.310.
16	350	pity	genzu-; genzuwai-	Respectively: noun; verb. 'Kindness, mercy, affection'; 'treat with affection': HEG. Usually related to genu- 'knee; sexual part; sex, race, clan', (with Sumerographic determinative for meat) UZU genzu- 'sexual part, love, affection': HEG 552-554; 555-556. Opposite of ekuna- 'cold, unfeeling' (15.860): HWW 33.; Respectively: noun; verb. 'Kindness, mercy, affection'; 'treat with affection': HEG. Usually related to genu- 'knee; sexual part; sex, race, clan', (with Sumerographic determinative for meat) UZU genzu- 'sexual part, love, affection': HEG 552-554; 555-556. Opposite of ekuna- 'cold, unfeeling' (15.860): HWW 33.
16	370	cry, weep	ishahruai-; alalamiya-	Puh. See 'tear(s)' 16.380; wesk- 'lament' Puh I 27. Second: 'cry aloud' (perhaps onomatopoeic) Puh; from alalima- 15.440; see also 'shriek' 18.180.; Puh. See 'tear(s)' 16.380; wesk- 'lament' Puh I 27. Second: 'cry aloud' (perhaps onomatopoeic) Puh; from alalima- 15.440; see also 'shriek' 18.180.
16	380	tear (noun)	ishahru-	Puh. See also 'cry, weep' 16.370.
16	410	hate	pukk-	CHD. 'Be hateful, repulsive'; pugga-nu-, pukku-nu- 'cause dissension'.
16	420	anger	kartimmiyatt-; karpi-; sa-; wantai-; lelaniya-	Respectively: 'anger' (noun); 'wrath' (noun); 'be angry' (verb); 'be warm, angry' (verb); 'become furious, enraged' (verb): CHD. See 'warm' 15.851. HEG: Sumerogram TUKU.TUKU -att- = kartimiyatt-.; Respectively: 'anger' (noun); 'wrath' (noun); 'be angry' (verb); 'be warm, angry' (verb); 'become furious, enraged' (verb): CHD. See 'warm' 15.851. HEG: Sumerogram TUKU.TUKU -att- = kartimiyatt-.; Respectively: 'anger' (noun); 'wrath' (noun); 'be angry' (verb); 'be warm, angry' (verb); 'become furious, enraged' (verb): CHD. See 'warm' 15.851. HEG: Sumerogram TUKU.TUKU -att- = kartimiyatt-.; Respectively: 'anger' (noun); 'wrath' (noun); 'be angry' (verb); 'be warm, angry' (verb); 'become furious, enraged' (verb): CHD. See 'warm' 15.851. HEG: Sumerogram TUKU.TUKU -att- = kartimiyatt-.; Respectively: 'anger' (noun); 'wrath' (noun); 'be angry' (verb); 'be warm, angry' (verb); 'become furious, enraged' (verb): CHD. See 'warm' 15.851. HEG: Sumerogram TUKU.TUKU -att- = kartimiyatt-.
16	440	envy, jealousy	arsana-	Verb form. HWW, Puh: 'be angry, begrudge, envy', see also 'anger' 16.420.
16	510	dare	maz; manz-	CHD. 'Dare (to)' plus infinitive; see 'withstand, resist, last, endure' 14.252.; CHD. 'Dare (to)' plus infinitive; see 'withstand, resist, last, endure' 14.252.
16	530	fear, fright	nahsaratt-; nahhan	HEG, CHD: 'fear, fright, respect, awe'; 'fear, respect, reverence'; see also nah(h)- 'fear, be(come) afraid, apprehensive, reverent'; nahsariya- 'be(come) afraid; show respect (for a deity)'; also werites- 'be terrified'.; HEG, CHD: 'fear, fright, respect, awe'; 'fear, respect, reverence'; see also nah(h)- 'fear, be(come) afraid, apprehensive, reverent'; nahsariya- 'be(come) afraid; show respect (for a deity)'; also werites- 'be terrified'.
16	620	desire, want	ilaliya-; numan; nuwan	Puh; 'not want' CHD. See also wek- 'ask, request' 18.350, 'desire; pray' 22.170.; Puh; 'not want' CHD. See also wek- 'ask, request' 18.350, 'desire; pray' 22.170.; Puh; 'not want' CHD. See also wek- 'ask, request' 18.350, 'desire; pray' 22.170.
16	660	true	asant-; handan	HWW, Puh. From (< es-/as- 'be'); second, Puh: 'true, faithful; matched against an original (tablet)'. See hantai- 'marry, match, (en)trust' 02.330, 'ready' 14.290. See also als- 'give allegiance', opposite of marsant- 'false, disloyal'; see 'deceit' 16.680.; HWW, Puh. From (< es-/as- 'be'); second, Puh: 'true, faithful; matched against an original (tablet)'. See hantai- 'marry, match, (en)trust' 02.330, 'ready' 14.290. See also als- 'give allegiance', opposite of marsant- 'false, disloyal'; see 'deceit' 16.680.
16	680	deceit	marsatar; appalai-	CHD: 'fraud, treachery, deception, deceit, dishonesty'; see marsant- 'false, disloyal', the opposite of alsant- 'allied, loyal': Puh. Second: 'trick, deceive, trap', see 20.650.; CHD: 'fraud, treachery, deception, deceit, dishonesty'; see marsant- 'false, disloyal', the opposite of alsant- 'allied, loyal': Puh. Second: 'trick, deceive, trap', see 20.650.
16	710	good	aassu-; ass-; lazzi-	Respectively: adj. 'good, favorable'; adj. and noun 'dear, favored'; adj. 'love': HWW, Puh. Sumerogram SIG[five] = aassu- 'good', opposite of idalu- 'bad, evil'. Also used in the sense of 'goods, possessions'. With derivatives, e.g., assul 'health, well being' 04.830; assuli 'with favor, in friendship; please', used in greetings, in letters; lazzi- 'good, pleasant' (Old Hittite only).; Respectively: adj. 'good, favorable'; adj. and noun 'dear, favored'; adj. 'love': HWW, Puh. Sumerogram SIG[five] = aassu- 'good', opposite of idalu- 'bad, evil'. Also used in the sense of 'goods, possessions'. With derivatives, e.g., assul 'health, well being' 04.830; assuli 'with favor, in friendship; please', used in greetings, in letters; lazzi- 'good, pleasant' (Old Hittite only).; Respectively: adj. 'good, favorable'; adj. and noun 'dear, favored'; adj. 'love': HWW, Puh. Sumerogram SIG[five] = aassu- 'good', opposite of idalu- 'bad, evil'. Also used in the sense of 'goods, possessions'. With derivatives, e.g., assul 'health, well being' 04.830; assuli 'with favor, in friendship; please', used in greetings, in letters; lazzi- 'good, pleasant' (Old Hittite only).
16	720	bad	idalu-; huwappa-	Adj. forms, 'evil, bad'. Sumerogram HUL; see idalawahh- 'do evil, maltreat', idalawatar 'evil, badness': HEG. 'evil, ill, bad', see huwapp- 'ill-treat, harass, spoil': Puh.; Adj. forms, 'evil, bad'. Sumerogram HUL; see idalawahh- 'do evil, maltreat', idalawatar 'evil, badness': HEG. 'evil, ill, bad', see huwapp- 'ill-treat, harass, spoil': Puh.
16	730	right, correct	aara-; sakuwassar-	HWW, Puh. 'right, proper, fitting'; derivatives include arawa- 'free', (with Sumerographic determinative) LÚ/ ara- 'associate, colleague, equal' 19.510, 'citizen' 19.370, aral(l)ai- 'join, associate; marry' 02.33. Also sakuwassar(a)- 'right, unblemished, unchanged'.; HWW, Puh. 'right, proper, fitting'; derivatives include arawa- 'free', (with Sumerographic determinative) LÚ/ ara- 'associate, colleague, equal' 19.510, 'citizen' 19.370, aral(l)ai- 'join, associate; marry' 02.33. Also sakuwassar(a)- 'right, unblemished, unchanged'.
16	740	wrong	natta aara; haratar	Respectively: adj.; noun. 'Not right, not according to custom, forbidden', see 'right, correct'. See also Latin ne-fas 'unspeakable': HWW. Second: 'Offense, scandal, outrage' (with legal implications): Puh. See also 'fault' 16.760, 'mistake' 16.770.; Respectively: adj.; noun. 'Not right, not according to custom, forbidden', see 'right, correct'. See also Latin ne-fas 'unspeakable': HWW. Second: 'Offense, scandal, outrage' (with legal implications): Puh. See also 'fault' 16.760, 'mistake' 16.770.
16	760	fault	haratar; parili-; arniya-	Hurrian parili- 'offense, crime' corresponds to haratar; and arniya- to wastul 'mistake, error': CHD 154-155, see 16.770. Hittite terms go beyond 'fault' in strength and are legally qualified. For example harsanas aggatar is a capital offense (HWW), an example of which is the Hattic loan [hurkel] 'crime of incest or bestiality': Justus 'Impact'.; Hurrian parili- 'offense, crime' corresponds to haratar; and arniya- to wastul 'mistake, error': CHD 154-155, see 16.770. Hittite terms go beyond 'fault' in strength and are legally qualified. For example harsanas aggatar is a capital offense (HWW), an example of which is the Hattic loan [hurkel] 'crime of incest or bestiality': Justus 'Impact'.; Hurrian parili- 'offense, crime' corresponds to haratar; and arniya- to wastul 'mistake, error': CHD 154-155, see 16.770. Hittite terms go beyond 'fault' in strength and are legally qualified. For example harsanas aggatar is a capital offense (HWW), an example of which is the Hattic loan [hurkel] 'crime of incest or bestiality': Justus 'Impact'.
16	770	mistake, error	wastul	'Sin, transgression; mistake, error'; corresponds to Hurrian [arniya]: CHD 154-155. See also 'wrong' 16.740, 'fault' 17.760.
16	780	blame	hanhaniya-	? - HEG, Puh. See also 'guilty' 21.350.
16	790	praise	walliyatar	HEG. See also 'pray' and the technical parts of the prayer: 22.170.
16	810	beautiful	misriwant-	'Perfect, complete, bright, splendid, glorious, luminous, beautiful'; see also 'bright' 15.570; misriwess- 'be(come) complete/ full, wax or become bright (said of the moon)'.
17	140	think (= be of the opinion)	kappuwai-	In a positive sense: see 'count, esteem' 13.107.
17	150	believe	hai-	'Believe, trust, be convinced'; handan 'trusted, true' 16.660; haan harak 'have faith'.
17	170	know	sak-	Also means 'remember' 17.310. Ablauting root sak(k)-, sek(k)-; with 'reflexive' particle -za 'recognize, acknowledge'; other nuances: 'notice, be aware of, remember; learn': Justus 'Know'. See also kanes- 'recognize'; isiyahh- 'make known' 22.470.
17	180	seem	t; duqqari	Middle verb. Means 'appear, become visible'; see also 'be important, heavy' 15.810; 'see' 15.510.; Middle verb. Means 'appear, become visible'; see also 'be important, heavy' 15.810; 'see' 15.510.
17	210	wise	hattant-; hattatar	Puh: 'intelligent, clever, wise', adj.; 'wise counsel, wisdom', noun.; Puh: 'intelligent, clever, wise', adj.; 'wise counsel, wisdom', noun.
17	220	foolish, stupid	marlessant-	CHD: 'foolish, idiotic, demented'.
17	250	teach	annanu-; hattahh-; maniyahh-	'Train, educate'; 'make clever, instruct': see 'wise' 17.210: Puh; 'explain (how), show, teach': CHD, see 'rule, administer' 19.310, 'distribute, allocate (share)' 11.910.; 'Train, educate'; 'make clever, instruct': see 'wise' 17.210: Puh; 'explain (how), show, teach': CHD, see 'rule, administer' 19.310, 'distribute, allocate (share)' 11.910.; 'Train, educate'; 'make clever, instruct': see 'wise' 17.210: Puh; 'explain (how), show, teach': CHD, see 'rule, administer' 19.310, 'distribute, allocate (share)' 11.910.
17	310	remember	sak-	Also means 'know' 17.710.
17	340	clear, plain	isduwa-	'Be clear, evident' (middle inflection); see also tuqq- 'be(come) manifest, appear' 15.510, 'seem' 17.180.
17	360	secret	harwasi-; karussiyantili	Puh: 'hidden, secret', adv. 'secretly'; see karussiya- 'be silent' 18.230; also duddumili 'quietly, secretly' 15.460.; Puh: 'hidden, secret', adv. 'secretly'; see karussiya- 'be silent' 18.230; also duddumili 'quietly, secretly' 15.460.
17	380	explain	maniyahh-	HEG, CHD: 'explain (how), show, teach'; see 'govern, rule, administer' 19.310, 'distribute, allocate (share)' 11.190.
17	480	try, attempt	sanh-	HW: 'try, seek'; see also 'seek' 11.310.
17	490	way, manner	palsa-; palsi-; manka-; iwar	CHD, HWW, Puh: 'way, behavior', figurative of 'way, road, path, route', Sumerogram KASKAL 10.710; 'in some way', see 'some' 13.181; 'like, as, in the manner of' (postposition).; CHD, HWW, Puh: 'way, behavior', figurative of 'way, road, path, route', Sumerogram KASKAL 10.710; 'in some way', see 'some' 13.181; 'like, as, in the manner of' (postposition).; CHD, HWW, Puh: 'way, behavior', figurative of 'way, road, path, route', Sumerogram KASKAL 10.710; 'in some way', see 'some' 13.181; 'like, as, in the manner of' (postposition).; CHD, HWW, Puh: 'way, behavior', figurative of 'way, road, path, route', Sumerogram KASKAL 10.710; 'in some way', see 'some' 13.181; 'like, as, in the manner of' (postposition).
17	510	and	=a	Enclitic particle, e.g., hassa hanzass=a 'children grandchildren=and' 02.570.
17	520	because	kuit	HEG. In preverbal position near the end of the clause meaning 'because'; see also clause initial or clause enclitic kuit 'what' 17.640; see also ser 'because of' 12.110.
17	530	if	takku; maan	HEG, CHD. Old Hittite takku, later periods maan 'if, when'.; HEG, CHD. Old Hittite takku, later periods maan 'if, when'.
17	540	or	nassu; nasma; =ku	CHD. nasma 'or' (independent conjunction), nassu ... nasma 'either ... or'; enclitic particles =(a)ku... =(a)ku 'whether … or', with Sumerographic LÚ 'man', MUNUS 'woman': LÚ- n=aku MUNUS- n=aku 'whether a man or a woman'.; CHD. nasma 'or' (independent conjunction), nassu ... nasma 'either ... or'; enclitic particles =(a)ku... =(a)ku 'whether … or', with Sumerographic LÚ 'man', MUNUS 'woman': LÚ- n=aku MUNUS- n=aku 'whether a man or a woman'.; CHD. nasma 'or' (independent conjunction), nassu ... nasma 'either ... or'; enclitic particles =(a)ku... =(a)ku 'whether … or', with Sumerographic LÚ 'man', MUNUS 'woman': LÚ- n=aku MUNUS- n=aku 'whether a man or a woman'.
17	560	no, negative	natta; lee	CHD. 'Not' (indicative); also 'let not' (indicative negative and prohibitive); see nawi 'not yet'.; CHD. 'Not' (indicative); also 'let not' (indicative negative and prohibitive); see nawi 'not yet'.
17	610	how?	mahhan	CHD. Interrogative and conjunction.
17	620	how many?	masi-	CHD, HEG: see masiwan ... apenissan 'how(ever) many ... so many', masiyan 'as much as, as many as', masiyanki 'however many times', masiwant- 'equal in size or amount to', masiwan masiwan 'however numerous'.
17	630	how much?	masiwan-	See 'how many?' 17.620.
17	640	what?	kuit	HEG. Neuter gender, accusative case of the relative adjective. Also means 'because' 17.520.
17	650	when?	kuwapi; kuedani mehuni; man; mahhan	HEG, CHD. Ambiguously 'where, when'; periphrastic kuedani mehuni 'at what time': dative-locative of the relative adj.; man 'when, if, as soon as' 17.530; mahhan 'when, how' 17.610. See 'what' 17.640. Also kuitman 'while'.; HEG, CHD. Ambiguously 'where, when'; periphrastic kuedani mehuni 'at what time': dative-locative of the relative adj.; man 'when, if, as soon as' 17.530; mahhan 'when, how' 17.610. See 'what' 17.640. Also kuitman 'while'.; HEG, CHD. Ambiguously 'where, when'; periphrastic kuedani mehuni 'at what time': dative-locative of the relative adj.; man 'when, if, as soon as' 17.530; mahhan 'when, how' 17.610. See 'what' 17.640. Also kuitman 'while'.; HEG, CHD. Ambiguously 'where, when'; periphrastic kuedani mehuni 'at what time': dative-locative of the relative adj.; man 'when, if, as soon as' 17.530; mahhan 'when, how' 17.610. See 'what' 17.640. Also kuitman 'while'.
17	660	where?	kuwapi; kuedani pidi	Ambiguously 'where, when'; periphrastic kuedani pidi 'at what place', dative-locative of the relative adj. See 'when' 17.650.; Ambiguously 'where, when'; periphrastic kuedani pidi 'at what place', dative-locative of the relative adj. See 'when' 17.650.
17	670	which?	kuit; kuin	Accusative of the relative adjective, neuter gender, common gender. See also 'what' 17.640.; Accusative of the relative adjective, neuter gender, common gender. See also 'what' 17.640.
17	680	who?	kuis; kuin	Common gender of the relative adj., nominative, accusative case.; Common gender of the relative adj., nominative, accusative case.
17	690	why?	kuedani memiyani	Periphrastic 'for what matter, reason', dative-locative of the relative adj. See 'when' 17.650.
18	120	sing	ishamiya-; mammalt-	Sumerogram SÌR. See ishamai- 'song, melody', ishamatalla- 'singer', from ishiya- 'tie, bind': Puh; also mammalt- 'recite chants': CHD, also 'recite, invoke, call, summon' 18.410, pray' 22.170. See also halli(ya)ri- 'cult singer, cantor', Sumerogram LÚ/GALA = Hattic (with Sumerographic determinative LÚ 'man') LÚ/sahtariil: Puh.; Sumerogram SÌR. See ishamai- 'song, melody', ishamatalla- 'singer', from ishiya- 'tie, bind': Puh; also mammalt- 'recite chants': CHD, also 'recite, invoke, call, summon' 18.410, pray' 22.170. See also halli(ya)ri- 'cult singer, cantor', Sumerogram LÚ/GALA = Hattic (with Sumerographic determinative LÚ 'man') LÚ/sahtariil: Puh.
18	130	shout, cry out	palwai-; halzai-; alalamniya-	CHD: 'shout for joy, cheer'; also HWW, Puh: 'shout, call out, proclaim, summon, invoke, summon by name' 18.410, 18.420; 'read, recite' 18.520. 'Cry aloud' 18.180 Puh.; CHD: 'shout for joy, cheer'; also HWW, Puh: 'shout, call out, proclaim, summon, invoke, summon by name' 18.410, 18.420; 'read, recite' 18.520. 'Cry aloud' 18.180 Puh.; CHD: 'shout for joy, cheer'; also HWW, Puh: 'shout, call out, proclaim, summon, invoke, summon by name' 18.410, 18.420; 'read, recite' 18.520. 'Cry aloud' 18.180 Puh.
18	150	whisper	hustishk-	Puh.
18	210	speak, talk	mema-; lalai-	Respectively: 'speak, recite, read aloud, report' CHD. Luwian loan 'speak' HEG. Sumerogram DU[eleven], Akkadogram QABU'U = mema-. Related vocabulary, e.g., 'recite' include halzai-, mald- 'call (out)', 'pray' 18.410, 18.520; 18.360, 22.170; and Sumerogram SÌR 'sing' 18.120: Schuster 1974:44. See also memiya- 'word, speech, matter' 18.260. Origin of lala(i)- disputed: HEG; lala- 'tongue' 04.260. Also te-/tar- 'say, tell' 18.220.; Respectively: 'speak, recite, read aloud, report' CHD. Luwian loan 'speak' HEG. Sumerogram DU[eleven], Akkadogram QABU'U = mema-. Related vocabulary, e.g., 'recite' include halzai-, mald- 'call (out)', 'pray' 18.410, 18.520; 18.360, 22.170; and Sumerogram SÌR 'sing' 18.120: Schuster 1974:44. See also memiya- 'word, speech, matter' 18.260. Origin of lala(i)- disputed: HEG; lala- 'tongue' 04.260. Also te-/tar- 'say, tell' 18.220.
18	220	say	te-; tar-	Suppletive roots of one paradigm meaning 'say, tell'. HEG III 143-147. See also 'speak, report' 18.210.; Suppletive roots of one paradigm meaning 'say, tell'. HEG III 143-147. See also 'speak, report' 18.210.
18	222	speech (make a)	memiya-	CHD. 'Speech, word, message', derived noun from mema- 'speak' 18.210. But HTT speeches also often consisted of specific genre like prayers and incantations for which there were technical terms depending on the speaker's intent. See 'pray' 22.170, 'promise' 18.260. For generic terms see 'word, speech, matter' 18.260.
18	230	silent (be)	karussiya-; duddumili	Respectively: verb; adv.; see 'secret' 17.360; 'quietly, silently, secretly' (as making a prayer/ vow silently), see 'quiet, silence' 15.560.; Respectively: verb; adv.; see 'secret' 17.360; 'quietly, silently, secretly' (as making a prayer/ vow silently), see 'quiet, silence' 15.560.
18	260	word	memiya-; uttar	Used almost interchangeably for 'word, deed; matter, affair' and both expressed by the Sumerogram INIM or Akkadogram AWATU 'word, matter'; uttar 'thing' 11.180. See mema- 'speak' 18.210.; Used almost interchangeably for 'word, deed; matter, affair' and both expressed by the Sumerogram INIM or Akkadogram AWATU 'word, matter'; uttar 'thing' 11.180. See mema- 'speak' 18.210.
18	280	name	laman	CHD. Akkadogram SHUM(U) = laman. See also lamniya- 'be called, named; summon', lammar 'summons'; halzissa- 'call, call by name', see 'call' 18.410, 18.420.
18	310	ask (question, inquire)	punuss-	CHD, HEG. See also wek- 'ask, request' 18.350.
18	330	admit, confess	tarna-	HEG. In the sense 'allow it, allow that it happen, confess'; see 'let, permit' 19.470.
18	350	ask, request	wek-	HEG. See also wekwar, noun 'request', a technical term designating a prayer or part of prayers of various kinds: arkuwai- 'pray, argue one's case', malda- 'pray, solemnly declare, vow', mugai- 'speak (magical) words of entreaty to move a deity': 22.170. See also 'desire, want' 16.620. Also 'question' 18.310.
18	360	promise	malda-	'Promise, vow (make as a prayer), recite, pray' 22.170.
18	370	refuse	markiya-	CHD. 'Disapprove, refuse, reject'; 'forbid' 18.380. Opposite of sanh- 'seek'.
18	380	forbid	markiya-	CHD. 'Disapprove; forbid, reject, refuse' 18.370. Opposite of malai- 'approve'.
18	410	call (=summon)	halzai-; weriya-	Puh. Means 'call out, cry for, proclaim, recite'; see also 'read' 18.520. Also, 'cry, shout 18.130; invoke (by name) 18.420.; Puh. Means 'call out, cry for, proclaim, recite'; see also 'read' 18.520. Also, 'cry, shout 18.130; invoke (by name) 18.420.
18	420	call (=name)	lamniya-; halzissa-	CHD, Puh. Respectively: derived from laman 'name' 18.280; 'summon by name, invoke' 18.410. See 'cry, shout' 18.130; 'read' 18.520.; CHD, Puh. Respectively: derived from laman 'name' 18.280; 'summon by name, invoke' 18.410. See 'cry, shout' 18.130; 'read' 18.520.
18	430	announce	tarkummai-; malda-; isiya-; haluki-	HEG: 'announce; translate'; CHD: 'announce, vow', see 'promise' 18.360 and 'pray' 22.170; Puh: 'announce, betoken, reveal', see also 'omen' 22.470. Noun: 'message, announcement, tidings, news': Puh.; HEG: 'announce; translate'; CHD: 'announce, vow', see 'promise' 18.360 and 'pray' 22.170; Puh: 'announce, betoken, reveal', see also 'omen' 22.470. Noun: 'message, announcement, tidings, news': Puh.; HEG: 'announce; translate'; CHD: 'announce, vow', see 'promise' 18.360 and 'pray' 22.170; Puh: 'announce, betoken, reveal', see also 'omen' 22.470. Noun: 'message, announcement, tidings, news': Puh.; HEG: 'announce; translate'; CHD: 'announce, vow', see 'promise' 18.360 and 'pray' 22.170; Puh: 'announce, betoken, reveal', see also 'omen' 22.470. Noun: 'message, announcement, tidings, news': Puh.
18	510	write	hatrai-; guls-	Puh: 'write, send word; send, report' 10.630; second: 'write, jot down; carve, inscribe, indicate'–action appropriate to recording on a wooden tablet covered with wax. See also 18.560.; Puh: 'write, send word; send, report' 10.630; second: 'write, jot down; carve, inscribe, indicate'–action appropriate to recording on a wooden tablet covered with wax. See also 18.560.
18	520	read	halzai-	Puh. Also means 'call out, proclaim' 18.410; 'cry, shout' 18.130; 'invoke, summon' 18.410; 'summon by name' 18.420.
18	720	drum	arkammi-	HWW, Puh. With Sumerographic determinative GISH 'wood': GISH/ arkammi- 'small drum, tamborine'; MUNUS/ arkammiyala- '(women) arkammi- players'.
18	730	horn, trumpet	sawatar	Oettinger 1979: 'horn (musical instrument)'.
19	150	city, town	happira-; happiriya-	HW, Puh. Sumerogram URU 'city'. See also 'trade, barter' 11.830.; HW, Puh. Sumerogram URU 'city'. See also 'trade, barter' 11.830.
19	160	village	*happiriyasessar	Puh: noun, 'settlement, village; city, town'. Sumerogram with phonetic complement: URU-riyasessar: Puh 127. See 'city, town' 19.150.
19	170	boundary	arha-; irha-	HWW, Puh. See also aw(a)ri- 'border fort'; also 'guard' 20.471. Also irhai- 'end, limit, bound' 14.270; 'beginning' 14.250.; HWW, Puh. See also aw(a)ri- 'border fort'; also 'guard' 20.471. Also irhai- 'end, limit, bound' 14.270; 'beginning' 14.250.
19	210	people (populace)	utniyant-; antuhsatar; antuhsannant-	HW: 'country, population', derived from utne 'land' 01.210. HWW, Puh: 'mankind, people, population'. Sumerogram UN[MESH] with Hittite phonetic complement -tar = antuhsatar HWW, 120 (Sumerogram UN now read UKÙ: HZL 188 nr. 197). See also 'person, human being' 02.100. See also tuzzi- 'army, troops' 20.150.; HW: 'country, population', derived from utne 'land' 01.210. HWW, Puh: 'mankind, people, population'. Sumerogram UN[MESH] with Hittite phonetic complement -tar = antuhsatar HWW, 120 (Sumerogram UN now read UKÙ: HZL 188 nr. 197). See also 'person, human being' 02.100. See also tuzzi- 'army, troops' 20.150.; HW: 'country, population', derived from utne 'land' 01.210. HWW, Puh: 'mankind, people, population'. Sumerogram UN[MESH] with Hittite phonetic complement -tar = antuhsatar HWW, 120 (Sumerogram UN now read UKÙ: HZL 188 nr. 197). See also 'person, human being' 02.100. See also tuzzi- 'army, troops' 20.150.
19	230	tribe, clan	genu-	HEG. Also means 'knee', also used for 'sexual member' 04.492.
19	310	rule, govern	maniyahh-; tapar-	CHD: 'administer, distribute, allocate; explain (how), show, teach'. See 'distribute, share' 11.910, 'explain' 17.380, 'teach' 17.250; also maniyahhai- 'administrative district, realm; administration, government' n., 'be in charge of, oversee, command' v.; LÚ/ manihahhatalla- 'governor, deputy, administrator' (with Sumerographic determinative LÚ 'man'). HEG. Luwian taparta means 'he ruled'. Verb in HTT texts means 'rule, manage, lead'. See also 'ruler' 19.320.; CHD: 'administer, distribute, allocate; explain (how), show, teach'. See 'distribute, share' 11.910, 'explain' 17.380, 'teach' 17.250; also maniyahhai- 'administrative district, realm; administration, government' n., 'be in charge of, oversee, command' v.; LÚ/ manihahhatalla- 'governor, deputy, administrator' (with Sumerographic determinative LÚ 'man'). HEG. Luwian taparta means 'he ruled'. Verb in HTT texts means 'rule, manage, lead'. See also 'ruler' 19.320.
