犬 	 noun 	 canine 	 dog; canine
物品 	 noun 	 item 	 article, item
物品 	 noun 	 good 	 good, commodity
物品 	 noun 	 commodity 	 good, commodity
完備 	 noun 	 equip 	 being fully equipped
完備 	 noun 	 fully 	 being fully equipped
完備 	 noun 	 complete 	 being complete
完備 	 verb 	 equip 	 to be fully equipped
完備 	 verb 	 fully 	 to be fully equipped
外祖父 	 noun 	 maternal grandfather 	 maternal grandfather
歪曲 	 noun 	 falsification 	 falsification or distortion of the truth
歪曲 	 noun 	 distortion 	 falsification or distortion of the truth
歪曲 	 verb 	 distort 	 to falsify or distort the truth
歪曲 	 verb 	 falsify 	 to falsify or distort the truth
先駆 	 noun 	 forerunner 	 forerunner
先駆 	 noun 	 outrider 	 outrider
先駆 	 verb 	 take the lead 	 to take the lead
王家 	 noun 	 royal family 	 royal family
教官 	 noun 	 instructor 	 instructor
膨大 	 adjective 	 large 	 1872 swollen and large
膨大 	 adjective 	 swollen 	 1872 swollen and large
膨大 	 adjective 	 massive 	 1898 厖大 huge, gigantic, enormous, massive
膨大 	 adjective 	 huge 	 1898 厖大 huge, gigantic, enormous, massive
膨大 	 adjective 	 enormous 	 1898 厖大 huge, gigantic, enormous, massive
膨大 	 adjective 	 gigantic 	 1898 厖大 huge, gigantic, enormous, massive
石垣 	 noun 	 stone 	 stone wall
中尉 	 noun 	 first lieutenant 	 a first lieutenant
中尉 	 noun 	 lieutenant junior grade 	 a lieutenant junior grade
病死 	 noun 	 death 	 death due to illness, expiration
病死 	 noun 	 expiration 	 death due to illness, expiration
病死 	 noun 	 illness 	 death due to illness, expiration
病死 	 verb 	 die 	 to die of an illness, to expire
病死 	 verb 	 expire 	 to die of an illness, to expire
病死 	 verb 	 息を引き取る 	 病没する, 息を引き取る
病死 	 verb 	 病没 	 病没する, 息を引き取る
次長 	 noun 	 deputy 	 deputy director
次長 	 noun 	 assistant 	 assistant manager
日時 	 noun 	 date 	 time and date
日時 	 noun 	 time 	 time and date
郷土 	 noun 	 birthplace 	 one's birthplace
ホスト 	 noun 	 host 	 a host person who receives or entertains a guest
ホスト 	 noun 	 host 	 a host person or organisation responsible for running an event
ホスト 	 noun 	 host 	 a host moderator
ホスト 	 noun 	 host 	 a host paid male companion offering conversation
国体 	 noun 	 character 	 the character of the nation
国体 	 noun 	 nation 	 the character of the nation
国体 	 noun 	 polity 	 national polity
ガーデン 	 noun 	 garden 	 garden
戦果 	 noun 	 spoils 	 military gains, spoils of war
戦果 	 noun 	 gain 	 military gains, spoils of war
戦果 	 noun 	 war 	 military gains, spoils of war
退学 	 noun 	 expulsion 	 expulsion from school
退学 	 verb 	 drop out 	 to drop out of school
退学 	 verb 	 flunk out 	 to flunk out of school
退学 	 verb 	 expel 	 to be expelled from school
他方 	 noun 	 hand 	 the other hand, another way of looking at something
連敗 	 noun 	 loss 	 a losing streak, consecutive losses
連敗 	 noun 	 streak 	 a losing streak, consecutive losses
連敗 	 noun 	 consecutive 	 a losing streak, consecutive losses
愛国 	 noun 	 patriotism 	 patriotism
弦楽 	 noun 	 string 	 string music
御所 	 noun 	 imperial 	 imperial palace
御所 	 noun 	 palace 	 imperial palace
部員 	 noun 	 staff 	 the staff
部員 	 noun 	 member 	 a member of the staff
染料 	 noun 	 dye 	 dye
熱量 	 noun 	 thermal 	 amount of heat, thermal value
熱量 	 noun 	 heat 	 amount of heat, thermal value
熱量 	 noun 	 calorie 	 calories, calorific value
熱量 	 noun 	 calorific value 	 calories, calorific value
外界 	 noun 	 external world 	 outside world, external world
外界 	 noun 	 outside world 	 outside world, external world
運送 	 noun 	 conveyance 	 conveyance, transportation
運送 	 noun 	 transportation 	 conveyance, transportation
運送 	 verb 	 transport 	 transport
商用 	 noun 	 on business 	 being on business or for business purposes
通告 	 noun 	 notification 	 notification
通告 	 verb 	 give notice 	 to give notice
円形 	 noun 	 circular 	 a circular shape
交点 	 noun 	 line 	 point or line of intersection
交点 	 noun 	 intersection 	 point or line of intersection
交点 	 noun 	 point 	 point or line of intersection
交点 	 noun 	 node 	 orbinal node
ガール 	 noun 	 girl 	 girl
結晶水 	 noun 	 water of crystallization 	 water of crystallization
ドール 	 noun 	 doll 	 tr=ningyō, hitogata||doll toy in the form of a human
ドール 	 noun 	 dhole 	 a dhole
講習 	 noun 	 class 	 short course, class
講習 	 noun 	 course 	 short course, class
亜科 	 noun 	 subfamily 	 subfamily
以南 	 noun 	 south 	 that area and south of it
仲介 	 noun 	 intermediation 	 intermediation, good offices
仲介 	 verb 	 mediate 	 to mediate
法制 	 noun 	 legislation 	 legislation
後援 	 noun 	 patronage 	 auspices, backing, patronage
後援 	 noun 	 auspices 	 auspices, backing, patronage
後援 	 noun 	 backing 	 auspices, backing, patronage
後援 	 verb 	 back 	 to back, to support
後援 	 verb 	 support 	 to back, to support
出港 	 noun 	 departure 	 a ship's departure from a port
出港 	 noun 	 port 	 a ship's departure from a port
出港 	 verb 	 leave 	 to leave port
工房 	 noun 	 studio 	 artist's studio
工房 	 noun 	 workshop 	 workshop
サイクル 	 noun 	 cycle 	 cycle
サイクル 	 noun 	 bicycle 	 bicycle
オート 	 noun 	 automatic 	 being auto, being automatic
オート 	 noun 	 auto 	 being auto, being automatic
オート 	 noun 	 oat 	 oat
一宮 	 noun 	 temple 	 The highest temple in an area
政令 	 noun 	 decree 	 ordinance, government decree
政令 	 noun 	 ordinance 	 ordinance, government decree
公使 	 noun 	 minister 	 minister of a legation
公使 	 noun 	 legation 	 minister of a legation
端子 	 noun 	 terminal 	 electrical terminal
提督 	 noun 	 admiral 	 admiral
一新 	 noun 	 change 	 a renewal, a change
一新 	 noun 	 renewal 	 a renewal, a change
一新 	 verb 	 reform 	 to change, to reform
重臣 	 noun 	 statesman 	 senior statesman
重臣 	 noun 	 retainer 	 chief retainer
当事 	 noun 	 matter 	 the matter directly concerned
当事 	 noun 	 concerned 	 the matter directly concerned
慣習 	 noun 	 common 	 common practice, usual custom
慣習 	 noun 	 custom 	 common practice, usual custom
慣習 	 verb 	 accustom 	 to become accustomed to
王族 	 noun 	 royal 	 royalty, people of royal birth
王族 	 noun 	 royalty 	 royalty, people of royal birth
集約 	 noun 	 intensive 	 being intensive
集約 	 verb 	 consolidate 	 consolidate, aggregate
集約 	 verb 	 aggregate 	 consolidate, aggregate
複製 	 noun 	 duplication 	 duplication
複製 	 noun 	 replication 	 replication
複製 	 verb 	 duplicate 	 to duplicate
複製 	 verb 	 replicate 	 to replicate
避雷針 	 noun 	 lightning rod 	 lightning rod
除籍 	 noun 	 register 	 removal of a name from the family register
除籍 	 noun 	 removal 	 removal of a name from the family register
除籍 	 noun 	 expulsion 	 removal from a student roll, expulsion from a school
除籍 	 verb 	 remove 	 remove from the family register
除籍 	 verb 	 expel 	 expel from school
ごじょう 	 noun 	 virtues 	 五常 the five cardinal Confucian virtues
ごじょう 	 noun 	 cardinal 	 五常 the five cardinal Confucian virtues
ごじょう 	 noun 	 five 	 五常 the five cardinal Confucian virtues
ごじょう 	 noun 	 Confucian 	 五常 the five cardinal Confucian virtues
ごじょう 	 noun 	 five 	 五情 the five passions
ごじょう 	 noun 	 passion 	 五情 the five passions
ごじょう 	 noun 	 conciliation 	 互譲 conciliation, compromise
ごじょう 	 noun 	 compromise 	 互譲 conciliation, compromise
五常 	 noun 	 virtues 	 the five cardinal Confucian virtues
五常 	 noun 	 cardinal 	 the five cardinal Confucian virtues
五常 	 noun 	 five 	 the five cardinal Confucian virtues
五常 	 noun 	 Confucian 	 the five cardinal Confucian virtues
美容院 	 noun 	 beauty parlour 	 beauty parlour
外来 	 noun 	 foreign 	 being foreign
外来 	 noun 	 outpatient 	 outpatient
北端 	 noun 	 end 	 the northern end, the northern tip
北端 	 noun 	 tip 	 the northern end, the northern tip
北端 	 noun 	 northern 	 the northern end, the northern tip
野外 	 noun 	 outdoors 	 the open air, being outdoors
野外 	 noun 	 open air 	 the open air, being outdoors
野外 	 noun 	 outskirts 	 field; outskirts
野外 	 noun 	 field 	 field; outskirts
宰相 	 noun 	 prime minister 	 prime minister
ウォーター 	 noun 	 water 	 tr=uōtā|nodot=1: water
一色 	 noun 	 monochrome 	 one color, being monochrome
一色 	 noun 	 sole 	 the sole focus of attention
一色 	 noun 	 attention 	 the sole focus of attention
史学 	 noun 	 history 	 history
宣教師 	 noun 	 missionary 	 missionary
異母 	 noun 	 mother 	 having the same father but a different mother
異母 	 noun 	 different 	 having the same father but a different mother
負荷 	 noun 	 burden 	 burden of responsibility
負荷 	 noun 	 continuation 	 continuation of one's father's business
負荷 	 noun 	 load 	 electrical load or load on a machine
大社 	 noun 	 shrine 	 an especially large or high-ranking shrine
大社 	 noun 	 high-ranking 	 an especially large or high-ranking shrine
大社 	 noun 	 large 	 an especially large or high-ranking shrine
一例 	 noun 	 example 	 one example
茫然 	 adjective 	 clueless 	 clueless
田地 	 noun 	 rice paddy 	 rice paddy
特徵 	 noun 	 characteristic 	 tr=characteristic
石窟 	 noun 	 rock 	 rock cave
石窟 	 noun 	 cave 	 rock cave
冷藏庫 	 noun 	 refrigerator 	 |refrigerator
午睡 	 noun 	 nap 	 a nap in the afternoon, a siesta
午睡 	 noun 	 siesta 	 a nap in the afternoon, a siesta
午睡 	 verb 	 take 	 to take an afternoon nap or siesta
小籠包 	 noun 	 xiaolongbao 	 xiaolongbao
ビールス 	 noun 	 virus 	 tr=uirusu||virus
バイラス 	 noun 	 virus 	 tr=uirusu|ウイルス||virus
シー 	 noun 	 sea 	 the sea
繁華 	 noun 	 bustle 	 bustle
企業家 	 noun 	 entrepreneur 	 entrepreneur
平方根 	 noun 	 square root 	 square root
茶房 	 noun 	 teahouse 	 teahouse
因数分解 	 noun 	 factorization 	 factorization
因数分解 	 verb 	 factor 	 factor
壁畫 	 noun 	 fresco 	 |mural; fresco
壁畫 	 noun 	 mural 	 |mural; fresco
壁画 	 noun 	 mural 	 wall painting such as a fresco or a mural
壁画 	 noun 	 fresco 	 wall painting such as a fresco or a mural
瞬間移動 	 noun 	 teleportation 	 teleportation
財閥 	 noun 	 jaebol 	 zaibatsu, chaebol/jaebol
財閥 	 noun 	 zaibatsu 	 zaibatsu, chaebol/jaebol
財閥 	 noun 	 chaebol 	 zaibatsu, chaebol/jaebol
社会保障 	 noun 	 social security 	 social security
福利 	 noun 	 welfare 	 welfare
精選 	 noun 	 selection 	 careful selection
精選 	 noun 	 careful 	 careful selection
精選 	 verb 	 choose 	 to choose carefully; to handpick; to winnow
精選 	 verb 	 carefully 	 to choose carefully; to handpick; to winnow
精選 	 verb 	 handpick 	 to choose carefully; to handpick; to winnow
精選 	 verb 	 winnow 	 to choose carefully; to handpick; to winnow
萎縮 	 noun 	 withering 	 withering
萎縮 	 noun 	 atrophy 	 atrophy
萎縮 	 verb 	 wither 	 to wither
肥沃 	 noun 	 fertility 	 fertility
深層 	 noun 	 deep 	 deep level, the depths
深層 	 noun 	 depths 	 deep level, the depths
世俗 	 adjective 	 secular 	 secular
肉體 	 noun 	 body 	 body
肉體 	 noun 	 flesh 	 flesh
参る 	 verb 	 go 	 to go
参る 	 verb 	 come 	 to come
参る 	 verb 	 visit 	 to visit
参る 	 verb 	 lose 	 to lose to an opponent
参る 	 verb 	 opponent 	 to lose to an opponent
参る 	 verb 	 bother 	 to be bothered by circumstances
参る 	 verb 	 circumstance 	 to be bothered by circumstances
参る 	 verb 	 be 	 to be bothered by circumstances
参る 	 verb 	 go 	 to go to
参る 	 verb 	 serve 	 to serve to
参る 	 verb 	 respectful 	 tr=wakizuke||respectful title written after an addressee's name on the side of a formal letter
参る 	 verb 	 letter 	 tr=wakizuke||respectful title written after an addressee's name on the side of a formal letter
参る 	 verb 	 title 	 tr=wakizuke||respectful title written after an addressee's name on the side of a formal letter
参る 	 verb 	 formal 	 tr=wakizuke||respectful title written after an addressee's name on the side of a formal letter
参る 	 verb 	 write 	 tr=wakizuke||respectful title written after an addressee's name on the side of a formal letter
参る 	 verb 	 side 	 tr=wakizuke||respectful title written after an addressee's name on the side of a formal letter
專用 	 noun 	 exclusive 	 the exclusive use, dedicated, being only for, specifically for
專用 	 noun 	 specifically 	 the exclusive use, dedicated, being only for, specifically for
專用 	 noun 	 dedicated 	 the exclusive use, dedicated, being only for, specifically for
多様化 	 noun 	 diversification 	 diversification
多様化 	 verb 	 diversify 	 diversify
自由化 	 noun 	 liberalization 	 liberalization
自由化 	 verb 	 liberalize 	 to liberalize
法定 	 noun 	 legal 	 being legal
前科 	 noun 	 previous 	 criminal record, previous convictions
前科 	 noun 	 criminal record 	 criminal record, previous convictions
前科 	 noun 	 conviction 	 criminal record, previous convictions
陪審員 	 noun 	 juror 	 juror
傳達 	 noun 	 communication 	 |transmission; notification; communication
傳達 	 noun 	 notification 	 |transmission; notification; communication
傳達 	 noun 	 transmission 	 |transmission; notification; communication
菜豆 	 noun 	 common bean 	 common bean
ワン 	 noun 	 one 	 One
ワン 	 noun 	 woof 	 Woof, bark, the sound made by a dog
ワン 	 noun 	 sound 	 Woof, bark, the sound made by a dog
ワン 	 noun 	 dog 	 Woof, bark, the sound made by a dog
ワン 	 noun 	 bark 	 Woof, bark, the sound made by a dog
ワン 	 noun 	 WAN 	 WAN
ワンちゃん 	 noun 	 bow wow 	 doggy, bow wow, puppy dog, puppy
ワンちゃん 	 noun 	 puppy dog 	 doggy, bow wow, puppy dog, puppy
ワンちゃん 	 noun 	 doggy 	 doggy, bow wow, puppy dog, puppy
ワンちゃん 	 noun 	 puppy 	 doggy, bow wow, puppy dog, puppy
かしゅ 	 noun 	 singer 	 歌手 singer
かしゅ 	 noun 	 stoker 	 火手 stoker
病因 	 noun 	 cause 	 the cause of a disease
病因 	 noun 	 disease 	 the cause of a disease
透過 	 noun 	 penetration 	 penetration of light, radiation, liquid, etc
透過 	 verb 	 penetrate 	 to penetrate
理事会 	 noun 	 board 	 board of directors or trustees
賣春 	 noun 	 prostitution 	 売春: prostitution
原本 	 noun 	 original 	 The original item
原本 	 noun 	 book 	 The original, untranslated, unrevised, unabridged edition of a book
原本 	 noun 	 untranslated 	 The original, untranslated, unrevised, unabridged edition of a book
原本 	 noun 	 unabridged 	 The original, untranslated, unrevised, unabridged edition of a book
原本 	 noun 	 unrevised 	 The original, untranslated, unrevised, unabridged edition of a book
咀嚼 	 noun 	 mastication 	 mastication
咀嚼 	 noun 	 understanding 	 digestion, understanding
咀嚼 	 noun 	 digestion 	 digestion, understanding
咀嚼 	 verb 	 masticate 	 masticate
咀嚼 	 verb 	 digest 	 digest, understand
咀嚼 	 verb 	 understand 	 digest, understand
名稱 	 noun 	 name 	 名称: name
電信 	 noun 	 communication 	 communication by telegraph
電信 	 noun 	 telegraph 	 communication by telegraph
會員 	 noun 	 member 	 会員: member
實力 	 noun 	 merit 	 merit, true ability
實力 	 noun 	 force 	 force
死亡證明書 	 noun 	 death certificate 	 death certificate
黒猫 	 noun 	 black cat 	 a black cat
靈魂 	 noun 	 soul 	 |soul
烈士 	 noun 	 martyr 	 martyr, hero
烈士 	 noun 	 hero 	 martyr, hero
来客 	 noun 	 company 	 visitor, company
来客 	 noun 	 visitor 	 visitor, company
聽診器 	 noun 	 stethoscope 	 |stethoscope
血壓計 	 noun 	 sphygmomanometer 	 |sphygmomanometer
ちがう 	 verb 	 differ 	 違う to be different; to differ
ちがう 	 verb 	 different 	 違う to be different; to differ
ほか 	 noun 	 rest 	 他 other, the rest
ほか 	 noun 	 other 	 他 other, the rest
数学者 	 noun 	 mathematician 	 mathematician
雄猫 	 noun 	 male 	 a male cat
雄猫 	 noun 	 cat 	 a male cat
雄猫 	 noun 	 she-cat 	 めすねこ: a female cat; a she-cat
雄猫 	 noun 	 female 	 めすねこ: a female cat; a she-cat
雌猫 	 noun 	 she-cat 	 female cat; she-cat
雌猫 	 noun 	 cat 	 female cat; she-cat
雌猫 	 noun 	 female 	 female cat; she-cat
居室 	 noun 	 living room 	 living room
平民 	 noun 	 commoner 	 commoner, plebeian
平民 	 noun 	 plebeian 	 commoner, plebeian
王母 	 noun 	 grandmother 	 one's deceased grandmother
王母 	 noun 	 deceased 	 one's deceased grandmother
訓示 	 noun 	 briefing 	 instruction, briefing
訓示 	 noun 	 instruction 	 instruction, briefing
訓示 	 verb 	 instruct 	 to instruct, to brief
訓示 	 verb 	 brief 	 to instruct, to brief
専売 	 noun 	 monopoly 	 monopoly
専売 	 verb 	 monopolise 	 to monopolise
街頭 	 noun 	 neighbourhood 	 street, street corner; neighbourhood
街頭 	 noun 	 street 	 street, street corner; neighbourhood
街頭 	 noun 	 corner 	 street, street corner; neighbourhood
育苗 	 noun 	 seedling 	 the tending of crop seedlings
育苗 	 verb 	 raise 	 to tend or raise crop seedlings
育苗 	 verb 	 tend 	 to tend or raise crop seedlings
鳥類学 	 noun 	 ornithology 	 ornithology
有意義 	 adjective 	 meaningful 	 meaningful, significant, useful, worthwhile
有意義 	 adjective 	 worthwhile 	 meaningful, significant, useful, worthwhile
有意義 	 adjective 	 useful 	 meaningful, significant, useful, worthwhile
有意義 	 adjective 	 significant 	 meaningful, significant, useful, worthwhile
有意義 	 noun 	 existence 	 an existence of significance, use, worth
有意義 	 noun 	 use 	 an existence of significance, use, worth
有意義 	 noun 	 significance 	 an existence of significance, use, worth
有意義 	 noun 	 worth 	 an existence of significance, use, worth
有意義 	 noun 	 without 	 meaningless, without meaning
有意義 	 noun 	 meaning 	 meaningless, without meaning
有意義 	 noun 	 meaningless 	 meaningless, without meaning
怯懦 	 adjective 	 overcautious 	 cowardly, timid, overcautious
怯懦 	 adjective 	 cowardly 	 cowardly, timid, overcautious
怯懦 	 adjective 	 timid 	 cowardly, timid, overcautious
怯懦 	 noun 	 timidity 	 cowardice, timidity
怯懦 	 noun 	 cowardice 	 cowardice, timidity
怯懦 	 noun 	 bravery 	 ゆうき: bravery, courage
怯懦 	 noun 	 courage 	 ゆうき: bravery, courage
空想家 	 noun 	 visionary 	 visionary
色情狂 	 noun 	 erotomania 	 sex mania, erotomania
色情狂 	 noun 	 erotomaniac 	 a sex maniac, an erotomaniac
代表作 	 noun 	 masterpiece 	 one's masterpiece, one's representative work
革命家 	 noun 	 revolutionary 	 a revolutionary
死因 	 noun 	 cause of death 	 cause of death
黒熊 	 noun 	 bear 	 a bear with black fur
黒熊 	 noun 	 black 	 a bear with black fur
黒熊 	 noun 	 Ursus thibetanus 	 Ursus thibetanus, the Asiatic black bear
黒熊 	 noun 	 Asiatic 	 Ursus thibetanus, the Asiatic black bear
復員 	 noun 	 demobilization 	 demobilization
復員 	 noun 	 repatriation 	 repatriation
復員 	 verb 	 demobilize 	 to demobilize
復員 	 verb 	 repatriate 	 to repatriate
朝露 	 noun 	 dew 	 morning dew
朝露 	 noun 	 morning 	 morning dew
衣料 	 noun 	 clothing 	 clothing
衣料 	 noun 	 material 	 clothing fabrics, materials used for making clothes
衣料 	 noun 	 fabric 	 clothing fabrics, materials used for making clothes
盗用 	 noun 	 piracy 	 unauthorized use, piracy , plagiarism
盗用 	 noun 	 plagiarism 	 unauthorized use, piracy , plagiarism
盗用 	 noun 	 unauthorized 	 unauthorized use, piracy , plagiarism
盗用 	 noun 	 cultural appropriation 	 cultural appropriation
盗用 	 verb 	 permission 	 to use illegally or without permission
盗用 	 verb 	 illegally 	 to use illegally or without permission
盗用 	 verb 	 pirate 	 to pirate, to plagiarize
盗用 	 verb 	 plagiarize 	 to pirate, to plagiarize
精神病 	 noun 	 psychosis 	 mental illness, psychosis
精神病 	 noun 	 mental illness 	 mental illness, psychosis
精神病院 	 noun 	 mental hospital 	 mental hospital
精神病学 	 noun 	 psychiatry 	 psychiatry
震度 	 noun 	 intensity 	 seismic intensity
震度 	 noun 	 seismic 	 seismic intensity
堤防 	 noun 	 dike 	 a levee, an embankment along a body of water, a dike
堤防 	 noun 	 levee 	 a levee, an embankment along a body of water, a dike
堤防 	 noun 	 embankment 	 a levee, an embankment along a body of water, a dike
堤防 	 noun 	 mound 	 もりつち, もりど: a mound; a man-made embankment not necessarily along a body of water, banking
堤防 	 noun 	 banking 	 もりつち, もりど: a mound; a man-made embankment not necessarily along a body of water, banking
堤防 	 noun 	 embankment 	 もりつち, もりど: a mound; a man-made embankment not necessarily along a body of water, banking
堤防 	 verb 	 embankment 	 to block off with an embankment
堤防 	 verb 	 block off 	 to block off with an embankment
商店街 	 noun 	 district 	 shopping district
商店街 	 noun 	 shopping 	 shopping district
雌虎 	 noun 	 tigress 	 female tiger; she-tiger; tigress
雌虎 	 noun 	 she-tiger 	 female tiger; she-tiger; tigress
雌虎 	 noun 	 female 	 female tiger; she-tiger; tigress
認識論 	 noun 	 epistemology 	 epistemology
数論 	 noun 	 number theory 	 number theory
数論 	 noun 	 Samkhya 	 tr=Sānkya||Samkhya
褥瘡 	 noun 	 bedsore 	 bedsore
陶芸 	 noun 	 ceramics 	 ceramics
鈍角三角形 	 noun 	 obtuse triangle 	 obtuse triangle
邪悪 	 noun 	 wickedness 	 wickedness; evil
黃道 	 noun 	 ecliptic 	 黄道:  ecliptic
孤立語 	 noun 	 language 	 an isolating language
孤立語 	 noun 	 isolating 	 an isolating language
屈折語 	 noun 	 fusional 	 a fusional language
屈折語 	 noun 	 language 	 a fusional language
内出血 	 noun 	 bleeding 	 internal bleeding, internal haemorrhage
内出血 	 noun 	 haemorrhage 	 internal bleeding, internal haemorrhage
内出血 	 noun 	 internal 	 internal bleeding, internal haemorrhage
午餐会 	 noun 	 luncheon 	 luncheon party
視力 	 noun 	 vision 	 eyesight, vision
視力 	 noun 	 eyesight 	 eyesight, vision
語源学 	 noun 	 etymology 	 etymology study of the historical development of languages, particularly of individual words
有神論 	 noun 	 theism 	 theism
漠然 	 adjective 	 vague 	 vague, indistinct
漠然 	 adjective 	 indistinct 	 vague, indistinct
漠然 	 adjective 	 :s:のんきな患者 	 * 1932, Motojirō Kajii, のんきな患者
漠然 	 adjective 	 :w:Motojirō Kajii 	 * 1932, Motojirō Kajii, のんきな患者
貧民窟 	 noun 	 slum 	 slum
浮雲 	 noun 	 cloud 	 a drifting or floating cloud
浮雲 	 noun 	 drift 	 a drifting or floating cloud
浮雲 	 noun 	 float 	 a drifting or floating cloud
浮雲 	 noun 	 cloud 	 a drifting or floating cloud
浮雲 	 noun 	 drift 	 a drifting or floating cloud
浮雲 	 noun 	 float 	 a drifting or floating cloud
神馬 	 noun 	 ema 	 horse, or sometimes ema, used to offer sacrifices in Japanese Shinto
石材 	 noun 	 stone 	 building stone, stone used as a building material
填塞 	 verb 	 completely 	 to close, fill up/block up completely
填塞 	 verb 	 fill up 	 to close, fill up/block up completely
填塞 	 verb 	 close 	 to close, fill up/block up completely
填塞 	 verb 	 block up 	 to close, fill up/block up completely
亜界 	 noun 	 subkingdom 	 subkingdom
臭豆腐 	 noun 	 stinky tofu 	 stinky tofu
演義 	 noun 	 adaptation 	 popularization or adaptation of a story for the wider public
演義 	 noun 	 popularization 	 popularization or adaptation of a story for the wider public
戦功 	 noun 	 war 	 merit of war, distinguished military service
戦功 	 noun 	 merit 	 merit of war, distinguished military service
先考 	 noun 	 father 	 one's deceased father
先考 	 noun 	 deceased 	 one's deceased father
鮮紅 	 noun 	 scarlet 	 scarlet, bright red
先公 	 noun 	 ruler 	 former lord, former ruler
先公 	 noun 	 lord 	 former lord, former ruler
先公 	 noun 	 teacher 	 teacher
五蘊 	 noun 	 skandha 	 the five skandhas
五蘊 	 noun 	 five 	 the five skandhas
五蘊 	 noun 	 form 	 tr=shiki||form
五蘊 	 noun 	 sensation 	 tr=ju||sensations
五蘊 	 noun 	 perception 	 tr=sō||perceptions
五蘊 	 noun 	 formation 	 tr=gyō||formations/mental activity
五蘊 	 noun 	 activity 	 tr=gyō||formations/mental activity
五蘊 	 noun 	 mental 	 tr=gyō||formations/mental activity
五蘊 	 noun 	 consciousness 	 tr=shiki||consciousness
交遊 	 noun 	 companionship 	 friendship, companionship, fraternity
交遊 	 noun 	 friendship 	 friendship, companionship, fraternity
交遊 	 noun 	 fraternity 	 friendship, companionship, fraternity
交遊 	 verb 	 companionship 	 to make friends, to form companionship
交遊 	 verb 	 friend 	 to make friends, to form companionship
月桂 	 noun 	 laurel 	 laurel
月桂 	 noun 	 moon 	 the moon
月桂 	 noun 	 moonlight 	 moonlight
特權 	 noun 	 privilege 	 特権: privilege
反芻 	 noun 	 regurgitation 	 rumination, regurgitation
反芻 	 noun 	 rumination 	 rumination, regurgitation
反芻 	 noun 	 pondering 	 meditating on, pondering
反芻 	 noun 	 meditating 	 meditating on, pondering
反芻 	 verb 	 ruminate 	 to ruminate, to chew the cud
反芻 	 verb 	 cud 	 to ruminate, to chew the cud
反芻 	 verb 	 meditate 	 to meditate on, to think over
反芻動物 	 noun 	 ruminant 	 ruminant
痘痕 	 noun 	 pockmark 	 pockmark
亜門 	 noun 	 subphylum 	 subphylum
性病 	 noun 	 sexually transmitted disease 	 a sexually transmitted disease; a venereal disease
性病 	 noun 	 venereal disease 	 a sexually transmitted disease; a venereal disease
痛風 	 noun 	 gout 	 gout
正山小種 	 noun 	 tea 	 lapsang souchong tea
正山小種 	 noun 	 lapsang souchong 	 lapsang souchong tea
正山小種 	 noun 	 tea 	 lapsang souchong tea
正山小種 	 noun 	 lapsang souchong 	 lapsang souchong tea
ワラビー 	 noun 	 wallaby 	 a wallaby
先人 	 noun 	 forebear 	 ancestors; forebears; forefathers
先人 	 noun 	 forefather 	 ancestors; forebears; forefathers
先人 	 noun 	 ancestor 	 ancestors; forebears; forefathers
ひじゅつ 	 noun 	 art 	 秘術 A secret art
ひじゅつ 	 noun 	 secret 	 秘術 A secret art
烈女 	 noun 	 will 	 faithful woman with a strong will
烈女 	 noun 	 woman 	 faithful woman with a strong will
烈女 	 noun 	 faithful 	 faithful woman with a strong will
果皮 	 noun 	 pericarp 	 pericarp
履行 	 noun 	 fulfillment 	 execution, fulfillment, implementation
履行 	 noun 	 implementation 	 execution, fulfillment, implementation
履行 	 noun 	 execution 	 execution, fulfillment, implementation
履行 	 verb 	 execute 	 carry out, execute, fulfill, keep
履行 	 verb 	 keep 	 carry out, execute, fulfill, keep
履行 	 verb 	 carry out 	 carry out, execute, fulfill, keep
履行 	 verb 	 fulfill 	 carry out, execute, fulfill, keep
利息 	 noun 	 interest 	 interest
驅逐艦 	 noun 	 destroyer 	 |destroyer
巡航 	 noun 	 cruise 	 cruise
巡航 	 verb 	 cruise 	 to cruise
融化 	 noun 	 thaw 	 thaw
融化 	 verb 	 thaw 	 to thaw
包茎 	 noun 	 phimosis 	 phimosis
雨季 	 noun 	 rainy season 	 rainy season
雨期 	 noun 	 rainy season 	 rainy season
雨靴 	 noun 	 overshoe 	 overshoes, waterproof shoes
任免 	 noun 	 dismissal 	 appointment and dismissal
任免 	 noun 	 appointment 	 appointment and dismissal
冷酷 	 noun 	 cruelty 	 cruelty, severity
冷酷 	 noun 	 severity 	 cruelty, severity
悲憤 	 noun 	 resentment 	 resentment, grief, indignation
悲憤 	 noun 	 indignation 	 resentment, grief, indignation
悲憤 	 noun 	 grief 	 resentment, grief, indignation
悲憤 	 verb 	 indignant 	 to be resentful, to feel indignant
悲憤 	 verb 	 resentful 	 to be resentful, to feel indignant
尊称 	 noun 	 address 	 an honorific title; an honorific term of address
尊称 	 noun 	 term 	 an honorific title; an honorific term of address
尊称 	 noun 	 honorific 	 an honorific title; an honorific term of address
尊称 	 noun 	 title 	 an honorific title; an honorific term of address
sex 	 noun 	 sex 	 sex, sexual intercourse
sex 	 noun 	 sexual intercourse 	 sex, sexual intercourse
sex 	 verb 	 have sex 	 to have sex
高慢 	 noun 	 arrogance 	 arrogance, conceit
高慢 	 noun 	 conceit 	 arrogance, conceit
手榴弾 	 noun 	 hand grenade 	 from 1922 a hand grenade
