δύο 	 numeral 	 two 	 cardinal numbers : two
διοπετής 	 adjective 	 heaven 	 Fallen from Zeus, from heaven
διοπετής 	 adjective 	 Zeus 	 Fallen from Zeus, from heaven
διοπετής 	 adjective 	 image 	 An image of the Ephesian Artemis which was supposed to have fallen from heaven
διοπετής 	 adjective 	 Ephesian 	 An image of the Ephesian Artemis which was supposed to have fallen from heaven
διοπετής 	 adjective 	 Artemis 	 An image of the Ephesian Artemis which was supposed to have fallen from heaven
ἰσχνός 	 adjective 	 shriveled 	 dry, withered, shriveled
ἰσχνός 	 adjective 	 dry 	 dry, withered, shriveled
ἰσχνός 	 adjective 	 withered 	 dry, withered, shriveled
ἰσχνός 	 adjective 	 thin 	 thin, lean, meager
ἰσχνός 	 adjective 	 lean 	 thin, lean, meager
ἰσχνός 	 adjective 	 meager 	 thin, lean, meager
ἰσχνός 	 adjective 	 feeble 	 weak, feeble
ἰσχνός 	 adjective 	 weak 	 weak, feeble
ἰσχνός 	 adjective 	 reduce 	 reduced
ἰσχνός 	 adjective 	 light 	 light, thin
ἰσχνός 	 adjective 	 thin 	 light, thin
ἰσχνός 	 adjective 	 unadorned 	 spare, plain, unadorned
ἰσχνός 	 adjective 	 plain 	 spare, plain, unadorned
ἰσχνός 	 adjective 	 spare 	 spare, plain, unadorned
δρακόντιον 	 noun 	 edder-wort 	 edder-wort
κρείων 	 noun 	 ruler 	 lord, master, ruler
κρείων 	 noun 	 lord 	 lord, master, ruler
κρείων 	 noun 	 master 	 lord, master, ruler
νάρκισσος 	 noun 	 daffodil 	 daffodil, narcissus
νάρκισσος 	 noun 	 narcissus 	 daffodil, narcissus
κηφῆνες 	 noun 	 w:A. D. Godley 	 * |7|61|quote=καὶ ἄρχοντα παρείχοντο Ὀτάνεα τὸν Ἀμήστριος πατέρα τῆς Ξέρξεω γυναικός, ἐκαλέοντο δὲ πάλαι ὑπὸ μὲν Ἑλλήνων Κηφῆνες, ὑπὸ μέντοι σφέων αὐτῶν καὶ τῶν περιοίκων Ἀρταῖοι. ἐπεὶ δὲ Περσεὺς ὁ Δανάης τε καὶ Διὸς ἀπίκετο παρὰ Κηφέα τὸν Βήλου καὶ ἔσχε αὐτοῦ τὴν θυγατέρα Ἀνδρομέδην, γίνεται αὐτῷ παῖς τῷ οὔνομα ἔθετο Πέρσην, τοῦτον δὲ αὐτοῦ καταλείπει: ἐτύγχανε γὰρ ἄπαις ἐὼν ὁ Κηφεὺς ἔρσενος γόνου. ἐπὶ τούτου δὴ τὴν ἐπωνυμίην ἔσχον.|transyear=1920|transauthor=Alfred Denis Godley|trans=Their commander was Otanes, son of Amestris and father of Xerxes’ wife. They were formerly called by the Greeks Cephenes, but by themselves and their neighbors Artaei. When Perseus son of Danae and Zeus had come to Cepheus son of Belus and married his daughter Andromeda, a son was born to him whom he called Perses, and he left him there; for Cepheus had no male offspring; it was from this Perses that the Persians took their name
νή 	 adverb 	 by 	 by
ἔπαινος 	 noun 	 praise 	 approval, praise
ἔπαινος 	 noun 	 approval 	 approval, praise
ἔπαινος 	 noun 	 expression 	 an expression of praise; a speech praising someone
ἔπαινος 	 noun 	 speech 	 an expression of praise; a speech praising someone
ὄλεθρος 	 noun 	 destruction 	 ruin, destruction, death, bane
ὄλεθρος 	 noun 	 death 	 ruin, destruction, death, bane
ὄλεθρος 	 noun 	 bane 	 ruin, destruction, death, bane
ὄλεθρος 	 noun 	 ruin 	 ruin, destruction, death, bane
ὄλεθρος 	 noun 	 causing 	 causing destruction: pest, plague
ὄλεθρος 	 noun 	 pest 	 causing destruction: pest, plague
ὄλεθρος 	 noun 	 plague 	 causing destruction: pest, plague
ὄλεθρος 	 noun 	 Φίξ 	 * thru=327|quote=ἣ δ’ ἄρα Φῖκ’ ὀλοὴν τέκε Καδμείοισιν ὄλεθρον
ὄκνος 	 noun 	 hesitation 	 shrinking, hesitation
ὄκνος 	 noun 	 shrinking 	 shrinking, hesitation
ϼ 	 noun 	 w:Sextus Julius Africanus 	 early 3rd-century, Sextus Julius Africanus, Kestoi, chapter on weights and measures
ἕλκω 	 verb 	 drag 	 to drag
πρῶτα 	 adverb 	 first 	 first, in the first place
πρῶτα 	 adverb 	 in the first place 	 first, in the first place
γυῖον 	 noun 	 limb 	 limbs
γυῖον 	 noun 	 hand 	 hand
γυῖον 	 noun 	 body 	 body
ἥκιστα 	 adverb 	 least 	 least
ἥκιστα 	 adverb 	 not at all 	 not at all
καμπή 	 noun 	 curve 	 a curved part, curve
κάμπη 	 noun 	 caterpillar 	 caterpillar
κάμπη 	 noun 	 silkworm 	 silkworm
κάμπη 	 noun 	 eruciform 	 an eruciform ornament
κάμπη 	 noun 	 ornament 	 an eruciform ornament
κάμπη 	 noun 	 monster 	 a fabulous Indian monster
ὑβρίς 	 noun 	 Eurasian eagle owl 	 Eurasian eagle owl
οἷ 	 adverb 	 where 	 to where, whither
οἷ 	 adverb 	 whither 	 to where, whither
οἷ 	 adverb 	 how 	 how, in what state
κύανος 	 noun 	 blue 	 blue
ἀλκή 	 noun 	 prowess 	 prowess, force
ἀλκή 	 noun 	 force 	 prowess, force
ἀλκή 	 noun 	 guard 	 defense, guard
ἀλκή 	 noun 	 defense 	 defense, guard
ἀλκή 	 noun 	 fight 	 battle, fight
ἀλκή 	 noun 	 battle 	 battle, fight
δήν 	 adverb 	 long 	 for a long time
δήν 	 adverb 	 time 	 for a long time
δήν 	 adverb 	 long ago 	 long ago
δρεπάνη 	 noun 	 sickle 	 sickle
ἀγωγή 	 noun 	 transportation 	 transportation
ἀγωγή 	 noun 	 tendency 	 tendency
ἀγωγή 	 noun 	 take away 	 The act of taking away
ἀγωγή 	 noun 	 burden 	 burden, load
ἀγωγή 	 noun 	 load 	 burden, load
ἀγωγή 	 noun 	 guidance 	 guidance, lead
ἀγωγή 	 noun 	 lead 	 guidance, lead
ἀγωγή 	 noun 	 conduct 	 moral conduct
ἀγωγή 	 noun 	 moral 	 moral conduct
ἀγωγή 	 noun 	 cure 	 A cure
δαίς 	 noun 	 feast 	 feast, banquet
δαίς 	 noun 	 banquet 	 feast, banquet
ἀμβλύς 	 adjective 	 blunt 	 dull, blunt, not sharp
ἀμβλύς 	 adjective 	 dull 	 dull, blunt, not sharp
ἀμβλύς 	 adjective 	 sharp 	 dull, blunt, not sharp
θολερός 	 adjective 	 muddy 	 muddy, turbid
θολερός 	 adjective 	 turbid 	 muddy, turbid
ἀμοιβή 	 noun 	 requital 	 requital, recompense
ἀμοιβή 	 noun 	 recompense 	 requital, recompense
ἀμοιβή 	 noun 	 exchange 	 change, exchange
ἀμοιβή 	 noun 	 change 	 change, exchange
ἀμνησία 	 noun 	 forgetfulness 	 forgetfulness
ἐλαφρός 	 adjective 	 light 	 light, unheavy
ἐλαφρός 	 adjective 	 unheavy 	 light, unheavy
κοῦφος 	 adjective 	 light 	 light, not heavy, nimble
κοῦφος 	 adjective 	 nimble 	 light, not heavy, nimble
κοῦφος 	 adjective 	 heavy 	 light, not heavy, nimble
δαΐς 	 noun 	 pinewood 	 pinewood
δαΐς 	 noun 	 torch 	 torch
δάϊς 	 noun 	 battle 	 battle
κτῆμα 	 noun 	 piece 	 a piece of property, a possession
κτῆμα 	 noun 	 possession 	 a piece of property, a possession
κτῆμα 	 noun 	 property 	 a piece of property, a possession
σιωπῇ 	 adverb 	 in silence 	 silently, in silence
σιωπῇ 	 adverb 	 silently 	 silently, in silence
τοῖχος 	 noun 	 partition 	 wall , partition
τοῖχος 	 noun 	 wall 	 wall , partition
τοῖχος 	 noun 	 side 	 the side of a ship
τοῖχος 	 noun 	 ship 	 the side of a ship
κήρ 	 noun 	 death 	 death, doom
κήρ 	 noun 	 doom 	 death, doom
αἰνός 	 adjective 	 dreadful 	 horrible, dread, dreadful
αἰνός 	 adjective 	 dread 	 horrible, dread, dreadful
αἰνός 	 adjective 	 horrible 	 horrible, dread, dreadful
διογενής 	 adjective 	 born 	 born of Zeus
διογενής 	 adjective 	 Zeus 	 born of Zeus
πευκεδανός 	 adjective 	 bitter 	 bitter like resin
πευκεδανός 	 adjective 	 resin 	 bitter like resin
ὁμῶς 	 adverb 	 together 	 together
ὁμῶς 	 adverb 	 equally 	 equally, alike
ὁμῶς 	 adverb 	 alike 	 equally, alike
ὅμως 	 adverb 	 nevertheless 	 nevertheless, yet, all the same
ὅμως 	 adverb 	 all the same 	 nevertheless, yet, all the same
ὅμως 	 adverb 	 yet 	 nevertheless, yet, all the same
ἀπληστία 	 noun 	 insatiate 	 insatiate desire, greediness
ἀπληστία 	 noun 	 greediness 	 insatiate desire, greediness
εὔνοια 	 noun 	 goodwill 	 goodwill, favour
εὔνοια 	 noun 	 favour 	 goodwill, favour
ἄνοια 	 noun 	 folly 	 lack of understanding, folly
ἄνοια 	 noun 	 understanding 	 lack of understanding, folly
ἄνοια 	 noun 	 lack 	 lack of understanding, folly
ὀρχήστρα 	 noun 	 orchestra 	 space on which the chorus danced, orchestra
ὀρχήστρα 	 noun 	 chorus 	 space on which the chorus danced, orchestra
ἀναγωγή 	 noun 	 up 	 leading up, lifting up
ἀναγωγή 	 noun 	 leading 	 leading up, lifting up
ἀναγωγή 	 noun 	 God 	 lifting up of the soul to God
ἀναγωγή 	 noun 	 soul 	 lifting up of the soul to God
ἀναφορά 	 noun 	 reference 	 reference of a thing to a standard
ἀναφορά 	 noun 	 standard 	 reference of a thing to a standard
ἀνάλογος 	 adjective 	 proportionate 	 proportionate
ἄνοδος 	 noun 	 up 	 way up, ascent, climb
ἄνοδος 	 noun 	 ascent 	 way up, ascent, climb
ἄνοδος 	 noun 	 way 	 way up, ascent, climb
ἄνοδος 	 noun 	 climb 	 way up, ascent, climb
ἀγελαῖος 	 adjective 	 gregarious 	 gregarious
ἀγελαῖος 	 adjective 	 ordinary 	 common, ordinary
ἀγελαῖος 	 adjective 	 common 	 common, ordinary
ἄνισος 	 adjective 	 unequal 	 unequal, uneven
ἄνισος 	 adjective 	 uneven 	 unequal, uneven
ἄσυλος 	 adjective 	 safe 	 safe from violence, inviolate
ἄσυλος 	 adjective 	 inviolate 	 safe from violence, inviolate
ἄσυλος 	 adjective 	 violence 	 safe from violence, inviolate
ἄναρχος 	 adjective 	 without 	 without a ruler
ἄναρχος 	 adjective 	 ruler 	 without a ruler
ἄναρχος 	 adjective 	 magistracy 	 holding no office or magistracy
ἄναρχος 	 adjective 	 office 	 holding no office or magistracy
ἄναρχος 	 adjective 	 holding 	 holding no office or magistracy
ἄναρθρος 	 adjective 	 strength 	 without strength, spineless
ἄναρθρος 	 adjective 	 spineless 	 without strength, spineless
ἄναρθρος 	 adjective 	 mumbly 	 unarticulated, mumbly
ἄναρθρος 	 adjective 	 unarticulated 	 unarticulated, mumbly
ἀνθρώπινος 	 adjective 	 human 	 human
ἡνία 	 noun 	 bridle 	 rein, bridle
ἡνία 	 noun 	 rein 	 rein, bridle
μῆτις 	 noun 	 skill 	 skill
μῆτις 	 noun 	 counsel 	 counsel
μῆτις 	 noun 	 plan 	 plan
εὐνοῦχος 	 noun 	 castrated 	 castrated person, eunuch
εὐνοῦχος 	 noun 	 eunuch 	 castrated person, eunuch
εὐνοῦχος 	 noun 	 castrated 	 castrated animal
εὐνοῦχος 	 noun 	 date 	 date without stone
εὐνοῦχος 	 noun 	 stone 	 date without stone
εὖρος 	 noun 	 width 	 width, breadth
εὖρος 	 noun 	 breadth 	 width, breadth
οὐκοῦν 	 conjunction 	 therefore 	 therefore
βοηθέω 	 verb 	 help 	 To help somebody, aid, assist
βοηθέω 	 verb 	 assist 	 To help somebody, aid, assist
βοηθέω 	 verb 	 aid 	 To help somebody, aid, assist
ῥώμη 	 noun 	 power 	 might, power, force, strength
ῥώμη 	 noun 	 might 	 might, power, force, strength
ῥώμη 	 noun 	 strength 	 might, power, force, strength
ῥώμη 	 noun 	 force 	 might, power, force, strength
ἄγαλμα 	 noun 	 glory 	 honor, glory, pride, delight
ἄγαλμα 	 noun 	 delight 	 honor, glory, pride, delight
ἄγαλμα 	 noun 	 honor 	 honor, glory, pride, delight
ἄγαλμα 	 noun 	 pride 	 honor, glory, pride, delight
ἄγαλμα 	 noun 	 statue 	 a statue, a bust
ἄγαλμα 	 noun 	 bust 	 a statue, a bust
ἀνωμαλία 	 noun 	 inequality 	 inequality, irregularity, unevenness, unsmoothness
ἀνωμαλία 	 noun 	 unevenness 	 inequality, irregularity, unevenness, unsmoothness
ἀνωμαλία 	 noun 	 unsmoothness 	 inequality, irregularity, unevenness, unsmoothness
ἀνωμαλία 	 noun 	 irregularity 	 inequality, irregularity, unevenness, unsmoothness
ἐπιτήδευμα 	 noun 	 business 	 pursuit, business
ἐπιτήδευμα 	 noun 	 pursuit 	 pursuit, business
ἐπιτήδευμα 	 noun 	 calling 	 vocation, calling
ἐπιτήδευμα 	 noun 	 vocation 	 vocation, calling
ἀδίκημα 	 noun 	 misdeed 	 misdeed, offence, wrongdoing
ἀδίκημα 	 noun 	 wrongdoing 	 misdeed, offence, wrongdoing
ἀδίκημα 	 noun 	 offence 	 misdeed, offence, wrongdoing
γενναῖος 	 adjective 	 high-born 	 noble, high-born
γενναῖος 	 adjective 	 noble 	 noble, high-born
γενναῖος 	 adjective 	 honourable 	 honourable
ἀναγκαῖος 	 adjective 	 necessary 	 necessary
τελευταῖος 	 adjective 	 last 	 last
γελοῖος 	 adjective 	 ludicrous 	 laughable, ludicrous, deridable, derisive
γελοῖος 	 adjective 	 laughable 	 laughable, ludicrous, deridable, derisive
γελοῖος 	 adjective 	 deridable 	 laughable, ludicrous, deridable, derisive
γελοῖος 	 adjective 	 derisive 	 laughable, ludicrous, deridable, derisive
εἰσβολή 	 noun 	 assault 	 attack, assault, invasion, inroad
εἰσβολή 	 noun 	 inroad 	 attack, assault, invasion, inroad
εἰσβολή 	 noun 	 attack 	 attack, assault, invasion, inroad
εἰσβολή 	 noun 	 invasion 	 attack, assault, invasion, inroad
πῇ 	 adverb 	 which 	 whereby? which way? how?
πῇ 	 adverb 	 whereby 	 whereby? which way? how?
πῇ 	 adverb 	 way 	 whereby? which way? how?
πῇ 	 adverb 	 how 	 whereby? which way? how?
ἀποχή 	 noun 	 distance 	 distance
ἀνοχή 	 noun 	 cessation 	 holding back, cessation of hostilities; armistice, truce
ἀνοχή 	 noun 	 hostilities 	 holding back, cessation of hostilities; armistice, truce
ἀνοχή 	 noun 	 holding back 	 holding back, cessation of hostilities; armistice, truce
ἀνοχή 	 noun 	 truce 	 holding back, cessation of hostilities; armistice, truce
ἀνοχή 	 noun 	 armistice 	 holding back, cessation of hostilities; armistice, truce
ἐκπομπή 	 noun 	 expedition 	 a dispatch, an expedition
ἐκπομπή 	 noun 	 dispatch 	 a dispatch, an expedition
ἀποστροφή 	 noun 	 excuse 	 escape, refuge, excuse
ἀποστροφή 	 noun 	 refuge 	 escape, refuge, excuse
ἀποστροφή 	 noun 	 escape 	 escape, refuge, excuse
ἀποδοχή 	 noun 	 receiving 	 receiving back
ἀποδοχή 	 noun 	 back 	 receiving back
ὑποδοχή 	 noun 	 reception 	 reception, welcoming
ὑποδοχή 	 noun 	 welcoming 	 reception, welcoming
ὑποδοχή 	 noun 	 hospitality 	 hospitality
ἐπιστροφή 	 noun 	 comeback 	 return, comeback
ἐπιστροφή 	 noun 	 return 	 return, comeback
ἐπιστροφή 	 noun 	 heed 	 attention, concentration, heed
ἐπιστροφή 	 noun 	 attention 	 attention, concentration, heed
ἐπιστροφή 	 noun 	 concentration 	 attention, concentration, heed
ἐκδοχή 	 noun 	 succession 	 accession, succession
ἐκδοχή 	 noun 	 accession 	 accession, succession
ἐκδοχή 	 noun 	 expectation 	 expectation
ἐπιλογή 	 noun 	 choice 	 choice
δείδω 	 verb 	 dread 	 to fear, to dread
δείδω 	 verb 	 fear 	 to fear, to dread
ἀποτροπή 	 noun 	 deterrence 	 deterrence, dissuasion
ἀποτροπή 	 noun 	 dissuasion 	 deterrence, dissuasion
ἀποτροπή 	 noun 	 prevention 	 prevention
κῆπος 	 noun 	 plantation 	 garden, orchard or plantation
κῆπος 	 noun 	 orchard 	 garden, orchard or plantation
κῆπος 	 noun 	 garden 	 garden, orchard or plantation
κῆπος 	 noun 	 enclosure 	 enclosure for the Olympic games
κῆπος 	 noun 	 Olympic games 	 enclosure for the Olympic games
κῆπος 	 noun 	 crop 	 sort of fashion of cropping the hair
κῆπος 	 noun 	 fashion 	 sort of fashion of cropping the hair
κῆπος 	 noun 	 hair 	 sort of fashion of cropping the hair
κῆπος 	 noun 	 genitals 	 female genitals
κῆπος 	 noun 	 female 	 female genitals
ὀροφή 	 noun 	 ceiling 	 ceiling
ὀροφή 	 noun 	 roof 	 roof
ἐνοχή 	 noun 	 responsibility 	 obligation, liability, responsibility
ἐνοχή 	 noun 	 obligation 	 obligation, liability, responsibility
ἐνοχή 	 noun 	 liability 	 obligation, liability, responsibility
ἀκριβής 	 adjective 	 precise 	 accurate, precise
ἀκριβής 	 adjective 	 accurate 	 accurate, precise
ἀκριβής 	 adjective 	 methodical 	 scrupulous, methodical
ἀκριβής 	 adjective 	 scrupulous 	 scrupulous, methodical
εἰσφορά 	 noun 	 contribution 	 contribution; tax
εἰσφορά 	 noun 	 tax 	 contribution; tax
εὐσέβεια 	 noun 	 piety 	 piety
εὐσέβεια 	 noun 	 w:Bacchylides 	 * Bacchylides , Epinicians.   Ἱέρωνι Συρακοσίῳ Ἵπποις Ὀλύμπια , 58&amp;8209;62
εὐσέβεια 	 noun 	 filial piety 	 filial piety
εὐσέβεια 	 noun 	 w:Republic  	 * Plat. The Republic. 615c , ed. John Burnet
εὐσέβεια 	 noun 	 loyalty 	 loyalty
εὐσέβεια 	 noun 	 dharma 	 dharma
εὐσέβεια 	 noun 	 w:Kandahar Bilingual Rock Inscription 	 * Circa 258 BCE, from one of the Edicts of Ashoka on the Kandahar Bilingual Rock Inscription
εὐσέβεια 	 noun 	 w:Edicts of Ashoka 	 * Circa 258 BCE, from one of the Edicts of Ashoka on the Kandahar Bilingual Rock Inscription
ἀποκοπή 	 noun 	 amputation 	 amputation
ἀποκοπή 	 noun 	 apocope 	 apocope
ἀσέβεια 	 noun 	 impiety 	 impiety
ἄγροικος 	 adjective 	 rustic 	 country-dwelling, rustic
ἄγροικος 	 adjective 	 dwelling 	 country-dwelling, rustic
ἄγροικος 	 adjective 	 country 	 country-dwelling, rustic
ἄγροικος 	 adjective 	 boorish 	 coarse, crude, boorish
ἄγροικος 	 adjective 	 crude 	 coarse, crude, boorish
ἄγροικος 	 adjective 	 coarse 	 coarse, crude, boorish
ἱκάνω 	 verb 	 come 	 to arrive, come
ἱκάνω 	 verb 	 arrive 	 to arrive, come
ἱκάνω 	 verb 	 reach 	 to come to, reach, attain
ἱκάνω 	 verb 	 come 	 to come to, reach, attain
ἱκάνω 	 verb 	 attain 	 to come to, reach, attain
ἱκάνω 	 verb 	 suppliant 	 to approach as a suppliant
ἱκάνω 	 verb 	 approach 	 to approach as a suppliant
ὀρύσσω 	 verb 	 dig 	 to dig
αὖθις 	 adverb 	 back 	 back, back again
αὖθις 	 adverb 	 again 	 again, afresh, anew, in turn
αὖθις 	 adverb 	 afresh 	 again, afresh, anew, in turn
αὖθις 	 adverb 	 anew 	 again, afresh, anew, in turn
αὖθις 	 adverb 	 on the other hand 	 moreover, in turn, on the other hand
αὖθις 	 adverb 	 moreover 	 moreover, in turn, on the other hand
ζεῦγος 	 noun 	 pair 	 pair, two things, persons or animals considered as pair
ζεῦγος 	 noun 	 yoke 	 yoke
ζεῦγος 	 noun 	 carriage 	 a vehicle drawn by two or more animals, carriage, chariot
ζεῦγος 	 noun 	 chariot 	 a vehicle drawn by two or more animals, carriage, chariot
ζεῦγος 	 noun 	 vehicle 	 a vehicle drawn by two or more animals, carriage, chariot
ζεῦγος 	 noun 	 liaison 	 two persons or animals of different sex, in common bond, liaison
ζεῦγος 	 noun 	 expressions by two 	 See expressions
ζεῦγος 	 noun 	 plethron 	 unit of measurement  plethron, equivalent of a land area ploughed by two oxen in one day
αἴθων 	 noun 	 Prometheus 	 name of the eagle that eats the liver of Prometheus
αἴθων 	 noun 	 liver 	 name of the eagle that eats the liver of Prometheus
σής 	 noun 	 moth 	 moth
ὑποτείνουσα 	 noun 	 hypotenuse 	 hypotenuse
ἐπίρρημα 	 noun 	 adverb 	 adverb
ἐμπλοκή 	 noun 	 braidEnglish 	 braiding
ἐμπλοκή 	 noun 	 scuffleEtymology_1 	 scuffle
ἐμπλοκή 	 noun 	 interweaving 	 interweaving, entanglement
ἐμπλοκή 	 noun 	 entanglement 	 interweaving, entanglement
ἐντούτοις 	 adverb 	 meantime 	 in the meantime
μήκων 	 noun 	 opium poppy 	 opium poppy
μήκων 	 noun 	 poppyseed 	 single poppyseed
μήκων 	 noun 	 poppyhead 	 poppyhead
μήκων 	 noun 	 testacean 	 quasi-liver of testaceans
μήκων 	 noun 	 quasi-liver 	 quasi-liver of testaceans
μήκων 	 noun 	 ink sac 	 ink sac of the cuttlefish
μήκων 	 noun 	 cuttlefish 	 ink sac of the cuttlefish
μήκων 	 noun 	 sand 	 a metallic sand
μήκων 	 noun 	 root 	 the part of the ear at the root under the lobe
μήκων 	 noun 	 lobe 	 the part of the ear at the root under the lobe
μήκων 	 noun 	 ear 	 the part of the ear at the root under the lobe
πίσος 	 noun 	 pease 	 pea, pease, seed of Pisum sativum
πίσος 	 noun 	 Pisum sativum 	 pea, pease, seed of Pisum sativum
πίσος 	 noun 	 peaEnglish 	 pea, pease, seed of Pisum sativum
ἶρις 	 noun 	 rainbow 	 rainbow
ἶρις 	 noun 	 halo 	 halo
ἶρις 	 noun 	 Iris 	 various species of the genus Iris
ἶρις 	 noun 	 species 	 various species of the genus Iris
λαιστρυγών 	 noun 	 Laestrygonian 	 a Laestrygonian
γονυπετῶς 	 adverb 	 bend 	 |adverb with bended knees
γονυπετῶς 	 adverb 	 knee 	 |adverb with bended knees
εἰκονικός 	 adjective 	 figure 	 representing a figure, portrait-like
εἰκονικός 	 adjective 	 portrait 	 representing a figure, portrait-like
εἰκονικός 	 adjective 	 counterfeited 	 counterfeited
ἐνίκησα 	 verb 	 won 	 I won, I prevailed
ἐνίκησα 	 verb 	 prevail 	 I won, I prevailed
ἄστυ 	 noun 	 Athens 	 Athens
ἰπνός 	 noun 	 oven 	 oven, furnace
ἰπνός 	 noun 	 furnace 	 oven, furnace
ἰπνός 	 noun 	 kitchen 	 kitchen, the place of the oven
ἰπνός 	 noun 	 oven 	 kitchen, the place of the oven
ἰπνός 	 noun 	 lantern 	 lantern
φᾶρος 	 noun 	 cloth 	 large piece of cloth, web
φᾶρος 	 noun 	 web 	 large piece of cloth, web
φᾶρος 	 noun 	 mantle 	 wide cloak or mantle without sleeves
φᾶρος 	 noun 	 sleeve 	 wide cloak or mantle without sleeves
φᾶρος 	 noun 	 cloak 	 wide cloak or mantle without sleeves
φᾶρος 	 noun 	 bedspread 	 bedspread
σπεῖρα 	 noun 	 wound 	 anything twisted or wound
σπεῖρα 	 noun 	 twist 	 anything twisted or wound
σπεῖρα 	 noun 	 coil 	 coils or spires of snakes
σπεῖρα 	 noun 	 spire 	 coils or spires of snakes
σπεῖρα 	 noun 	 snake 	 coils or spires of snakes
σπεῖρα 	 noun 	 cord 	 rope, cord
σπεῖρα 	 noun 	 rope 	 rope, cord
σπεῖρα 	 noun 	 knot 	 knot or curl in wood
σπεῖρα 	 noun 	 curl 	 knot or curl in wood
σπεῖρα 	 noun 	 wood 	 knot or curl in wood
σπεῖρα 	 noun 	 torus 	 torus of a column
σπεῖρα 	 noun 	 column 	 torus of a column
ἕλκος 	 noun 	 wound 	 An open wound, an injury
ἕλκος 	 noun 	 injury 	 An open wound, an injury
ἕλκος 	 noun 	 tree 	 A cut in a tree
ἕλκος 	 noun 	 cut 	 A cut in a tree
ἑστία 	 noun 	 fireplace 	 hearth, fireplace, altar
ἑστία 	 noun 	 altar 	 hearth, fireplace, altar
ἑστία 	 noun 	 hearth 	 hearth, fireplace, altar
ἑστία 	 noun 	 family 	 house, family
ἑστία 	 noun 	 house 	 house, family
ἴτυς 	 noun 	 felloe 	 felloe of a wheel
ἴτυς 	 noun 	 wheel 	 felloe of a wheel
ἴτυς 	 noun 	 rim 	 rim of a shield
ἴτυς 	 noun 	 shield 	 rim of a shield
ἴτυς 	 noun 	 shield 	 the shield itself
κλύσμα 	 noun 	 drench 	 liquid used for washing out, especially a clyster, a drench
κλύσμα 	 noun 	 wash 	 liquid used for washing out, especially a clyster, a drench
κλύσμα 	 noun 	 clyster 	 liquid used for washing out, especially a clyster, a drench
κλύσμα 	 noun 	 liquid 	 liquid used for washing out, especially a clyster, a drench
κλύσμα 	 noun 	 place 	 place washed by the waves, seabeach
κλύσμα 	 noun 	 seabeach 	 place washed by the waves, seabeach
κλύσμα 	 noun 	 wave 	 place washed by the waves, seabeach
φρύνη 	 noun 	 toad 	 toad
αἴγλη 	 noun 	 light 	 light of the sun or moon
αἴγλη 	 noun 	 sun 	 light of the sun or moon
αἴγλη 	 noun 	 moon 	 light of the sun or moon
αἴγλη 	 noun 	 Olympus 	 radiance of Olympus
αἴγλη 	 noun 	 radiance 	 radiance of Olympus
αἴγλη 	 noun 	 gleam 	 radiance, gleam
αἴγλη 	 noun 	 radiance 	 radiance, gleam
αἴγλη 	 noun 	 glory 	 splendour, glory
αἴγλη 	 noun 	 splendour 	 splendour, glory
σαῦλος 	 adjective 	 waddling 	 straddling, waddling
σαῦλος 	 adjective 	 straddling 	 straddling, waddling
σαῦλος 	 adjective 	 wanton 	 loose, wanton
σαῦλος 	 adjective 	 loose 	 loose, wanton
σαῦλος 	 adjective 	 prancing 	 prancing
ϙόππα 	 noun 	 Ancient Greek 	 qoppa, an archaic letter ,  of the Ancient Greek alphabet falling between  and . Reduced to use as a numeral 90 by antiquity
ϙόππα 	 noun 	 qoppa 	 qoppa, an archaic letter ,  of the Ancient Greek alphabet falling between  and . Reduced to use as a numeral 90 by antiquity
λασιών 	 noun 	 thicket 	 a thicket
σκόμβρος 	 noun 	 mackerel 	 mackerel
λορδός 	 adjective 	 bent 	 bent backward, so as to be convex in front
λορδός 	 adjective 	 convex 	 bent backward, so as to be convex in front
λορδός 	 adjective 	 backward 	 bent backward, so as to be convex in front
εἵλκυσα 	 verb 	 ἑλκύω 	 |1|s|ind|aor|act and ἑλκῠ́ω
σκῶλος 	 noun 	 stake 	 pointed stake
σκῶλος 	 noun 	 thorn 	 thorn, prickle
σκῶλος 	 noun 	 prickle 	 thorn, prickle
σκάρφη 	 noun 	 black hellebore 	 black hellebore
σχοῖνος 	 noun 	 rush 	 rush, especially camel hay
σχοῖνος 	 noun 	 reed 	 reed, used as an arrow or javelin
σχοῖνος 	 noun 	 arrow 	 reed, used as an arrow or javelin
σχοῖνος 	 noun 	 javelin 	 reed, used as an arrow or javelin
σχοῖνος 	 noun 	 rush 	 rush bed
σχοῖνος 	 noun 	 twist 	 anything twisted or plaited with rushes
σχοῖνος 	 noun 	 rush 	 anything twisted or plaited with rushes
σχοῖνος 	 noun 	 plait 	 anything twisted or plaited with rushes
σχοῖνος 	 noun 	 cubit 	 schene, an Egyptian land measure of length equivalent to 20,000 Egyptian cubits
σχοῖνος 	 noun 	 length 	 schene, an Egyptian land measure of length equivalent to 20,000 Egyptian cubits
σχοῖνος 	 noun 	 measure 	 schene, an Egyptian land measure of length equivalent to 20,000 Egyptian cubits
σχοῖνος 	 noun 	 land 	 schene, an Egyptian land measure of length equivalent to 20,000 Egyptian cubits
σχοῖνος 	 noun 	 schene 	 schene, an Egyptian land measure of length equivalent to 20,000 Egyptian cubits
σχοῖνος 	 noun 	 Egyptian 	 schene, an Egyptian land measure of length equivalent to 20,000 Egyptian cubits
