gratis 	 adverb 	 free 	 free, without charge
ponera 	 verb 	 consider 	 to assume, to consider
ponera 	 verb 	 assume 	 to assume, to consider
smälla 	 noun 	 flyswatter 	 a flyswatter
smälla 	 verb 	 bang 	 to whip, to hit, to slam, to bang, to smack, to knock, to crack
smälla 	 verb 	 slam 	 to whip, to hit, to slam, to bang, to smack, to knock, to crack
smälla 	 verb 	 crack 	 to whip, to hit, to slam, to bang, to smack, to knock, to crack
smälla 	 verb 	 hit 	 to whip, to hit, to slam, to bang, to smack, to knock, to crack
smälla 	 verb 	 knock 	 to whip, to hit, to slam, to bang, to smack, to knock, to crack
smälla 	 verb 	 whip 	 to whip, to hit, to slam, to bang, to smack, to knock, to crack
smälla 	 verb 	 smack 	 to whip, to hit, to slam, to bang, to smack, to knock, to crack
lämpa 	 verb 	 suitable 	 to be suitable
lämpa 	 verb 	 unload 	 to dump, to unload
lämpa 	 verb 	 dump 	 to dump, to unload
begär 	 noun 	 desire 	 an urge, a craving, an addiction, a desire
begär 	 noun 	 addiction 	 an urge, a craving, an addiction, a desire
begär 	 noun 	 urge 	 an urge, a craving, an addiction, a desire
begär 	 noun 	 craving 	 an urge, a craving, an addiction, a desire
pedagogisk 	 adjective 	 pedagogic 	 pedagogic, pertaining to teaching, successful at teaching
dokumentation 	 noun 	 documentation 	 documentation
krigföring 	 noun 	 warfare 	 warfare
avhandling 	 noun 	 dissertation 	 a thesis, a dissertation
avhandling 	 noun 	 thesis 	 a thesis, a dissertation
gärde 	 noun 	 field 	 a  field
gärd 	 noun 	 deed 	 a deed, an action, a cost
gärd 	 noun 	 cost 	 a deed, an action, a cost
gärd 	 noun 	 action 	 a deed, an action, a cost
hjässa 	 noun 	 crown 	 crown; the topmost part of the head
hjässa 	 noun 	 head 	 crown; the topmost part of the head
hjässa 	 noun 	 topmost 	 crown; the topmost part of the head
pilt 	 noun 	 lad 	 a lad, a young boy
pilt 	 noun 	 boy 	 a lad, a young boy
pilt 	 noun 	 young 	 a lad, a young boy
målning 	 noun 	 painting 	 painting
prilla 	 noun 	 snus 	 a portion of snus
verifiera 	 verb 	 verify 	 to verify
utgående 	 adjective 	 departing 	 outwards, outward bound, departing
utgående 	 adjective 	 outwards 	 outwards, outward bound, departing
utgående 	 adjective 	 bound 	 outwards, outward bound, departing
utgående 	 adjective 	 expiring 	 discontinued, expiring
utgående 	 adjective 	 discontinued 	 discontinued, expiring
utgående 	 verb 	 starting 	 utgå; starting , based
utgående 	 verb 	 based 	 utgå; starting , based
belägen 	 adjective 	 situated 	 situated, located
belägen 	 adjective 	 located 	 situated, located
medlemsstat 	 noun 	 member state 	 a member state
kompositör 	 noun 	 composer 	 a composer
normalt 	 adverb 	 normally 	 normally
godhet 	 noun 	 goodness 	 goodness, kindness
godhet 	 noun 	 kindness 	 goodness, kindness
röta 	 noun 	 rot 	 rot
röta 	 noun 	 luck 	 luck
hafva 	 verb 	 apocope 	 hava, later substituted by ha after apocope
hafva 	 verb 	 ha 	 hava, later substituted by ha after apocope
socken 	 noun 	 municipality 	 a parish, a municipality; the geographic area of a state church parish, an administrative unit before the Swedish municipal reform of 1863, still used in folklore, local history and genealogy
socken 	 noun 	 parish 	 a parish, a municipality; the geographic area of a state church parish, an administrative unit before the Swedish municipal reform of 1863, still used in folklore, local history and genealogy
härad 	 noun 	 hundred 	 a hundred; a court district in the Swedish countryside from medieval times until 1970
anseende 	 noun 	 reputation 	 a reputation
berika 	 verb 	 enrich 	 to enrich
karpaltunnel 	 noun 	 carpal tunnel 	 carpal tunnel
reflektion 	 noun 	 reflexion 	 reflexion
värna 	 verb 	 protect 	 to protect, to guard, to defend, to shield
värna 	 verb 	 guard 	 to protect, to guard, to defend, to shield
värna 	 verb 	 defend 	 to protect, to guard, to defend, to shield
värna 	 verb 	 shield 	 to protect, to guard, to defend, to shield
angripa 	 verb 	 attack 	 to attack
hörd 	 adjective 	 heard 	 heard
hörd 	 adjective 	 interrogated 	 interrogated
radikalt 	 adverb 	 radically 	 radically
biom 	 noun 	 biome 	 biome
inse 	 verb 	 realize 	 realize; to become aware of
löda 	 verb 	 solder 	 to solder
terrorhandling 	 noun 	 terror 	 an act of terror
terrorhandling 	 noun 	 act 	 an act of terror
sympatisör 	 noun 	 sympathizer 	 sympathizer; a person who sympathizes with something
lod 	 noun 	 weight 	 a plumb bob, a plummet, a weight
lod 	 noun 	 plumb bob 	 a plumb bob, a plummet, a weight
lod 	 noun 	 plummet 	 a plumb bob, a plummet, a weight
lod 	 noun 	 steelyard 	 a weight used in a steelyard balance
lod 	 noun 	 solder 	 solder
lod 	 noun 	 lot 	 a lot; an old weight unit corresponding to 1/30 or 1/32 pound
operativ 	 adjective 	 operative 	 operative, pertaining to operations
kurage 	 noun 	 courage 	 courage
intrång 	 noun 	 infringement 	 an intrusion, a trespassing, an infringement
intrång 	 noun 	 intrusion 	 an intrusion, a trespassing, an infringement
intrång 	 noun 	 trespassing 	 an intrusion, a trespassing, an infringement
utfall 	 noun 	 result 	 an outcome, a result
utfall 	 noun 	 outcome 	 an outcome, a result
utfall 	 noun 	 attack 	 an attack
åtala 	 verb 	 indict 	 to indict, to prosecute
åtala 	 verb 	 prosecute 	 to indict, to prosecute
sedvanlig 	 adjective 	 common 	 traditional, usual, common, commonplace
sedvanlig 	 adjective 	 commonplace 	 traditional, usual, common, commonplace
sedvanlig 	 adjective 	 usual 	 traditional, usual, common, commonplace
sedvanlig 	 adjective 	 traditional 	 traditional, usual, common, commonplace
reaktivitet 	 noun 	 reactivity 	 reactivity
överleva 	 verb 	 survive 	 to survive
militär 	 adjective 	 military 	 military
militär 	 noun 	 military 	 the military
militär 	 noun 	 soldier 	 a military, a soldier
militär 	 noun 	 military 	 a military, a soldier
mentalt 	 adverb 	 mentally 	 mentally
kriminologisk 	 adjective 	 criminological 	 criminological
produktiv 	 adjective 	 productive 	 productive
faktisk 	 adjective 	 correct 	 factual, true, correct
faktisk 	 adjective 	 true 	 factual, true, correct
faktisk 	 adjective 	 factual 	 factual, true, correct
konstitution 	 noun 	 constitution 	 constitution
komponent 	 noun 	 part 	 a component, a part, a building block
komponent 	 noun 	 component 	 a component, a part, a building block
komponent 	 noun 	 building block 	 a component, a part, a building block
kår 	 noun 	 force 	 a corps, a corporation, a company, a union, a force
kår 	 noun 	 corps 	 a corps, a corporation, a company, a union, a force
kår 	 noun 	 company 	 a corps, a corporation, a company, a union, a force
kår 	 noun 	 union 	 a corps, a corporation, a company, a union, a force
kår 	 noun 	 corporation 	 a corps, a corporation, a company, a union, a force
kår 	 noun 	 student 	 a student union
kår 	 noun 	 union 	 a student union
kår 	 noun 	 student 	 a building of a student union
kår 	 noun 	 building 	 a building of a student union
kår 	 noun 	 union 	 a building of a student union
kår 	 noun 	 wind 	 a sudden blow of cold wind; a chill or a shiver
kår 	 noun 	 chill 	 a sudden blow of cold wind; a chill or a shiver
kår 	 noun 	 shiver 	 a sudden blow of cold wind; a chill or a shiver
introducera 	 verb 	 introduce 	 to introduce
indoktrinering 	 noun 	 indoctrination 	 indoctrination
heltid 	 adverb 	 full-time 	 full-time
heltid 	 noun 	 full-time 	 full-time
förord 	 noun 	 foreword 	 a preface, a foreword
förord 	 noun 	 preface 	 a preface, a foreword
förkasta 	 verb 	 reject 	 to reject
kapp 	 adverb 	 ikapp 	 sometimes i kapp is used instead of ikapp
primitiv 	 adjective 	 primitive 	 primitive
kubik 	 noun 	 cubic meter 	 cubic meter
kubik 	 noun 	 cubic centimeter 	 cubic centimeter
metodisk 	 adjective 	 methodical 	 methodical
sälg 	 noun 	 Salix caprea 	 goat willow, Salix caprea
sälg 	 noun 	 goat willow 	 goat willow, Salix caprea
bråka 	 verb 	 brake 	 to brake flax
bråka 	 verb 	 brawl 	 to brawl, to make trouble
bråka 	 verb 	 trouble 	 to brawl, to make trouble
avsätta 	 verb 	 sell 	 to sell ; to get rid of
avsätta 	 verb 	 oust 	 to dethrone, to oust, to remove ; to get rid of
avsätta 	 verb 	 remove 	 to dethrone, to oust, to remove ; to get rid of
avsätta 	 verb 	 dethrone 	 to dethrone, to oust, to remove ; to get rid of
förete 	 verb 	 show 	 to show, to display
förete 	 verb 	 display 	 to show, to display
beskaffenhet 	 noun 	 nature 	 character, property, nature
beskaffenhet 	 noun 	 character 	 character, property, nature
beskaffenhet 	 noun 	 property 	 character, property, nature
tillåta 	 verb 	 permit 	 to allow, to permit
tillåta 	 verb 	 allow 	 to allow, to permit
fordra 	 verb 	 demand 	 to demand, to request
fordra 	 verb 	 request 	 to demand, to request
fodra 	 verb 	 feed 	 to feed animals, to give them fodder
fodra 	 verb 	 fodder 	 to feed animals, to give them fodder
fodra 	 verb 	 lining 	 to line, to apply a lining  to a garment
fodra 	 verb 	 line 	 to line, to apply a lining  to a garment
befordra 	 verb 	 pass 	 to transport, to pass along
befordra 	 verb 	 transport 	 to transport, to pass along
befordra 	 verb 	 promote 	 to promote
ägna 	 verb 	 spend 	 to devote, to spend
ägna 	 verb 	 devote 	 to devote, to spend
ägna 	 verb 	 suit 	 to suit
därest 	 conjunction 	 in case 	 if, in case of
därest 	 conjunction 	 if 	 if, in case of
ägd 	 adjective 	 owned 	 owned
trävara 	 noun 	 sawed 	 wood, wooden wares, sawed timber
trävara 	 noun 	 wood 	 wood, wooden wares, sawed timber
trävara 	 noun 	 ware 	 wood, wooden wares, sawed timber
trävara 	 noun 	 timber 	 wood, wooden wares, sawed timber
nödig 	 adjective 	 needed 	 necessary, required, needed
nödig 	 adjective 	 required 	 necessary, required, needed
nödig 	 adjective 	 necessary 	 necessary, required, needed
nödig 	 adjective 	 urinate 	 in need to urinate or defecate
nödig 	 adjective 	 defecate 	 in need to urinate or defecate
blyglans 	 noun 	 galena 	 galena
köpman 	 noun 	 merchant 	 a merchant, a shopowner, a businessman
köpman 	 noun 	 businessman 	 a merchant, a shopowner, a businessman
köpman 	 noun 	 shopowner 	 a merchant, a shopowner, a businessman
stundom 	 adverb 	 in between 	 sometimes, in between
stundom 	 adverb 	 sometimes 	 sometimes, in between
landare 	 noun 	 lander 	 a lander
stigande 	 adjective 	 rising 	 increasing, rising
stigande 	 adjective 	 increasing 	 increasing, rising
interaktion 	 noun 	 interaction 	 an interaction
budskap 	 noun 	 message 	 a message
nyttig 	 adjective 	 useful 	 useful
nådd 	 adjective 	 reached 	 reached
konsekvent 	 adjective 	 consistent 	 consistent
konsekvent 	 adverb 	 consequentially 	 consistently, consequentially
konsekvent 	 adverb 	 consistently 	 consistently, consequentially
framstå 	 verb 	 appear 	 to appear
tvär 	 adjective 	 across 	 across, perpendicular to the main direction
tvär 	 adjective 	 perpendicular 	 across, perpendicular to the main direction
tvär 	 adjective 	 sharp 	 sharp
tvär 	 adjective 	 sudden 	 sudden, immediate
tvär 	 adjective 	 immediate 	 sudden, immediate
tvär 	 adjective 	 stubborn 	 stubborn, grumpy
tvär 	 adjective 	 grumpy 	 stubborn, grumpy
trovärdig 	 adjective 	 reliable 	 trustworthy, reliable
trovärdig 	 adjective 	 trustworthy 	 trustworthy, reliable
värdig 	 adjective 	 dignified 	 worthy, dignified
värdig 	 adjective 	 worthy 	 worthy, dignified
spendera 	 verb 	 spend 	 to spend
givande 	 adjective 	 giving 	 giving, rewarding
givande 	 adjective 	 rewarding 	 giving, rewarding
givande 	 noun 	 giving 	 an act of giving, a gift
givande 	 noun 	 gift 	 an act of giving, a gift
privatliv 	 noun 	 privacy 	 private life, privacy
privatliv 	 noun 	 private life 	 private life, privacy
evaluera 	 verb 	 evaluate 	 to evaluate
donera 	 verb 	 donate 	 to donate
reglera 	 verb 	 regulate 	 to regulate, to control
reglera 	 verb 	 control 	 to regulate, to control
operera 	 verb 	 work 	 to operate, to work, to function
operera 	 verb 	 operate 	 to operate, to work, to function
operera 	 verb 	 function 	 to operate, to work, to function
operera 	 verb 	 surgery 	 to operate, to perform surgery
negligera 	 verb 	 neglect 	 to neglect
miniatyr 	 noun 	 miniature 	 a miniature
manövrera 	 verb 	 maneuver 	 to maneuver, to steer
manövrera 	 verb 	 steer 	 to maneuver, to steer
individualisera 	 verb 	 individualize 	 to individualize, to personalize
individualisera 	 verb 	 personalize 	 to individualize, to personalize
fragmentera 	 verb 	 fragment 	 to fragment
defragmentera 	 verb 	 defragment 	 to defragment
fallera 	 verb 	 break 	 to fail, to break, to malfunction
fallera 	 verb 	 malfunction 	 to fail, to break, to malfunction
fallera 	 verb 	 fail 	 to fail, to break, to malfunction
producera 	 verb 	 produce 	 to produce
nominera 	 verb 	 nominate 	 to nominate
referera 	 verb 	 reference 	 to reference
etablera 	 verb 	 establish 	 to establish
konkurrera 	 verb 	 compete 	 to compete
generera 	 verb 	 generate 	 to generate
resultera 	 verb 	 result 	 to result
experimentera 	 verb 	 experiment 	 to experiment
eliminera 	 verb 	 eliminate 	 to eliminate
separera 	 verb 	 separate 	 to separate
invadera 	 verb 	 invade 	 to invade
editera 	 verb 	 edit 	 to edit
sabotera 	 verb 	 vandalize 	 to vandalize, to destroy, to ruin
sabotera 	 verb 	 destroy 	 to vandalize, to destroy, to ruin
sabotera 	 verb 	 ruin 	 to vandalize, to destroy, to ruin
regera 	 verb 	 rule 	 to rule, to be in government
regera 	 verb 	 government 	 to rule, to be in government
implementera 	 verb 	 implement 	 to implement
modernisera 	 verb 	 modernize 	 to modernize
navigera 	 verb 	 navigate 	 to navigate
standardisera 	 verb 	 standardize 	 to standardize
arrestera 	 verb 	 arrest 	 to arrest
renovera 	 verb 	 renovate 	 to renovate
legitimera 	 verb 	 legitimize 	 to legitimize
legitimera 	 verb 	 identify 	 to identify  by showing an ID card
simulera 	 verb 	 simulate 	 to simulate
debutera 	 verb 	 debute 	 to debute
imitera 	 verb 	 imitate 	 to imitate
kollision 	 noun 	 collision 	 a collision
generalisera 	 verb 	 generalize 	 to generalize
infiltrera 	 verb 	 infiltrate 	 to infiltrate
sanera 	 verb 	 sanitize 	 to sanitize
penetrera 	 verb 	 penetrate 	 to penetrate
distans 	 noun 	 distance 	 a distance, a range
distans 	 noun 	 range 	 a distance, a range
dividera 	 verb 	 divide 	 to divide
disponera 	 verb 	 dispose 	 to dispose; to assign to a use, to be in charge of
detonera 	 verb 	 detonate 	 to detonate
desarmera 	 verb 	 defuse 	 to disarm, to defuse
desarmera 	 verb 	 disarm 	 to disarm, to defuse
annektera 	 verb 	 annex 	 to annex
rendera 	 verb 	 render 	 to render
promenera 	 verb 	 walk 	 to walk, to go for a walk, to promenade
promenera 	 verb 	 promenade 	 to walk, to go for a walk, to promenade
komprimera 	 verb 	 compress 	 to compress
tolerera 	 verb 	 tolerate 	 to tolerate
reservera 	 verb 	 reserve 	 to reserve
specialisera 	 verb 	 specialize 	 to specialize
synkron 	 adjective 	 simultaneous 	 synchronous, simultaneous, aligned in time  and tempo
synkron 	 adjective 	 synchronous 	 synchronous, simultaneous, aligned in time  and tempo
arrendera 	 verb 	 rent 	 to rent
systematisera 	 verb 	 systematize 	 to systematize
systematisk 	 adjective 	 system 	 systematic, following a system
systematisk 	 adjective 	 systematic 	 systematic, following a system
normalisera 	 verb 	 normalize 	 to normalize
legalisera 	 verb 	 legalize 	 to legalize
exponera 	 verb 	 expose 	 to expose
visualisera 	 verb 	 visualize 	 to visualize
visuell 	 adjective 	 visual 	 visual
pensionera 	 verb 	 retire 	 to retire
modellera 	 noun 	 modelling clay 	 modelling clay, play-doh; clay-like substance of various colours as a toy
modellera 	 verb 	 model 	 to model
missionera 	 verb 	 evangelize 	 to  mission, to evangelize
missionera 	 verb 	 mission 	 to  mission, to evangelize
deportera 	 verb 	 deport 	 to deport
rationalisera 	 verb 	 rationalize 	 to rationalize
problematisera 	 verb 	 problematize 	 to problematize
maskera 	 verb 	 mask 	 to mask
teleportera 	 verb 	 teleport 	 to teleport
emulera 	 verb 	 emulate 	 to emulate
terrorisera 	 verb 	 terrorize 	 to terrorize
recitera 	 verb 	 recite 	 to recite
rehabilitera 	 verb 	 rehabilitate 	 to rehabilitate
meditera 	 verb 	 meditate 	 to meditate
mysa 	 verb 	 contentedness 	 To smile , particularly as a sign of contentedness or comfort
mysa 	 verb 	 :w:Zacharias Topelius 	 * 1835, diaries of Zacharias Topelius, diaries, 2:100
mysa 	 verb 	 domino 	 *:: Sophie Olsson smiled contentedly and quite liked herself in her black domino
slunga 	 noun 	 sling 	 sling; a weapon
slunga 	 verb 	 toss 	 to toss
slunga 	 verb 	 throw 	 to throw with considerable effort or force
riska 	 noun 	 milk-cap 	 milk-cap; the genus Lactarius of mushroom-producing fungi
riska 	 noun 	 Lactarius 	 milk-cap; the genus Lactarius of mushroom-producing fungi
riska 	 noun 	 fungi 	 milk-cap; the genus Lactarius of mushroom-producing fungi
rulle 	 noun 	 roll 	 roll
rulle 	 noun 	 reel 	 reel
rulle 	 noun 	 movie 	 movie
rulle 	 noun 	 snus 	 roll of snus
rulle 	 noun 	 roll 	 roll of snus
modd 	 noun 	 snow 	 loose, slippery, partly melted snow, often mixed with mud
profetisk 	 adjective 	 prophetic 	 prophetic
undergång 	 noun 	 demise 	 a fall, a downfall , a demise, the bitter end
undergång 	 noun 	 fall 	 a fall, a downfall , a demise, the bitter end
undergång 	 noun 	 downfall 	 a fall, a downfall , a demise, the bitter end
undergång 	 noun 	 underpass 	 an underpass
förent 	 adjective 	 united 	 united
kristendom 	 noun 	 Christianity 	 Christianity
välde 	 noun 	 empire 	 a power, an empire, a realm, a reign
välde 	 noun 	 realm 	 a power, an empire, a realm, a reign
välde 	 noun 	 power 	 a power, an empire, a realm, a reign
välde 	 noun 	 reign 	 a power, an empire, a realm, a reign
referens 	 noun 	 reference 	 a reference
stormakt 	 noun 	 great 	 a great power, a superpower
stormakt 	 noun 	 power 	 a great power, a superpower
stormakt 	 noun 	 superpower 	 a great power, a superpower
plån 	 noun 	 tablet 	 a tablet
plån 	 noun 	 matchbox 	 a striking surface on a matchbox
plån 	 noun 	 striking 	 a striking surface on a matchbox
plån 	 noun 	 surface 	 a striking surface on a matchbox
katolsk 	 adjective 	 Roman Catholic Church 	 Catholic, pertaining to the Roman Catholic Church
katolsk 	 adjective 	 Catholic 	 Catholic, pertaining to the Roman Catholic Church
talande 	 adjective 	 speaking 	 speaking
talande 	 adjective 	 telling 	 telling, revealing, indicative
talande 	 adjective 	 revealing 	 telling, revealing, indicative
talande 	 adjective 	 indicative 	 telling, revealing, indicative
talande 	 noun 	 speech 	 speaking, speech
talande 	 noun 	 speaking 	 speaking, speech
ordentligt 	 adverb 	 thoroughly 	 orderly, thoroughly
ordentligt 	 adverb 	 orderly 	 orderly, thoroughly
ordentlig 	 adjective 	 just 	 orderly, thorough, real, just
ordentlig 	 adjective 	 real 	 orderly, thorough, real, just
ordentlig 	 adjective 	 thorough 	 orderly, thorough, real, just
ordentlig 	 adjective 	 orderly 	 orderly, thorough, real, just
fatt 	 adverb 	 ikapp 	 in the expression  i fatt, see ifatt and ikapp
fatt 	 adverb 	 i fatt 	 in the expression  i fatt, see ifatt and ikapp
fatt 	 adverb 	 ifatt 	 in the expression  i fatt, see ifatt and ikapp
fatt 	 adverb 	 hold 	 a hold, a grasp
fatt 	 adverb 	 grasp 	 a hold, a grasp
intellektuell 	 adjective 	 intellectual 	 intellectual
intellekt 	 noun 	 intellect 	 an intellect
överens 	 adverb 	 agreement 	 in agreement
rygga 	 noun 	 ryggsäck 	 backpack; short for ryggsäck
rygga 	 noun 	 backpack 	 backpack; short for ryggsäck
rygga 	 verb 	 recoil 	 to back off, to recoil, to budge
rygga 	 verb 	 budge 	 to back off, to recoil, to budge
rygga 	 verb 	 back off 	 to back off, to recoil, to budge
infart 	 noun 	 entrance 	 an entrance
avvika 	 verb 	 deflect 	 deflect; deviate from the original path
avvika 	 verb 	 leave 	 leave
avvika 	 verb 	 differ 	 differ
överföring 	 noun 	 transmission 	 a transmission
knäck 	 noun 	 toffee 	 A traditional Swedish toffee prepared at Christmas
knäck 	 noun 	 Christmas 	 A traditional Swedish toffee prepared at Christmas
knäck 	 noun 	 Swedish 	 A traditional Swedish toffee prepared at Christmas
knäck 	 noun 	 crack 	 a crack sound
plock 	 noun 	 selection 	 a selection
åh 	 interjection 	 oh 	 oh
öst 	 adverb 	 east 	 Towards east, eastward
öst 	 adverb 	 eastward 	 Towards east, eastward
öst 	 noun 	 east 	 east
tyg 	 noun 	 gear 	 gear, equipment
tyg 	 noun 	 equipment 	 gear, equipment
tyg 	 noun 	 fabric 	 cloth, textile, fabric
tyg 	 noun 	 textile 	 cloth, textile, fabric
tyg 	 noun 	 cloth 	 cloth, textile, fabric
väv 	 noun 	 fabric 	 a weave, a fabric
väv 	 noun 	 weave 	 a weave, a fabric
väv 	 noun 	 web 	 a web, a spider's net
väv 	 noun 	 net 	 a web, a spider's net
klä 	 verb 	 wear 	 to clothe, to dress, to wear
klä 	 verb 	 dress 	 to clothe, to dress, to wear
klä 	 verb 	 clothe 	 to clothe, to dress, to wear
klä 	 verb 	 decorate 	 to decorate
sköt 	 noun 	 fishnet 	 a fishnet for herring c
sköt 	 noun 	 herring 	 a fishnet for herring c
sköt 	 noun 	 bosom 	 bosom, sköte n
sköt 	 noun 	 :sv:s:Till min hembygd 	 * 1804, Esaias Tegnér, Till min hembygd
sköte 	 noun 	 bosom 	 bosom, chest
sköte 	 noun 	 chest 	 bosom, chest
sköte 	 noun 	 vagina 	 womb, vagina
sköte 	 noun 	 womb 	 womb, vagina
övre 	 adjective 	 upper 	 upper
övre 	 adjective 	 northern 	 northern
hytt 	 noun 	 cabin 	 a cabin
koj 	 noun 	 berth 	 a berth, a built-in bed on a ship
koj 	 noun 	 bed 	 a berth, a built-in bed on a ship
körd 	 adjective 	 driven 	 driven
körd 	 adjective 	 lost 	 lost, hopeless
körd 	 adjective 	 hopeless 	 lost, hopeless
körd 	 adjective 	 pointless 	 lost, hopeless, pointless, stupid
körd 	 adjective 	 lost 	 lost, hopeless, pointless, stupid
körd 	 adjective 	 hopeless 	 lost, hopeless, pointless, stupid
körd 	 adjective 	 stupid 	 lost, hopeless, pointless, stupid
bytt 	 adjective 	 changed 	 changed, swapped
bytt 	 adjective 	 swapped 	 changed, swapped
inåt 	 adverb 	 inward 	 inward, internally
inåt 	 adverb 	 internally 	 inward, internally
lägg 	 noun 	 leg 	 a leg
lägg 	 noun 	 shin 	 knuckle, shin, hand; part of a leg of an animal
lägg 	 noun 	 knuckle 	 knuckle, shin, hand; part of a leg of an animal
lägg 	 noun 	 leg 	 knuckle, shin, hand; part of a leg of an animal
lägg 	 noun 	 hand 	 knuckle, shin, hand; part of a leg of an animal
lägg 	 noun 	 file 	 a file; a printed sheet that becomes a number of pages in a book
logiker 	 noun 	 logician 	 a logician
platonsk 	 adjective 	 Plato 	 Platonic; of or pertaining to Plato
platonsk 	 adjective 	 Platonic 	 Platonic; of or pertaining to Plato
platonsk 	 adjective 	 platonsk kropp 	 platonsk kropp
begynnelse 	 noun 	 beginning 	 beginning
begynnelse 	 noun 	 initial 	 initial
hursa 	 interjection 	 what 	 huh? what did you say? contraction of hur sade du/ni
hursa 	 interjection 	 huh 	 huh? what did you say? contraction of hur sade du/ni
hursa 	 interjection 	 sade 	 huh? what did you say? contraction of hur sade du/ni
hursa 	 interjection 	 say 	 huh? what did you say? contraction of hur sade du/ni
hursa 	 interjection 	 hur 	 huh? what did you say? contraction of hur sade du/ni
artär 	 noun 	 artery 	 an artery
blodbad 	 noun 	 bloodbath 	 bloodbath, massacre
blodbad 	 noun 	 massacre 	 bloodbath, massacre
f.kr. 	 adverb 	 före 	 BC ; före Kristus
f.kr. 	 adverb 	 BC 	 BC ; före Kristus
f.kr. 	 adverb 	 Kristus 	 BC ; före Kristus
v.t. 	 adverb 	 AD 	 CE, AD ; vår tideräkning
v.t. 	 adverb 	 tideräkning 	 CE, AD ; vår tideräkning
v.t. 	 adverb 	 vår 	 CE, AD ; vår tideräkning
v.t. 	 adverb 	 CE 	 CE, AD ; vår tideräkning
länsa 	 noun 	 containment 	 a boom, a floating barrier for oil spill containment
länsa 	 noun 	 oil spill 	 a boom, a floating barrier for oil spill containment
länsa 	 noun 	 boom 	 a boom, a floating barrier for oil spill containment
länsa 	 noun 	 barrier 	 a boom, a floating barrier for oil spill containment
länsa 	 verb 	 dry 	 to empty, to drain, to pump  dry
länsa 	 verb 	 drain 	 to empty, to drain, to pump  dry
länsa 	 verb 	 empty 	 to empty, to drain, to pump  dry
länsa 	 verb 	 steal 	 to empty, to steal  all there is to take
länsa 	 verb 	 sail 	 to scud, to sail before the wind, before a following wind, to sail with the wind from straight behind
länsa 	 verb 	 scud 	 to scud, to sail before the wind, before a following wind, to sail with the wind from straight behind
ud 	 noun 	 w:Ministry for Foreign Affairs  	 |Ministry for Foreign Affairs
riksdaler 	 noun 	 krona 	 krona, crown; the current Swedish currency unit
riksdaler 	 noun 	 crown 	 krona, crown; the current Swedish currency unit
riksdaler 	 noun 	 banko 	 banko
riksdaler 	 noun 	 kopparmynt 	 kopparmynt
riksdaler 	 noun 	 krona 	 krona
riksdaler 	 noun 	 mark 	 mark
riksdaler 	 noun 	 öre 	 öre
riksdaler 	 noun 	 örtug 	 örtug
riksdaler 	 noun 	 riksgäld 	 riksgäld
riksdaler 	 noun 	 riksmynt 	 riksmynt
riksdaler 	 noun 	 runstycke 	 runstycke
riksdaler 	 noun 	 silvermynt 	 silvermynt
riksdaler 	 noun 	 skilling 	 skilling
riksdaler 	 noun 	 specie 	 specie
riksdaler 	 noun 	 styver 	 styver
dold 	 adjective 	 covered 	 obscured, invisible, covered, hidden
dold 	 adjective 	 invisible 	 obscured, invisible, covered, hidden
dold 	 adjective 	 hidden 	 obscured, invisible, covered, hidden
dold 	 adjective 	 obscured 	 obscured, invisible, covered, hidden
näste 	 noun 	 nest 	 a  nest
näst 	 adverb 	 next 	 next
näst 	 adverb 	 second 	 second
näst 	 noun 	 stitch 	 a  stitch
lågt 	 adverb 	 low 	 low, lowly
lågt 	 adverb 	 lowly 	 low, lowly
lågt 	 adverb 	 lowly 	 lowly, meanly
lågt 	 adverb 	 meanly 	 lowly, meanly
nåja 	 interjection 	 well 	 well
döva 	 verb 	 ignore 	 to deafen, to ignore
döva 	 verb 	 deafen 	 to deafen, to ignore
åtal 	 noun 	 indictment 	 a prosecution, an indictment, a legal process
åtal 	 noun 	 prosecution 	 a prosecution, an indictment, a legal process
åtel 	 noun 	 lure 	 a bait, a piece of food used as a lure for a game
åtel 	 noun 	 game 	 a bait, a piece of food used as a lure for a game
åtel 	 noun 	 bait 	 a bait, a piece of food used as a lure for a game
falna 	 verb 	 wither 	 to fade, to wither, to burn out
falna 	 verb 	 burn out 	 to fade, to wither, to burn out
falna 	 verb 	 fade 	 to fade, to wither, to burn out
börda 	 noun 	 burden 	 a burden
hävda 	 verb 	 preserve 	 to maintain, to keep , to preserve
hävda 	 verb 	 maintain 	 to maintain, to keep , to preserve
hävda 	 verb 	 keep 	 to maintain, to keep , to preserve
hävda 	 verb 	 state 	 to maintain, to state, to claim
hävda 	 verb 	 claim 	 to maintain, to state, to claim
undgå 	 verb 	 evade 	 to evade, to escape
undgå 	 verb 	 escape 	 to evade, to escape
klädd 	 adjective 	 dressed 	 dressed
klädd 	 adjective 	 decorated 	 decorated
kläda 	 verb 	 dress 	 to dress; now commonly contracted to klä
kläda 	 verb 	 klä 	 to dress; now commonly contracted to klä
spänd 	 adjective 	 spanning 	 stretched , spanning
spänd 	 adjective 	 stretched 	 stretched , spanning
spänd 	 adjective 	 tight 	 tense, tight
spänd 	 adjective 	 tense 	 tense, tight
spänd 	 adjective 	 excited 	 excited, uptight, filled with excitement, with tension
spänd 	 adjective 	 uptight 	 excited, uptight, filled with excitement, with tension
spänd 	 adjective 	 tension 	 excited, uptight, filled with excitement, with tension
