SortOrder,Egyptian,Transliteration,Translation,SignCodes,GroupWritingScore,Error
16417,𓇼𓄿𓇳,dwꜣ,rise early,N14-G1-N5,0,0
16418,𓇼𓄿𓅱𓇳,dwꜣw,"dawn, morning, tomorrow, the morrow",N14-G1-G43-N5,0,0
16419,𓇼𓄿𓇳,dwꜣw,"dawn, morning",N14-G1-N5,0,0
16421,𓏏𓇼𓄿𓇳,dwꜣw,"dawn, morning",X1-N14-G1-N5,0,0
16423,𓊹𓂧𓍯𓅱𓇼,nṯr dwꜣw,morning star,R8-D46-V4-G43-N14,0,0
16427,𓇼𓄿𓏏𓇳,dwꜣyt,morning,N14-G1-X1-N5,0,0
16428,𓇼𓇋𓇋𓏏𓇳,dwꜣyt,morning,N14-M17-M17-X1-N5,0,0
16430,𓇼𓏏𓇳,dwꜣyt,morning,N14-X1-N5,0,0
16432,𓅓𓇼𓄿𓇳𓐠𓏤𓇼𓄿𓇋𓇋𓇳,m dwꜣ sꜣ dwꜣ,henceforth,G17-N14-G1-N5-Aa18-Z1-N14-G1-M17-M17-N5,0,0
16434,𓇼𓅨,dwꜣ wr,deified royal beard,N14-G36,0,0
16441,𓇼𓏤𓉐,dwꜣ,"door, gate, pylon",N14-Z1-O1,0,0
16442,𓇼𓏤𓆱𓉐,dwꜣ,"door, gate, pylon",N14-Z1-M3-O1,0,0
16443,𓂧𓍯𓏏𓇽,dwꜣt,"netherworld, nether chamber (in tomb)",D46-V4-X1-N15,0,0
16444,𓇽,dwꜣt,netherworld,N15,0,0
16445,𓂧𓄿𓏏𓇽,dwꜣt,netherworld,D46-G1-X1-N15,0,0
16446,𓇼𓄿𓏏𓉐,dwꜣt,netherworld,N14-G1-X1-O1,0,0
16447,𓇽𓏏𓉐,dwꜣt,netherworld,N15-X1-O1,0,0
16448,𓆓𓄿𓏏𓉐,dꜣt,netherworld,I10-G1-X1-O1,0,0
16449,𓇼𓅂𓏏𓉐𓀭𓏪,dwꜣtyw,dwellers in the netherworld,N14-G4-X1-O1-A40-Z3,0,0
16450,𓇼𓏏𓉐𓀭𓏪,dwꜣtyw,dwellers in the netherworld,N14-X1-O1-A40-Z3,0,0
16451,𓀃𓐝𓏮,dwꜣ.tyw,Datians,A4-Aa15-Z4A,0,0
16452,𓉐𓏤𓇼𓄿𓇋𓇋𓏏𓇳,pr dwꜣt,robing room,O1-Z1-N14-G1-M17-M17-X1-N5,0,0
16453,𓂧𓃹𓈖𓉿𓂡,dwn,to recover,D46-E34-N35-O31-D40,0,0
16454,𓂧𓃹𓈖𓂣𓂻,dwn,stretch out,D46-E34-N35-D42-D54,0,0
16455,𓂧𓃹𓈖𓏏𓂻,dwn,stretch out,D46-E34-N35-X1-D54,0,0
16456,𓂧𓃹𓈖𓂻,dwn,"stretch out (legs, hands), stretch (bow), straighten (knees), ",D46-E34-N35-D54,0,0
16457,𓂧𓃹𓈖𓍢,dwn,"stretch out (legs, hands)",D46-E34-N35-V1,0,0
16458,𓂧𓇬𓈖𓌒,dwn,stretch (bow),D46-M42-N35-T9,0,0
16459,𓂧𓃹𓈖𓏌𓀜,dwn,straighten (knees),D46-E34-N35-W24-A24,0,0
16460,𓂧𓃹𓈖𓂻,dwn,"be stretched out, taut, be prostrate",D46-E34-N35-D54,0,0
16461,𓂧𓃹𓈖𓏌𓏲𓂻,dwn,to get up,D46-E34-N35-W24-Z7-D54,0,0
16462,𓅓𓂧𓃹𓈖𓂻,m dwn,"straight on, straight up",G17-D46-E34-N35-D54,0,0
16463,𓂧𓃹𓈖𓂻,dwn,"henceforth, continually, regularly",D46-E34-N35-D54,0,0
16464,𓅓𓂧𓃹𓈖𓂻,m dwn,"from then on, henceforward",G17-D46-E34-N35-D54,0,0
16465,𓅓𓂧𓃹𓈖𓂻,m dwn,"habitually, continually",G17-D46-E34-N35-D54,0,0
16466,𓅆,dwn-ꜥnwy,Dwn anwy,G7,0,0
16468,𓂧𓃀𓃯,db,hippopotomus,D46-D58-E25,0,0
16469,𓂧𓇋𓃀𓃯,db,hippopotomus,D46-M17-D58-E25,0,0
16470,𓂧𓃀𓏏𓄛,dbt,female hippopotomus,D46-D58-X1-F27,0,0
16471,𓂧𓃀𓏲𓄜𓏫,dbw,hippopotomi,D46-D58-Z7-F28-Z3A,0,0
16472,𓂧𓃀𓄏,db,"horn (of animal), wing (of army)",D46-D58-F16,0,0
16473,𓄏𓏤,db,horn (of animal),F16-Z1,0,0
16474,𓂧𓃀𓏏𓊌,dbt,"brick, cushion, pillow",D46-D58-X1-O39,0,0
16475,𓂧𓃀𓏏𓊌𓆱,dbt,tool box,D46-D58-X1-O39-M3,0,0
16476,𓂧𓃀𓏲𓏏𓎅,dbt,cage,D46-D58-Z7-X1-V19,0,0
16477,𓂧𓃀𓏲𓐡,dbt,cage,D46-D58-Z7-Aa19,0,0
16478,𓂧𓃀𓅡𓄿𓏭𓂋𓏤𓆱𓉐,dbꜣr,"shrine, naos, inner sanctuary",D46-D58-G29-G1-Z4-D21-Z1-M3-O1,0,0
16479,𓂧𓃀𓂝,dbj,stop up,D46-D58-D36,0,0
16480,𓂧𓃀𓏏𓇋𓊊𓂡,dbjt,blocked off,D46-D58-X1-M17-O37-D40,0,0
16481,𓂧𓃀𓇋𓇋𓏴𓂝,dby,to fit with leather,D46-D58-M17-M17-Z9-D36,0,0
16482,𓂧𓃀𓇋𓇋𓄜𓏫,dby,"hippopotomus thongs, whips",D46-D58-M17-M17-F28-Z3A,0,0
16483,𓂧𓃀𓇋𓇋𓅱𓏏𓆱𓏥,dbywt,yoke arms,D46-D58-M17-M17-G43-X1-M3-Z2,0,0
16484,𓂧𓃀𓇋𓇋𓏏𓄦𓆰𓏫,dbyt,foliage,D46-D58-M17-M17-X1-F37D-M2-Z3A,0,0
16485,𓂧𓃀𓇋𓇋𓏏𓏊𓏫,dbyt,"(a drink, beverage)",D46-D58-M17-M17-X1-W22-Z3A,0,0
16486,𓂧𓃀𓇋𓇋𓏏𓊌,dbyt,pedestal,D46-D58-M17-M17-X1-O39,0,0
16487,𓂧𓃀𓏲𓏏𓈇𓏤,dbwy,bank,D46-D58-Z7-X1-N23-Z1,0,0
16488,𓂧𓃀𓏲𓇋𓇋𓏤𓈖𓈘𓈇,dbwy,bank,D46-D58-Z7-M17-M17-Z1-N35A-N36-N23,0,0
16489,𓄲𓈖𓂻,dbn,"go round (a place), travel round (a region), encircle (with)",F46-N35-D54,0,0
16490,𓄲𓂻,dbn,"go round (a place), travel round (a region)",F46-D54,0,0
16491,𓄷𓈖𓂻,dbn,"go round (a place), travel round (a region)",F49-N35-D54,0,0
16492,𓂧𓃀𓈖𓂂𓂻,dbn,"go round (a place), travel round (a region)",D46-D58-N35-D12-D54,0,0
16493,𓂧𓃀𓈖𓃀𓈖𓂻,dbnbn,"to travel, go  round, encircle",D46-D58-N35-D58-N35-D54,0,0
16494,𓂧𓃀𓈖𓃀𓈖𓏭𓄑𓀁,dbnbn,vicissitudes,D46-D58-N35-D58-N35-Z4-F18-A2,0,0
16495,𓄲𓈖𓂻,dbn,recur (of plants in season),F46-N35-D54,0,0
16496,𓄲𓈖𓏏𓂻,dbnt,circuit (of ocean),F46-N35-X1-D54,0,0
16497,𓄲𓈖𓏌𓅱𓂻,dbnw,circumference (of sky),F46-N35-W24-G43-D54,0,0
16498,𓄲𓈖𓏌𓅱𓋪,dbnw,circumference (of sky),F46-N35-W24-G43-S21,0,0
16499,𓄲𓈖𓊌,dbn,"weight (of about 91 grammes), weight (of balance)",F46-N35-O39,0,0
16500,𓄷𓈖𓊌,dbn,"weight (of about 91 grammes), weight (of balance)",F49-N35-O39,0,0
16501,𓄲𓈖𓂂,dbn,"weight (of about 91 grammes), weight (of balance)",F46-N35-D12,0,0
16502,𓂧𓃀𓈖𓄷𓊌,dbn,"weight (of about 91 grammes), weight (of balance)",D46-D58-N35-F49-O39,0,0
16503,𓄷𓈖𓈔,dbn,helmet,F49-N35-N34,0,0
16504,𓄲𓈖𓈒𓏥,dbn,"(builder's) mortar, (potter's) clay",F46-N35-N33-Z2,0,0
16505,𓂧𓃀𓈖𓏌𓏲𓐎𓏥,dbn,dung,D46-D58-N35-W24-Z7-Aa2-Z2,0,0
16506,𓃀𓂧𓈖𓄴𓐍𓂋𓊪𓌂𓏛𓀜𓅆,dbn ḫrp,mind of the Governor (?),D58-D46-N35-F47-Aa1-D21-Q3-S42-Y1-A24-G7,0,0
16507,𓂧𓃀𓈖𓏏𓁸,dbnt,lock of hair,D46-D58-N35-X1-D3,0,0
16508,𓂧𓃀𓎛𓄑𓀁,dbḥ,"ask for, beg, requisition (from)",D46-D58-V28-F18-A2,0,0
16509,𓂧𓄑𓀁,dbḥ,"ask for, beg, requisition (from)",D46-F18-A2,0,0
16510,𓂧𓃀𓎛𓀁,dbḥ,"ask for, beg, requisition (from)",D46-D58-V28-A2,0,0
16511,𓂧𓃀𓎛𓄑,dbḥ,"ask for, beg, requisition (from)",D46-D58-V28-F18,0,0
16512,𓂧𓄑𓃀𓎛𓏛,dbḥ,"ask for, beg, requisition (from)",D46-F18-D58-V28-Y1V,0,0
16513,𓂧𓃀𓎛𓄑𓀁𓏫,dbḥw,requirements,D46-D58-V28-F18-A2-Z3A,0,0
16514,𓂧𓄑𓎛𓅱,dbḥw,"requirements, necessaries",D46-F18-V28-G43,0,0
16515,𓂧𓄑𓃀𓎛𓎺,dbḥw,"requirements, necessaries",D46-F18-D58-V28-W10,0,0
16516,𓂧𓄑𓃀𓎛𓌽,dbḥw,"requirements, necessaries",D46-F18-D58-V28-U9,0,0
16517,𓂧𓃀𓎛𓏏𓄑,dbḥt,necessaries,D46-D58-V28-X1-F18,0,0
16518,𓂧𓄑𓃀𓎛𓏏𓏛𓏥,dbḥt,necessaries,D46-F18-D58-V28-X1-Y1-Z2,0,0
16519,𓂧𓃀𓎛𓅱𓏏𓀁𓏏𓏲𓏫,dbḥt,needs,D46-D58-V28-G43-X1-A2-X1-Z7-Z3A,0,0
16520,𓂧𓃀𓎛𓏏𓄑𓏥𓊵𓏏𓊪𓏳𓏥,dbḥt ḥtp,funerary meal,D46-D58-V28-X1-F18-Z2-R4-X1-Q3-Z8-Z2,0,0
16521,𓄑𓂧𓏏𓊵𓏥,dbḥt ḥtp,funerary meal,F18-D46-X1-R4-Z2,0,0
16522,𓂧𓄑𓏏𓊵𓏳,dbḥt ḥtp,funerary meal,D46-F18-X1-R4-Z8,0,0
16523,𓄑𓏏𓊵,dbḥt ḥtp,altar,F18-X1-R4,0,0
16524,𓂧𓃀𓎛𓅱𓏯,dbḥw,measure for offerings,D46-D58-V28-G43-Z5,0,0
16525,𓂧𓄑𓃀𓎛𓅱𓏯,dbḥw,measure for offerings,D46-F18-D58-V28-G43-Z5,0,0
16526,𓂧𓄑𓃀𓎛𓅱𓍢𓏥,dbḥw,"halliards,  braces",D46-F18-D58-V28-G43-V1-Z2,0,0
16527,𓂧𓃀𓋴𓏲𓏛𓀜,dbs,to prick,D46-D58-S29-Z7-Y1-A24,0,0
16528,𓂧𓃀𓂧𓃀𓀁,dbdb,thump (of heart),D46-D58-D46-D58-A2,0,0
16529,𓂧𓊪𓊖,dp,Dep (Delta city),D46-Q3-O49,0,0
16530,𓂧𓊪𓄓𓀁,dp,"to bite, taste, experience",D46-Q3-F20-A2,0,0
16531,𓂧𓊪𓏏𓄓𓀁,dpt,"taste, flavour",D46-Q3-X1-F20-A2,0,0
16532,𓂧𓊪𓄓𓀁𓅓,dp m,"to fasten oneself to, to bite into",D46-Q3-F20-A2-G17,0,0
16533,𓂧𓊪𓄓𓏏,dpt,"(piece of meat, kidney ?)",D46-Q3-F20B-X1,0,0
16534,𓂧𓊪𓏏𓊛,dpt,ship,D46-Q3-X1-P1,0,0
16535,𓊛𓏥,dpwt,ships,P1-Z2,0,0
16536,𓂧𓊪𓅱𓊤,dpw,steering  oar,D46-Q3-G43-P8,0,0
16537,𓂧𓊪𓆱𓏥,dpw,mast wood,D46-Q3-M3-Z2,0,0
16538,𓂧𓊪𓏏𓄻,dpt,loins,D46-Q3-X1-F51B,0,0
16539,𓂧𓊪𓇋𓇋𓆊,dpy,crocodile,D46-Q3-M17-M17-I3,0,0
16540,𓂧𓊪𓆊,dpy,crocodile,D46-Q3-I3,0,0
16541,𓂧𓊪𓎛𓏲𓆭𓈒𓏥,dpḥw,apples,D46-Q3-V28-Z7-M1-N33-Z2,0,0
16542,𓂧𓊪𓏲𓎛𓏲𓆰,dpḥw,apples,D46-Q3-Z7-V28-Z7-M2,0,0
16543,𓂧𓊪𓐍𓏲𓀐,dpḫ,"fenced in, enclosed, 'execution block'",D46-Q3-Aa1-Z7-A14,0,0
16544,𓂧𓊪𓏏𓏭𓄓,dpty,an offering,D46-Q3-X1-Z4-F20,0,0
16545,𓂧𓆑𓄿𓅪𓏛𓄣𓏤,dfꜣ jb,stolid,D46-I9-G1-G37-Y1-F34-Z1,0,0
16546,𓂧𓆑𓂧𓆑𓈒𓈒𓈒𓈒,dfdf,drip,D46-I9-D46-I9-N33-N33-N33-N33,0,0
16547,𓆓𓆑𓆓𓆑𓈒,dfdf,drip,I10-I9-I10-I9-N33,0,0
16548,𓂧𓆑𓂧𓆑𓏏𓈗,dfdf,trickle,D46-I9-D46-I9-X1-N35A,0,0
16549,𓂧𓆑𓂧𓆑𓏴𓂡,dfdf,(unknown meaning),D46-I9-D46-I9-Z9-D40,0,0
16550,𓂧𓅓𓌪𓀁,dm,be renowned (of office),D46-G17-T30-A2,0,0
16551,𓂧𓅓𓀁,dm,to pronounce,D46-G17-A2,0,0
16552,𓂧𓅓𓌪𓀁,dm,"pronounce, proclaim (name), mention (by name)",D46-G17-T30-A2,0,0
16553,𓂧𓅓𓏲𓌪𓂡,dm,"to sharpen, to be sharp",D46-G17-Z7-T30-D40,0,0
16560,𓂧𓌪,dm,"pronounce, proclaim (name), mention (by name)",D46-T30,0,0
16561,𓆓𓅓𓀁,dm,"pronounce, proclaim (name), mention (by name)",I10-G17-A2,0,0
16562,𓂧𓋬,dm,"pronounce, proclaim (name), mention (by name)",D46-S23,0,0
16563,𓂧𓅓𓋬𓏛,dm,"pronounce, proclaim (name), mention (by name)",D46-G17-S23-Y1,0,0
16565,𓂧𓅓𓌪,dm,"pronounce, proclaim (name), mention (by name)",D46-G17-T30,0,0
16567,𓆓𓅓𓀁,dm,be renowned (of office),I10-G17-A2,0,0
16569,𓂧𓅓𓋬𓏛,dm,be renowned (of office),D46-G17-S23-Y1,0,0
16570,𓂧𓅓𓌪,dm,be renowned (of office),D46-G17-T30,0,0
16571,𓂧𓌳𓄿𓍖𓏛,dmꜣ,"stretch, be stretched out",D46-U1-G1-U32-Y1V,0,0
16572,𓂧𓌳𓏏𓆃,dmꜣt,wing,D46-U1-X1-H5,0,0
16573,𓇦,dmꜣ,bind together,M37,0,0
16574,𓂧𓌳𓇦,dmꜣ,bind together,D46-U1-M37,0,0
16575,𓂧𓌳𓄿𓇦𓂡,dmꜣ,bind together,D46-U1-G1-M37-D40,0,0
16576,𓂧𓅁𓌪𓂡,dmꜣ,cut off (heads),D46-G3-T30-D40,0,0
16577,𓂧𓌳𓇦,dmꜣ,cut off (heads),D46-U1-M37,0,0
16578,𓂧𓌗𓌳𓀀𓏥,dmꜣw,"groups, classes",D46-T12-U1-A1-Z2,0,0
16579,𓂧𓏇𓇋𓂢,dmj,"touch, reach (a place)",D46-W19-M17-D41,0,0
16580,𓂧𓏇𓇋𓅱𓂡,dmj,to join,D46-W19-M17-G43-D40,0,0
16581,𓂧𓏇𓇋𓂻,dmj,reach (a place),D46-W19-M17-D54,0,0
16582,𓂧𓏇𓇋𓂢,dmj,"suit (someone), befall (someone)",D46-W19-M17-D41,0,0
16583,𓂧𓏇𓇋𓂢,dmj,"be joined (to), accrue (to), cleave (to)",D46-W19-M17-D41,0,0
16584,𓂧𓏇𓇋𓀜,dmj,be joined (to),D46-W19-M17-A24,0,0
16585,𓂧𓏇𓇋𓏛,dmj,be joined (to),D46-W19-M17-Y1V,0,0
16586,𓂧𓏇𓇋𓂚𓀜,dmj,cleave (to),D46-W19-M17-D34A-A24,0,0
16587,𓂧𓏇𓇋𓇋𓆊𓀜𓏲𓏪,dmj,to stick,D46-W19-M17-M17-I3-A24-Z7-Z3,0,0
16588,𓂧𓏇𓇋𓈇𓏤,dmj,"town, quarter (of town), abode, vicinity, quay",D46-W19-M17-N23-Z1,0,0
16589,𓂧𓏇𓇋𓊖,dmj,"town, village",D46-W19-M17-O49,0,0
16590,𓂧𓏇𓇋𓈅𓏤,dmj,"town, village",D46-W19-M17-N21-Z1,0,0
16591,𓂧𓏇𓇋𓈅,dmj,vicinity,D46-W19-M17-N21,0,0
16592,𓂧𓏇𓇋𓈇𓀀𓏥,dmjw,fellow citizens,D46-W19-M17-N23-A1-Z2,0,0
16593,𓂧𓏇𓇋𓊳,dmj,(ornamental)  fruit dish,D46-W19-M17-R3A,0,0
16594,𓋬,dmḏ,"assemble, bring together (people)",S23,0,0
16595,𓂧𓋬𓆓𓏛,dmḏ,"assemble, bring together (people)",D46-S23-I10-Y1,0,0
16596,𓋬𓂧𓏛,dmḏ,"assemble, bring together (people), unite",S23-D46-Y1,0,0
16597,𓂧𓋬𓏛,dmḏ,"assemble, bring together (people)",D46-S23-Y1V,0,0
16598,𓆓𓅓𓋬𓂧𓏛,dmḏ,"assemble, bring together (people)",I10-G17-S23-D46-Y1,0,0
16599,𓂧𓋬𓅓𓆓𓏛,dmḏ,"assemble, bring together (people)",D46-S23-G17-I10-Y1,0,0
16600,𓋬,dmḏ,reassemble (dismembered body),S23,0,0
16601,𓂧𓋬𓆓𓏛,dmḏ,reassemble (dismembered body),D46-S23-I10-Y1,0,0
16602,𓋬𓂧𓏛,dmḏ,reassemble (dismembered body),S23-D46-Y1,0,0
16603,𓂧𓋬𓏛,dmḏ,reassemble (dismembered body),D46-S23-Y1V,0,0
16604,𓂧𓋬𓅓𓆓𓏛,dmḏ,reassemble (dismembered body),D46-S23-G17-I10-Y1,0,0
16605,𓆓𓅓𓋬𓂧𓏛,dmḏ,reassemble (dismembered body),I10-G17-S23-D46-Y1,0,0
16606,𓋬,dmḏ,"associate (with), join (someone), unite (lands)",S23,0,0
16607,𓂧𓋬𓆓𓏛,dmḏ,"associate (with), join (someone), unite (lands)",D46-S23-I10-Y1,0,0
16608,𓋬𓂧𓏛,dmḏ,"associate (with), join (someone), unite (lands)",S23-D46-Y1,0,0
16609,𓂧𓋬𓏛,dmḏ,"associate (with), join (someone), unite (lands)",D46-S23-Y1V,0,0
16610,𓂧𓋬𓅓𓆓𓏛,dmḏ,"associate (with), join (someone), unite (lands)",D46-S23-G17-I10-Y1,0,0
16611,𓆓𓅓𓋬𓂧𓏛,dmḏ,"associate (with), join (someone), unite (lands)",I10-G17-S23-D46-Y1,0,0
16612,𓋬,dmḏ,"accumulate (grain), compile (spell), extend (hand)",S23,0,0
16613,𓂧𓋬𓆓𓏛,dmḏ,"accumulate (grain), compile (spell), extend (hand)",D46-S23-I10-Y1,0,0
16614,𓋬𓂧𓏛,dmḏ,"accumulate (grain), compile (spell), extend (hand)",S23-D46-Y1,0,0
16615,𓂧𓋬𓏛,dmḏ,"accumulate (grain), compile (spell), extend (hand)",D46-S23-Y1V,0,0
16616,𓂧𓋬𓅓𓆓𓏛,dmḏ,"accumulate (grain), compile (spell), extend (hand)",D46-S23-G17-I10-Y1,0,0
16617,𓆓𓅓𓋬𓂧𓏛,dmḏ,"accumulate (grain), compile (spell), extend (hand)",I10-G17-S23-D46-Y1,0,0
16618,𓋬,dmḏ,to collect,S23,0,0
16619,𓋬𓂧𓇋𓇋𓏛𓏥,dmḏ,to collect,S23-D46-M17-M17-Y1-Z2,0,0
16620,𓋬𓂧𓏛,dmḏ,"total, maturity",S23-D46-Y1,0,0
16621,𓏛,dmḏ,total,Y1,0,0
16622,𓋬,dmḏ,total,S23,0,0
16623,𓋬𓂋,dmḏ r,total,S23-D21,0,0
16624,𓇼𓄥,dmḏ smꜣ,grand  total,N14-F36,0,0
16625,𓂧𓋬𓅓𓆓𓅱𓏛𓀭𓏥,dmḏw,crowd,D46-S23-G17-I10-G43-Y1V-A40-Z2,0,0
16626,𓋬𓏏𓁐,dmḏwt,crowd,S23-X1-B1,0,0
16627,𓋬𓏏𓅱𓁐𓏪,dmḏwt,crowd,S23-X1-G43-B1-Z3,0,0
16628,𓋬𓂧𓏛𓀀𓁐𓏥,dmḏw,crowd,S23-D46-Y1-A1-B1-Z2,0,0
16629,𓋬𓂧𓏏𓏛,dmḏwt,mixture,S23-D46-X1-Y1,0,0
16630,𓋬𓂧𓏏𓍼𓏤,dmḏt,collection (of recipes),S23-D46-X1-V12-Z1,0,0
16631,𓋬𓂧𓇋𓇋𓏏𓇳,dmḏyt,cycle (of festivals),S23-D46-M17-M17-X1-N5,0,0
16632,𓋬𓂧𓏏𓇳,dmḏyt,cycle (of festivals),S23-D46-X1-N5,0,0
16633,𓋬𓂧𓇋𓇋𓏏𓏛𓏪,dmḏyt,"pharmacopoeia, collection",S23-D46-M17-M17-X1-Y1-Z3,0,0
16634,𓂧𓈖𓌪,dn,"cut off (heads), kill (someone)",D46-N35-T30,0,0
16635,𓂧𓈖𓇋𓍸𓀜,dnj,"restrain (someone), revet (earthen banks)",D46-N35-M17-V11-A24,0,0
16636,𓂧𓈖𓇋𓏯𓂡,dnj,"restrain (someone), revet (earthen banks)",D46-N35-M17-Z5-D40,0,0
16637,𓂧𓈖𓇋𓍸,dnj,revet (earthen banks),D46-N35-M17-V11,0,0
16638,𓂧𓈖𓇋𓏏𓍸𓏏𓈇𓏤,dnjt,dyke,D46-N35-M17-X1-V11-X1-N23-Z1,0,0
16639,𓂧𓈖𓇋𓏏𓈖𓈘𓈅𓏤,dnjt,dyke,D46-N35-M17-X1-N35A-N36-N21-Z1,0,0
16640,𓂧𓈖𓇋𓍸𓀜,dnj,"dam (water), construct (dam), hold back",D46-N35-M17-V11-A24,0,0
16641,𓂧𓈖𓇋𓏯𓂡,dnj,"dam (water), construct (dam), hold back",D46-N35-M17-Z5-D40,0,0
16642,𓏏𓈖𓏌𓏲𓏭𓄑𓀁,dnj,"to parry, hold back, dam up",X1-N35-W24-Z7-Z4-F18-A2,0,0
16644,𓂧𓈖𓇋𓏏𓍸𓈇𓏤,dnjt,dam,D46-N35-M17-X1-V11-N23-Z1,0,0
16646,𓂧𓈖𓇋𓏏𓈖𓈘𓈇𓏤,dnjt,"ditch, canal",D46-N35-M17-X1-N35A-N36-N23-Z1,0,0
16648,𓂧𓈖𓇋𓏏𓏌,dnjt,bowl,D46-N35-M17-X1-W24,0,0
16649,𓂧𓈖𓇋𓏏𓈔𓏪,dnjt,"bowl, vase",D46-N35-M17-X1-N34-Z3,0,0
16650,𓂧𓈖𓇋𓏏𓐡,dnjt,basket,D46-N35-M17-X1-Aa19,0,0
16651,𓂧𓈖𓇋𓍸𓎅,dnj,woven work,D46-N35-M17-V11-V19,0,0
16652,𓂧𓈖𓇋𓏏𓎱𓇳,dnjt,a festival,D46-N35-M17-X1-W3-N5,0,0
16653,𓂧𓈖𓇋𓄔,dnj,share out,D46-N35-M17-F21,0,0
16654,𓄔𓏛,dnj,share out,F21-Y1,0,0
16655,𓂧𓈖𓇋𓄔𓏛,dnj,"share out, to allot",D46-N35-M17-F21-Y1,0,0
16656,𓂧𓈖𓄔𓏏𓏭,dnj,to distribute,D46-N35-F21-X1-Z4,0,0
16657,𓏞𓀀𓂧𓈖𓄔𓏏𓏛,sš dnjt,scribe of distribution,Y3-A1-D46-N35-F21-X1-Y1V,0,0
16658,𓂧𓈖𓇋𓅱𓏳𓏥,dnjw,"share, portion",D46-N35-M17-G43-Z8-Z2,0,0
16659,𓂧𓈖𓇋𓅱𓐡,dnjw,"share, portion",D46-N35-M17-G43-Aa19,0,0
16660,𓍸𓇋𓇋𓏏𓏛,dnjt,share,V11-M17-M17-X1-Y1,0,0
16661,𓂧𓏭𓇋𓇋𓍸𓈒𓏥,dnjt,"fragment, fraction, part",D46-Z4-M17-M17-V11-N33-Z2,0,0
16662,𓂧𓈖𓏌𓏲𓇋𓇋𓈐𓏏𓏤𓍼𓏤,dnyt,land register,D46-N35-W24-Z7-M17-M17-N31-X1-Z1-V12-Z1,0,0
16663,𓂧𓈖𓇋𓇋𓏏𓍼𓏤,dnyt,land register,D46-N35-M17-M17-X1-V12-Z1,0,0
16664,𓂧𓈖𓏲𓊌,dnw,dnw stone,D46-N35-Z7-O39,0,0
16665,𓂧𓈖𓏌𓅱𓏛,dnw,flaw (in stone),D46-N35-W24-G43-Y1V,0,0
16666,𓂧𓈖𓏌𓏏𓅱𓀀𓈒𓈒𓈒,dnwt,families,D46-N35-W24-X1-G43-A1-N33-N33-N33,0,0
16667,𓂧𓈖𓌰𓅓𓂽𓈇,dnm,furrow,D46-N35-T34-G17-D55-N23,0,0
16671,𓂧𓈖𓎛𓄑𓂡,dnḥ,pinion,D46-N35-V28-F18-D40,0,0
16672,𓂧𓈖𓎛𓆃𓂷𓂡,dnḥ,pinion,D46-N35-V28-H5-D51-D40,0,0
16674,𓂧𓈖𓎛𓏏𓀣𓏛𓀜,dnḥ,pinion,D46-N35-V28-X1-A31-Y1-A24,0,0
16676,𓂧𓈖𓎛𓏲𓏭𓆃𓆃,dnḥwy,wings,D46-N35-V28-Z7-Z4-H5-H5,0,0
16678,𓆓𓈖𓋴𓍘𓏛,dns,"overburdened (of stomach), weighty",I10-N35-S29-U33-Y1V,0,0
16679,𓂧𓈖𓋴𓍖𓊌,dns,"heavy, irksome, burdensome (of years)",D46-N35-S29-U32-O39,0,0
16680,𓆓𓈖𓋴𓍘𓏛,dns,"heavy, irksome, burdensome (of years)",I10-N35-S29-U33-Y1V,0,0
16681,𓂧𓈖𓋴𓍖𓏛,dns,heavy,D46-N35-S29-U32-Y1V,0,0
16682,𓂧𓈖𓋴𓏠𓈖𓍖𓏛,dns,to be heavy,D46-N35-S29-Y5-N35-U32-Y1,0,0
16683,𓂧𓈖𓋴𓍖𓏏𓏛,dns,important,D46-N35-S29-U32-X1-Y1,0,0
16684,𓂧𓈖𓊃𓊌,dns,heaviness,D46-N35-O34-O39,0,0
16685,𓂧𓈖𓋴𓍖𓊌𓏥,dnsw,weights (of net),D46-N35-S29-U32-O39-Z2,0,0
16687,𓂧𓈖𓂧𓌪,dnd,slaughter (animals),D46-N35-D46-T30,0,0
16689,𓂧𓂋𓏭𓏛,dr,"to delimit, to demarcate",D46-D21-Z4-Y1,0,0
16691,𓂧𓂋𓀜,dr,"subdue (enemies), expel, drive out (people, illness), overwhelm",D46-D21-A24,0,0
16692,𓂧𓂋𓂡,dr,"subdue (enemies), expel, drive out (people, illness)",D46-D21-D40,0,0
16693,𓂧𓂋𓀜,dr,"remove (need, evil), repress (wrongdoer), destroy (places)",D46-D21-A24,0,0
16694,𓂧𓂋𓀁,dr,"to remove, expel",D46-D21-A2,0,0
16695,𓂧𓂋𓏴𓂡,dr,"to resist, deter",D46-D21-Z9-D40,0,0
16696,𓂧𓂋𓀜,dr,"lay down (flooring), overlay (floor), dressed (meat)",D46-D21-A24,0,0
16697,𓂧𓂋𓊊𓂡,dr,to cast down,D46-D21-O37-D40,0,0
16698,𓂧𓂋𓏴𓏭𓀜,dr,to cast down,D46-D21-Z9-Z4-A24,0,0
16699,𓂧𓂋𓀜,dr,"dressed, drawn",D46-D21-A24,0,0
16700,𓂧𓂋𓍱,dr,shawl,D46-D21-V6,0,0
16701,𓂧𓂋𓊪𓂡,drp,"offer to (god), feed (someone), present (dues)",D46-D21-Q3-D40,0,0
16702,𓇥𓂋𓊪𓂠,drp,offer (things to),M36-D21-Q3-D39,0,0
