pie 	 adverb 	 piously 	 piously
omo 	 noun 	 ohm 	 ohm
ĉarme 	 adverb 	 charmingly 	 charmingly
ĉarmi 	 verb 	 charm 	 to charm, to delight
ĉarmi 	 verb 	 delight 	 to charm, to delight
jeto 	 noun 	 jet 	 jet plane
jeto 	 noun 	 airplane 	 t=airplane
jeto 	 noun 	 aeroplane 	 dated t=aeroplane
jeto 	 noun 	 jet engine 	 t=jet engine
jeto 	 noun 	 airport 	 t=airport
aŭtogiro 	 noun 	 autogyro 	 autogyro
ĵipo 	 noun 	 jeep 	 a jeep
kongreso 	 noun 	 congress 	 convention, congress
kongreso 	 noun 	 convention 	 convention, congress
sepe 	 adverb 	 seventhly 	 seventhly
naŭe 	 adverb 	 ninthly 	 ninthly
abandoni 	 verb 	 relinquish 	 to relinquish
alarmi 	 verb 	 alert 	 to alert
alarmi 	 verb 	 cafone 	 *:: Some cafone went back up to Fontamara and alerted the villagers. “Hurry, do something right away...”
alarmi 	 verb 	 alarm 	 to alarm, startle
alarmi 	 verb 	 startle 	 to alarm, startle
spontane 	 adverb 	 spontaneously 	 spontaneously
svage 	 adverb 	 vaguely 	 vaguely
populara 	 adjective 	 popular 	 popular
nederlandano 	 noun 	 Dutch 	 a Dutch person
nederlandanino 	 noun 	 Dutchwoman 	 a Dutchwoman
heroiĉo 	 noun 	 male 	 male hero
heroiĉo 	 noun 	 hero 	 male hero
broĉo 	 noun 	 brooch 	 brooch
poŝa 	 adjective 	 pocket 	 pocket used attributively
proporcio 	 noun 	 proportion 	 proportion
estiĝi 	 verb 	 come 	 to come to be, arise, start to exist
estiĝi 	 verb 	 exist 	 to come to be, arise, start to exist
estiĝi 	 verb 	 arise 	 to come to be, arise, start to exist
estiĝi 	 verb 	 be 	 to come to be, arise, start to exist
estiĝi 	 verb 	 start 	 to come to be, arise, start to exist
indiki 	 verb 	 indicate 	 to indicate
lumbo 	 noun 	 loin 	 loin
pentri 	 verb 	 paint 	 to paint
ĉeĥe 	 adverb 	 language 	 in the Czech language, in Czech
ĉeĥe 	 adverb 	 the 	 in the Czech language, in Czech
ĉeĥe 	 adverb 	 in 	 in the Czech language, in Czech
ĉeĥe 	 adverb 	 Czech 	 in the Czech language, in Czech
seksa 	 adjective 	 sexual 	 sexual
registara 	 adjective 	 government 	 government used attributively, governmental
registara 	 adjective 	 governmental 	 government used attributively, governmental
nacia 	 adjective 	 national 	 national
realigi 	 verb 	 realize 	 to realize: cause something to become real
alabastra 	 adjective 	 alabaster 	 alabastern
vespera 	 adjective 	 evening 	 of or related to evening
unuiĝi 	 verb 	 become 	 to become united
unuiĝi 	 verb 	 united 	 to become united
pundo 	 noun 	 pound 	 pound
tiama 	 adjective 	 contemporary 	 of that time, contemporary
tiama 	 adjective 	 of 	 of that time, contemporary
tiama 	 adjective 	 that 	 of that time, contemporary
tiama 	 adjective 	 time 	 of that time, contemporary
financa 	 adjective 	 financial 	 financial
aŭtomato 	 noun 	 automaton 	 automaton
ŝveli 	 verb 	 swell 	 to swell
statuta 	 adjective 	 statutory 	 statutory
rabi 	 verb 	 rob 	 take from someone by force or threat, rob
kongregacio 	 noun 	 congregation 	 congregation
ekzerci 	 verb 	 exercise 	 to exercise
morala 	 adjective 	 moral 	 moral
gvido 	 noun 	 guidance 	 guidance
juĝo 	 noun 	 judgement 	 judgement
lakta 	 adjective 	 lactic 	 milky, lactic
lakta 	 adjective 	 milky 	 milky, lactic
etete 	 adverb 	 slightly 	 slightly
pligrandiĝi 	 verb 	 become 	 to increase, become larger
pligrandiĝi 	 verb 	 increase 	 to increase, become larger
pligrandiĝi 	 verb 	 larger 	 to increase, become larger
ofici 	 verb 	 useful 	 to serve, be useful
ofici 	 verb 	 serve 	 to serve, be useful
ofici 	 verb 	 be 	 to serve, be useful
interagi 	 verb 	 interact 	 to interact
idilio 	 noun 	 idyll 	 idyll
fazo 	 noun 	 phase 	 phase
ŝajna 	 adjective 	 apparent 	 apparent, illusive, illusory, seeming, sham, suspect
ŝajna 	 adjective 	 illusive 	 apparent, illusive, illusory, seeming, sham, suspect
ŝajna 	 adjective 	 sham 	 apparent, illusive, illusory, seeming, sham, suspect
ŝajna 	 adjective 	 seeming 	 apparent, illusive, illusory, seeming, sham, suspect
ŝajna 	 adjective 	 suspect 	 apparent, illusive, illusory, seeming, sham, suspect
ŝajna 	 adjective 	 illusory 	 apparent, illusive, illusory, seeming, sham, suspect
ŝajna 	 adjective 	 videbla 	 apparent laŭŝajna, montrebla, nekaŝebla, videbla
ŝajna 	 adjective 	 montrebla 	 apparent laŭŝajna, montrebla, nekaŝebla, videbla
ŝajna 	 adjective 	 laŭŝajna 	 apparent laŭŝajna, montrebla, nekaŝebla, videbla
ŝajna 	 adjective 	 nekaŝebla 	 apparent laŭŝajna, montrebla, nekaŝebla, videbla
ŝajna 	 adjective 	 laŭŝajna 	 seeming kvazaŭa, laŭŝajna, verŝajna
ŝajna 	 adjective 	 verŝajna 	 seeming kvazaŭa, laŭŝajna, verŝajna
ŝajna 	 adjective 	 kvazaŭa 	 seeming kvazaŭa, laŭŝajna, verŝajna
ŝajna 	 adjective 	 ŝajniga 	 sham ŝajniga
ŝajna 	 adjective 	 suspekta 	 suspect suspekta
faŭno 	 noun 	 fauna 	 fauna
helena 	 adjective 	 Hellenic 	 Hellenic
disĉiplo 	 noun 	 discipline 	 discipline
disĉiplo 	 noun 	 disciple 	 disciple
graco 	 noun 	 grace 	 grace
kazo 	 noun 	 case 	 case
kazo 	 noun 	 case 	 case
heĝo 	 noun 	 hedge 	 hedge
egiptia 	 adjective 	 Egyptian 	 Egyptian
unike 	 adverb 	 uniquely 	 uniquely
latero 	 noun 	 side 	 side
manifestacio 	 noun 	 demonstration 	 demonstration
normala 	 adjective 	 normal 	 normal
reala 	 adjective 	 practical 	 practical
reala 	 adjective 	 real 	 real
reala 	 adjective 	 actual 	 actual
sindona 	 adjective 	 selfless 	 selfless, generous, devoted
sindona 	 adjective 	 devoted 	 selfless, generous, devoted
sindona 	 adjective 	 generous 	 selfless, generous, devoted
gramatike 	 adverb 	 grammatically 	 grammatically
neŭtra 	 adjective 	 neuter 	 neuter
estigi 	 verb 	 cause 	 to cause to arise
estigi 	 verb 	 to 	 to cause to arise
estigi 	 verb 	 arise 	 to cause to arise
roli 	 verb 	 play 	 to play
ŝtormi 	 verb 	 blow 	 to blow strongly
ŝtormi 	 verb 	 strongly 	 to blow strongly
ĉampiono 	 noun 	 champion 	 champion
laŭdo 	 noun 	 praise 	 praise
komunismo 	 noun 	 communism 	 communism
komunismo 	 noun 	 homaranismo 	 *title=For la neŭtralismon!|author=Eŭgeno Lanti|year=1922|passage=La homaranismo Zamenhofa povas nur kreski en komunismo.|translation=The homaranismo of Zamenhof can only grow under communism.|url=https://eo.wikisource.org/wiki/For_la_Ne%C5%ADtralismon!/I._For_la_ne%C5%ADtralismon!
tabako 	 noun 	 tobacco 	 tobacco
akto 	 noun 	 act 	 act, deed
akto 	 noun 	 deed 	 act, deed
akto 	 noun 	 certificate 	 certificate, diploma
akto 	 noun 	 diploma 	 certificate, diploma
akto 	 noun 	 document 	 document
kapitalismo 	 noun 	 capitalism 	 capitalism
agato 	 noun 	 agate 	 agate
lanĉi 	 verb 	 launch 	 to launch
ĉesigi 	 verb 	 stop 	 to stop, discontinue
ĉesigi 	 verb 	 discontinue 	 to stop, discontinue
taŭge 	 adverb 	 suitably 	 suitably
gliti 	 verb 	 slide 	 to slide
gliti 	 verb 	 glide 	 to glide
gliti 	 verb 	 skate 	 to skate
libia 	 adjective 	 Libyan 	 Libyan
tunizia 	 adjective 	 Tunisian 	 Tunisian
sud-amerika 	 adjective 	 South American 	 South American
alklimatigi 	 verb 	 acclimatize 	 to acclimatize
ario 	 noun 	 air 	 aria, air
ario 	 noun 	 aria 	 aria, air
fizike 	 adverb 	 physically 	 physically
generacio 	 noun 	 generation 	 generation
ekzili 	 verb 	 exile 	 to exile
antaŭhieraŭ 	 adverb 	 day before yesterday 	 on the day before yesterday
institucio 	 noun 	 institution 	 institution
ĝenro 	 noun 	 genre 	 genre
socialisma 	 adjective 	 socialistic 	 socialist, socialistic
socialisma 	 adjective 	 socialist 	 socialist, socialistic
muslima 	 adjective 	 Muslim 	 Muslim
reĝimo 	 noun 	 regime 	 regime
reĝimo 	 noun 	 mode 	 mode
centrisma 	 adjective 	 centrist 	 centrist
liberiĝi 	 verb 	 become 	 to be freed; to become free
liberiĝi 	 verb 	 freed 	 to be freed; to become free
liberiĝi 	 verb 	 be 	 to be freed; to become free
liberiĝi 	 verb 	 free 	 to be freed; to become free
metala 	 adjective 	 metallic 	 metal , metallic
metala 	 adjective 	 metal 	 metal , metallic
islama 	 adjective 	 Islamic 	 Islamic
ĝermana 	 adjective 	 Proto-Germanic 	 characteristic of the Proto-Germanic language and its descendants, Germanic
ĝermana 	 adjective 	 Germanic 	 characteristic of the Proto-Germanic language and its descendants, Germanic
ĝermana 	 adjective 	 Teutonic 	 characteristic of the ancient Germanic tribes, Teutonic
rifuĝi 	 verb 	 take refuge 	 to take refuge
aŭdaci 	 verb 	 dare 	 to dare
kraŝi 	 verb 	 crash 	 to crash
obei 	 verb 	 obey 	 to obey
translokigi 	 verb 	 relocate 	 to relocate
ĉifrado 	 noun 	 encryption 	 encryption
bazi 	 verb 	 base 	 to base
kalkulado 	 noun 	 calculation 	 calculation
okuma 	 adjective 	 octal 	 octal
ĉifri 	 verb 	 encrypt 	 to encrypt
kaŝa 	 adjective 	 concealed 	 hidden, concealed
kaŝa 	 adjective 	 hidden 	 hidden, concealed
jeno 	 noun 	 the 	 the following
jeno 	 noun 	 following 	 the following
marki 	 verb 	 mark 	 to mark
proksimigi 	 verb 	 bring 	 to bring closer
proksimigi 	 verb 	 closer 	 to bring closer
rimeno 	 noun 	 strap 	 strap
detale 	 adverb 	 in detail 	 in detail
metio 	 noun 	 trade 	 craft, trade
metio 	 noun 	 craft 	 craft, trade
senĝene 	 adverb 	 difficulty 	 without difficulty, without trouble
senĝene 	 adverb 	 trouble 	 without difficulty, without trouble
senĝene 	 adverb 	 without 	 without difficulty, without trouble
konigi 	 verb 	 make known 	 to make known, reveal
konigi 	 verb 	 reveal 	 to make known, reveal
guŝo 	 noun 	 legume 	 legume
komika 	 adjective 	 funny 	 comical, funny
komika 	 adjective 	 comical 	 comical, funny
adjektive 	 adverb 	 adjectivally 	 adjectivally
matematike 	 adverb 	 mathematically 	 mathematically
fantazia 	 adjective 	 fantastic 	 fantastic
kanibalismo 	 noun 	 cannibalism 	 cannibalism
idisto 	 noun 	 Idist 	 Idist, one who knows Ido
idisto 	 noun 	 Ido 	 Idist, one who knows Ido
ekskludi 	 verb 	 exclude 	 to exclude
etiĝi 	 verb 	 shrink 	 to shrink
brosi 	 verb 	 brush 	 to brush
skorpio 	 noun 	 scorpion 	 scorpion
forĝi 	 verb 	 forge 	 to forge
longigi 	 verb 	 prolong 	 to prolong
aŭtismo 	 noun 	 autism 	 autism
centralo 	 noun 	 power plant 	 power plant
centralo 	 noun 	 office 	 central office
centralo 	 noun 	 central 	 central office
restaŭri 	 verb 	 restore 	 to restore
kuniĝi 	 verb 	 come together 	 to come together
dume 	 adverb 	 however 	 in contrast, however
dume 	 adverb 	 in contrast 	 in contrast, however
marŝo 	 noun 	 walk 	 walk
saĝulo 	 noun 	 person 	 wise person, wise man
saĝulo 	 noun 	 wise 	 wise person, wise man
judaismo 	 noun 	 Judaism 	 Judaism
dece 	 adverb 	 fittingly 	 properly, fittingly
dece 	 adverb 	 properly 	 properly, fittingly
drinkaĵo 	 noun 	 drink 	 drink, served beverage
drinkaĵo 	 noun 	 beverage 	 drink, served beverage
akademia 	 adjective 	 academic 	 academic
ŝtelo 	 noun 	 theft 	 theft
ĉaso 	 noun 	 hunt 	 hunt
dinosaŭro 	 noun 	 dinosaur 	 dinosaur
denaskulo 	 noun 	 native speaker 	 native speaker
ŝalti 	 verb 	 switch 	 to switch
ŝalti 	 verb 	 switch on 	 to switch on
refuti 	 verb 	 debunk 	 to refute, disprove, debunk
refuti 	 verb 	 disprove 	 to refute, disprove, debunk
refuti 	 verb 	 refute 	 to refute, disprove, debunk
blago 	 noun 	 pull someone's leg 	 jocular lie; act of pulling someone's leg
blago 	 noun 	 jocular 	 jocular lie; act of pulling someone's leg
blago 	 noun 	 lie 	 jocular lie; act of pulling someone's leg
blago 	 noun 	 nonsense 	 nonsense
maĉi 	 verb 	 chew 	 to chew
miela 	 adjective 	 honey 	 honey
simbola 	 adjective 	 symbolic 	 symbolic
humida 	 adjective 	 humid 	 humid, wet, moist
humida 	 adjective 	 moist 	 humid, wet, moist
humida 	 adjective 	 wet 	 humid, wet, moist
ŝuti 	 verb 	 pour out 	 to dump, pour out
ŝuti 	 verb 	 dump 	 to dump, pour out
ŝuti 	 verb 	 scatter 	 to scatter
jena 	 adjective 	 following 	 following
humero 	 noun 	 humerus 	 humerus
irido 	 noun 	 iris 	 iris
egiĝi 	 verb 	 grow 	 to grow, to become bigger
egigi 	 verb 	 enlarge 	 to enlarge, make bigger
frostigi 	 verb 	 freeze 	 to freeze
eliro 	 noun 	 exit 	 exit
matene 	 adverb 	 morning 	 in the morning
egale 	 adverb 	 equally 	 equally
vidiĝi 	 verb 	 appear 	 to appear
toleri 	 verb 	 tolerate 	 to tolerate
ĥaose 	 adverb 	 chaotically 	 chaotically
muzike 	 adverb 	 musically 	 musically
laŭdinda 	 adjective 	 laudable 	 laudable, praiseworthy
laŭdinda 	 adjective 	 praiseworthy 	 laudable, praiseworthy
administracio 	 noun 	 administration 	 administration
sindromo 	 noun 	 syndrome 	 syndrome
emocio 	 noun 	 emotion 	 emotion
ĵaza 	 adjective 	 jazzy 	 jazz, jazzy
ĵaza 	 adjective 	 jazz 	 jazz, jazzy
aglutina 	 adjective 	 agglutinative 	 agglutinative
revolucio 	 noun 	 revolution 	 revolution
poligloto 	 noun 	 polyglot 	 polyglot
restaĵo 	 noun 	 remnant 	 remnant
restaĵo 	 noun 	 remainder 	 remainder
edukado 	 noun 	 education 	 education
idaro 	 noun 	 offspring 	 offspring
maltrankviligi 	 verb 	 alarm 	 to alarm, startle
maltrankviligi 	 verb 	 startle 	 to alarm, startle
alaska 	 adjective 	 Alaskan 	 Alaskan, of or pertaining to Alaska
alaska 	 adjective 	 Alaska 	 Alaskan, of or pertaining to Alaska
ĉasado 	 noun 	 hunt 	 hunt
ĉasado 	 noun 	 hunting 	 hunting
homofono 	 noun 	 homophone 	 homophone
terorismo 	 noun 	 terrorism 	 terrorism
kataro 	 noun 	 cat 	 a group of cats
kataro 	 noun 	 catarrh 	 a cold , catarrh
kataro 	 noun 	 cold 	 a cold , catarrh
pligrandigi 	 verb 	 bigger 	 to expand, make bigger
pligrandigi 	 verb 	 expand 	 to expand, make bigger
gratulo 	 noun 	 congratulation 	 congratulation
aglomero 	 noun 	 agglomeration 	 agglomeration
aglomeri 	 verb 	 agglomerate 	 to agglomerate
vivu 	 interjection 	 long live 	 long live
sinteze 	 adverb 	 synthetically 	 synthetically
kosma 	 adjective 	 cosmic 	 cosmic
kompozicio 	 noun 	 composition 	 composition
ĵulo 	 noun 	 joule 	 joule
ĵeto 	 noun 	 throw 	 throw
kreskiĝi 	 verb 	 accrue 	 to grow, accrue
kreskiĝi 	 verb 	 grow 	 to grow, accrue
kulto 	 noun 	 cult 	 a cult
gramofono 	 noun 	 gramophone 	 gramophone
despoto 	 noun 	 despot 	 despot
urĝa 	 adjective 	 urgent 	 urgent
urĝa 	 adjective 	 pressing 	 pressing
urĝe 	 adverb 	 urgently 	 urgently
urĝi 	 verb 	 hurry 	 to urge, to hurry
urĝi 	 verb 	 urge 	 to urge, to hurry
delegacio 	 noun 	 delegation 	 delegation
aromo 	 noun 	 aroma 	 aroma
aromo 	 noun 	 stench 	 gloss=stench
malĝojigi 	 verb 	 afflict 	 to afflict
malĝojigi 	 verb 	 pain 	 to cause pain
ariĝi 	 verb 	 group 	 to group, group together, become grouped together
ariĝi 	 verb 	 flock 	 to flock
aŭtokratia 	 adjective 	 autocratic 	 autocratic
fuĝi 	 verb 	 flee 	 to flee
ŝerifo 	 noun 	 sheriff 	 sheriff
adapti 	 verb 	 adapt 	 to adapt
ĵaketo 	 noun 	 jacket 	 jacket
pra 	 adjective 	 grand 	 great, grand
pra 	 adjective 	 great 	 great, grand
forsta 	 adjective 	 forest 	 forest attributive
lifto 	 noun 	 lift 	 elevator , lift
lifto 	 noun 	 elevator 	 elevator , lift
imperialisma 	 adjective 	 imperialistic 	 imperialistic
deklaracio 	 noun 	 declaration 	 declaration
civilizacio 	 noun 	 civilization 	 civilization
haĝo 	 noun 	 hajj 	 hajj
ĥimera 	 adjective 	 chimeral 	 chimeral
skandala 	 adjective 	 scandalous 	 scandalous
demonstracio 	 noun 	 demonstration 	 demonstration
nifo 	 noun 	 UFO 	 UFO
arkitekto 	 noun 	 architect 	 architect
jare 	 noun 	 yearly 	 annually, yearly
jare 	 noun 	 annually 	 annually, yearly
aŭtografo 	 noun 	 autograph 	 autograph
negoci 	 verb 	 trade 	 to trade, do business
negoci 	 verb 	 do business 	 to trade, do business
foko 	 noun 	 seal 	 seal
pralino 	 noun 	 praline 	 praline
pralino 	 noun 	 sweet 	 gloss=a sweet
poplo 	 noun 	 poplar 	 poplar
hoko 	 noun 	 hook 	 hook
mutacio 	 noun 	 mutation 	 mutation
robote 	 adverb 	 robotically 	 robotically
aŭtomate 	 adverb 	 automatically 	 automatically
retiri 	 verb 	 remove 	 to remove, withdraw
retiri 	 verb 	 withdraw 	 to remove, withdraw
aranĝo 	 noun 	 arrangement 	 arrangement
envii 	 verb 	 envy 	 to envy
aŭtografio 	 noun 	 facsimile 	 facsimile
aŭtografi 	 verb 	 autograph 	 to autograph
hermafrodito 	 noun 	 hermaphrodite 	 hermaphrodite
hermafrodito 	 noun 	 androgyne 	 gloss=androgyne
lesba 	 adjective 	 lesbian 	 lesbian
baze 	 adverb 	 basically 	 basically
abolicio 	 noun 	 abolition 	 abolition
tuje 	 adverb 	 instantaneously 	 immediately, instantaneously
tuje 	 adverb 	 immediately 	 immediately, instantaneously
alklimatiĝi 	 verb 	 acclimatize 	 to acclimatize
feliĉi 	 verb 	 happy 	 to be happy
feliĉi 	 verb 	 fortunate 	 to be felicitous, favorable, fortunate
feliĉi 	 verb 	 favorable 	 to be felicitous, favorable, fortunate
feliĉi 	 verb 	 felicitous 	 to be felicitous, favorable, fortunate
feliĉi 	 verb 	 rejoice 	 gloss=to rejoice
feliĉi 	 verb 	 take 	 gloss=to take pleasure
feliĉi 	 verb 	 pleasure 	 gloss=to take pleasure
feliĉi 	 verb 	 unhappy 	 gloss=to be unhappy; to be unfelicitous
feliĉi 	 verb 	 unfelicitous 	 gloss=to be unhappy; to be unfelicitous
feliĉiĝi 	 verb 	 happy 	 to become happy
malfeliĉiĝi 	 verb 	 unhappy 	 to become unhappy
feliĉigi 	 verb 	 happy 	 to make happy
malfeliĉigi 	 verb 	 unhappy 	 to make unhappy
pliverdiĝi 	 verb 	 become 	 to become greener
pliverdiĝi 	 verb 	 greener 	 to become greener
malpliverdiĝi 	 verb 	 become 	 to become less green
malpliverdiĝi 	 verb 	 green 	 to become less green
verdigi 	 verb 	 make 	 to make green
verdigi 	 verb 	 green 	 to make green
pliverdigi 	 verb 	 make 	 to make greener
pliverdigi 	 verb 	 greener 	 to make greener
malpliverdigi 	 verb 	 make 	 to make less green
malpliverdigi 	 verb 	 green 	 to make less green
tricio 	 noun 	 tritium 	 tritium
deŭterio 	 noun 	 deuterium 	 deuterium
psiĥa 	 adjective 	 psyche 	 pertaining or related to the psyche
pastra 	 adjective 	 pastoral 	 pastoral
jara 	 adjective 	 annual 	 annual
miaŭ 	 interjection 	 meow 	 meow
fuŝi 	 verb 	 bungle 	 to bungle, botch
fuŝi 	 verb 	 botch 	 to bungle, botch
kremacia 	 adjective 	 crematory 	 crematory
larmi 	 verb 	 weep 	 to shed tears, weep
larmi 	 verb 	 tear 	 to shed tears, weep
larmi 	 verb 	 shed 	 to shed tears, weep
spesmilo 	 noun 	 speso 	 An obsolete unit of Esperanto international unit of currency used by a few banks before World War I, equivalent to 1000 spesoj
haŝo 	 noun 	 hashish 	 |hashish
mariĥuano 	 noun 	 marijuana 	 marijuana
mariĥuano 	 noun 	 hash 	 gloss=hash
mariĥuano 	 noun 	 cannabis 	 gloss=cannabis
postmorgaŭ 	 adverb 	 day after tomorrow 	 on the day after tomorrow
postmorgaŭ 	 adverb 	 day before yesterday 	 gloss=on the day before yesterday
mikrofono 	 noun 	 microphone 	 microphone
lumigi 	 verb 	 illuminate 	 to illuminate
intence 	 adverb 	 intentionally 	 intentionally
piĝino 	 noun 	 pidgin 	 pidgin
viŝilo 	 noun 	 towel 	 towel
viŝi 	 verb 	 wipe 	 to wipe
vilo 	 noun 	 rag 	 rag
vilo 	 noun 	 tuft 	 tuft
veŝto 	 noun 	 vest 	 vest
urno 	 noun 	 urn 	 urn
ŝli 	 pronoun 	 s/he 	 they singular; s/he. A proposed gender-neutral singular third-person personal pronoun
ŝli 	 pronoun 	 gender-neutral 	 they singular; s/he. A proposed gender-neutral singular third-person personal pronoun
cilindre 	 adverb 	 cylindrically 	 cylindrically
mezpunkto 	 noun 	 midpoint 	 midpoint
pseŭdoscience 	 adverb 	 pseudoscientifically 	 pseudoscientifically
maroka 	 adjective 	 Moroccan 	 Moroccan
maroka 	 adjective 	 African 	 gloss=African
skio 	 noun 	 ski 	 a ski
ŝtala 	 adjective 	 steel 	 steel
linĉi 	 verb 	 lynch 	 to lynch
transmigri 	 verb 	 transmigrate 	 transmigrate
aligi 	 verb 	 add 	 to join, add
aligi 	 verb 	 join 	 to join, add
aligi 	 verb 	 join 	 to join
aligi 	 verb 	 ally 	 to ally oneself
aliĝi 	 verb 	 affiliate 	 to join, enroll, register, sign up, become affiliated
aliĝi 	 verb 	 join 	 to join, enroll, register, sign up, become affiliated
aliĝi 	 verb 	 register 	 to join, enroll, register, sign up, become affiliated
aliĝi 	 verb 	 sign up 	 to join, enroll, register, sign up, become affiliated
aliĝi 	 verb 	 enroll 	 to join, enroll, register, sign up, become affiliated
manao 	 noun 	 manna 	 manna
halala 	 adjective 	 halal 	 halal
gorĝa 	 adjective 	 throat 	 of or related to the throat
intui 	 verb 	 intuit 	 intuit
intuicio 	 noun 	 intuition 	 intuition
malama 	 adjective 	 hatred 	 of hatred, hateful
malama 	 adjective 	 hateful 	 of hatred, hateful
viĉano 	 noun 	 Wiccan 	 a Wiccan
mikroskope 	 adverb 	 microscopically 	 microscopically
sorĉi 	 verb 	 magic 	 to cast a magic spell on, bewitch, enchant
sorĉi 	 verb 	 bewitch 	 to cast a magic spell on, bewitch, enchant
sorĉi 	 verb 	 cast 	 to cast a magic spell on, bewitch, enchant
sorĉi 	 verb 	 spell 	 to cast a magic spell on, bewitch, enchant
sorĉi 	 verb 	 enchant 	 to cast a magic spell on, bewitch, enchant
aŭguro 	 noun 	 omen 	 an omen, a sign
aŭguro 	 noun 	 sign 	 an omen, a sign
aŭguri 	 verb 	 augur 	 to augur
aŭguri 	 verb 	 foretell 	 to foretell events by any means
aŭguri 	 verb 	 sign 	 to be a sign
improvize 	 adverb 	 improvisationally 	 In an improvised manner, improvisationally
improvize 	 adverb 	 improvise 	 In an improvised manner, improvisationally
inhali 	 verb 	 inhale 	 to inhale
rememori 	 verb 	 recollect 	 to recall, recollect
rememori 	 verb 	 recall 	 to recall, recollect
muĝi 	 verb 	 moo 	 moo
muĝi 	 verb 	 noise 	 to make a loud noise
muĝi 	 verb 	 loud 	 to make a loud noise
aeronaŭtika 	 adjective 	 aeronautical 	 aeronautical
luko 	 noun 	 porthole 	 porthole
novico 	 noun 	 novice 	 novice
maniko 	 noun 	 sleeve 	 sleeve
transporti 	 verb 	 transport 	 to transport
asociigo 	 noun 	 association 	 association
asociiĝo 	 noun 	 association 	 association
etna 	 adjective 	 ethnic 	 ethnic
kunigi 	 verb 	 join 	 to join, unify
kunigi 	 verb 	 unify 	 to join, unify
dueto 	 noun 	 duet 	 duet
ŝoka 	 adjective 	 shocking 	 shocking
ŝoke 	 adverb 	 shockingly 	 shockingly
burgo 	 noun 	 city 	 castle, fortress; city, town
burgo 	 noun 	 fortress 	 castle, fortress; city, town
burgo 	 noun 	 town 	 castle, fortress; city, town
burgo 	 noun 	 castle 	 castle, fortress; city, town
laŭreato 	 noun 	 laureate 	 laureate
gangreno 	 noun 	 gangrene 	 gangrene
ĉieo 	 noun 	 universe 	 the universe
ĉiama 	 adjective 	 eternal 	 eternal
gasti 	 verb 	 guest 	 to be a guest
sviso 	 noun 	 Swiss 	 Swiss person
kaŝe 	 adverb 	 hiddenly 	 By stealth, hiddenly
deklinacio 	 noun 	 declension 	 declension
plaĉo 	 noun 	 pleasure 	 pleasure, wish
plaĉo 	 noun 	 wish 	 pleasure, wish
tonsuro 	 noun 	 tonsure 	 tonsure
feŭda 	 adjective 	 feudal 	 feudal
allogo 	 noun 	 attraction 	 attraction; inducement
allogo 	 noun 	 inducement 	 attraction; inducement
kurba 	 adjective 	 curved 	 curved, bent
kurba 	 adjective 	 bent 	 curved, bent
gulo 	 noun 	 wolverine 	 wolverine
gulo 	 noun 	 male 	 neologism guliĉo, idiomatic gloss=male wolverine
gulo 	 noun 	 kit 	 gloss=young wolverine, wolverine kit
gulo 	 noun 	 young 	 gloss=young wolverine, wolverine kit
gulo 	 noun 	 female 	 gloss=female wolverine
racio 	 noun 	 reason 	 reason mental faculty
racionala 	 adjective 	 ratio 	 rational expressible as a ratio of two integers
racionala 	 adjective 	 integer 	 rational expressible as a ratio of two integers
racionala 	 adjective 	 rational 	 rational expressible as a ratio of two integers
paralele 	 adverb 	 parallelly 	 parallelly  lines,  surfaces etc: equally distant from one another at all points)
vidigi 	 verb 	 show 	 to show
kuŝigi 	 verb 	 lay 	 to lay
profete 	 adverb 	 prophetically 	 prophetically
pekli 	 verb 	 brine 	 to brine
fraŭdo 	 noun 	 fraud 	 fraud
adverba 	 adjective 	 adverbial 	 adverbial
dekoracio 	 noun 	 backdrop 	 backdrop
dekoracio 	 noun 	 decor 	 decor
ŝterno 	 noun 	 tern 	 tern
tutaĵo 	 noun 	 totality 	 totality
fraŭdi 	 verb 	 defraud 	 to defraud
puriĝi 	 verb 	 pure 	 to clean oneself, become clean or pure
puriĝi 	 verb 	 clean 	 to clean oneself, become clean or pure
aĝio 	 noun 	 agio 	 agio, premium on money exchange
aĝio 	 noun 	 premium 	 agio, premium on money exchange
akcio 	 noun 	 share 	 share
aldo 	 noun 	 alto 	 alto
aleksandro 	 noun 	 alexandrine 	 alexandrine
kepo 	 noun 	 kepi 	 kepi
paralelepipedo 	 noun 	 parallelepiped 	 parallelepiped
ŝato 	 noun 	 like 	 a like or predilection; appreciation or enjoyment
ŝato 	 noun 	 predilection 	 a like or predilection; appreciation or enjoyment
ŝato 	 noun 	 appreciation 	 a like or predilection; appreciation or enjoyment
ŝato 	 noun 	 enjoyment 	 a like or predilection; appreciation or enjoyment
anheli 	 verb 	 breath 	 to be out of breath; to pant, puff, hyperventilate, gasp for breath
anheli 	 verb 	 gasp 	 to be out of breath; to pant, puff, hyperventilate, gasp for breath
anheli 	 verb 	 pant 	 to be out of breath; to pant, puff, hyperventilate, gasp for breath
anheli 	 verb 	 out of breath 	 to be out of breath; to pant, puff, hyperventilate, gasp for breath
anheli 	 verb 	 hyperventilate 	 to be out of breath; to pant, puff, hyperventilate, gasp for breath
anheli 	 verb 	 puff 	 to be out of breath; to pant, puff, hyperventilate, gasp for breath
anheli 	 verb 	 say 	 to say while panting / breathlessly
estadi 	 verb 	 continue 	 to continue to be, to be for some time, to remain
