указ 	 noun 	 ukase 	 enactment, ordinance, decree, edict, ukase
плевел 	 noun 	 darnel 	 darnel, cockle, weed
плевел 	 noun 	 cockle 	 darnel, cockle, weed
плевел 	 noun 	 tares 	 tares
соработник 	 noun 	 coworker 	 coworker
раскрой 	 noun 	 cutting 	 ' cutting
раскрой 	 noun 	 cutout 	 cut, cutout, layout
раскрой 	 noun 	 layout 	 cut, cutout, layout
раскрой 	 noun 	 cut 	 cut, cutout, layout
размести 	 verb 	 sweep 	 to sweep clean
размести 	 verb 	 clean 	 to sweep clean
размести 	 verb 	 sweep 	 to sweep away
размести 	 verb 	 away 	 to sweep away
косит 	 verb 	 mow 	 |3|s|pres|ind|impfv|gloss=to mow, to wipe out, to evade slang, to pretend slang
косит 	 verb 	 wipe out 	 |3|s|pres|ind|impfv|gloss=to mow, to wipe out, to evade slang, to pretend slang
косит 	 verb 	 evade 	 |3|s|pres|ind|impfv|gloss=to mow, to wipe out, to evade slang, to pretend slang
косит 	 verb 	 pretend 	 |3|s|pres|ind|impfv|gloss=to mow, to wipe out, to evade slang, to pretend slang
косит 	 verb 	 slant 	 |3|s|pres|ind|impfv|gloss=to twist, slant eyes, mouth; to squint
косит 	 verb 	 twist 	 |3|s|pres|ind|impfv|gloss=to twist, slant eyes, mouth; to squint
косит 	 verb 	 squint 	 |3|s|pres|ind|impfv|gloss=to twist, slant eyes, mouth; to squint
палишь 	 verb 	 scorch 	 |2|s|pres|ind|impfv|gloss=to scorch; to shoot at
палишь 	 verb 	 shoot 	 |2|s|pres|ind|impfv|gloss=to scorch; to shoot at
палишь 	 verb 	 disallowed 	 |2|s|pres|ind|impfv|gloss=to catch  doing something disallowed
палишь 	 verb 	 catch 	 |2|s|pres|ind|impfv|gloss=to catch  doing something disallowed
палит 	 verb 	 scorch 	 |3|s|pres|ind|impfv|gloss=to scorch; to shoot at
палит 	 verb 	 shoot 	 |3|s|pres|ind|impfv|gloss=to scorch; to shoot at
палит 	 verb 	 disallowed 	 |3|s|pres|ind|impfv|gloss=to catch  doing something disallowed
палит 	 verb 	 catch 	 |3|s|pres|ind|impfv|gloss=to catch  doing something disallowed
палим 	 verb 	 scorch 	 |1|p|pres|ind|impfv|gloss=to scorch; to shoot at
палим 	 verb 	 shoot 	 |1|p|pres|ind|impfv|gloss=to scorch; to shoot at
палим 	 verb 	 disallowed 	 |1|p|pres|ind|impfv|gloss=to catch  doing something disallowed
палим 	 verb 	 catch 	 |1|p|pres|ind|impfv|gloss=to catch  doing something disallowed
палите 	 verb 	 scorch 	 |2|p|pres|ind|impfv|gloss=to scorch; to shoot at
палите 	 verb 	 shoot 	 |2|p|pres|ind|impfv|gloss=to scorch; to shoot at
палите 	 verb 	 disallowed 	 |2|p|pres|ind|impfv|gloss=to catch  doing something disallowed
палите 	 verb 	 catch 	 |2|p|pres|ind|impfv|gloss=to catch  doing something disallowed
палят 	 verb 	 scorch 	 |3|p|pres|ind|impfv|gloss=to scorch; to shoot at
палят 	 verb 	 shoot 	 |3|p|pres|ind|impfv|gloss=to scorch; to shoot at
палят 	 verb 	 disallowed 	 |3|p|pres|ind|impfv|gloss=to catch  doing something disallowed
палят 	 verb 	 catch 	 |3|p|pres|ind|impfv|gloss=to catch  doing something disallowed
крой 	 noun 	 style 	 cut, style '
крой 	 noun 	 cut 	 cut, style '
онколог 	 noun 	 oncologist 	 oncologist
налив 	 noun 	 pouring 	 pouring in
налив 	 noun 	 in 	 pouring in
налив 	 noun 	 volume 	 volume '
налив 	 noun 	 ripening 	 ripening
налив 	 noun 	 juice 	 sap, juice
налив 	 noun 	 sap 	 sap, juice
откуп 	 noun 	 tax farming 	 tax farming
откуп 	 noun 	 lease 	 lease
откуп 	 noun 	 payoff 	 payoff
еретик 	 noun 	 heretic 	 heretic
роно 	 noun 	 people 	 district department of people's education
роно 	 noun 	 education 	 district department of people's education
роно 	 noun 	 department 	 district department of people's education
роно 	 noun 	 district 	 district department of people's education
неволя 	 noun 	 bondage 	 slavery, captivity, bondage
неволя 	 noun 	 captivity 	 slavery, captivity, bondage
неволя 	 noun 	 slavery 	 slavery, captivity, bondage
гряда 	 noun 	 bed 	 dialectal garden bed
гряда 	 noun 	 ridge 	 ridge,  range
гряда 	 noun 	 range 	 ridge,  range
хрип 	 noun 	 wheeze 	 wheeze
логотип 	 noun 	 logo 	 logo, logotype
логотип 	 noun 	 logotype 	 logo, logotype
логотип 	 noun 	 logotype 	 logotype
лого 	 noun 	 logo 	 logo, logotype
лого 	 noun 	 logotype 	 logo, logotype
люкс 	 noun 	 lux 	 lux
люкс 	 adjective 	 deluxe 	 deluxe
люкс 	 adjective 	 suite 	 deluxe suite
гурман 	 noun 	 gourmet 	 gourmet
варварство 	 noun 	 barbarity 	 barbarism, barbarity, barbarianism
варварство 	 noun 	 barbarianism 	 barbarism, barbarity, barbarianism
варварство 	 noun 	 barbarism 	 barbarism, barbarity, barbarianism
жэк 	 noun 	 maintenance 	 housing maintenance office
жэк 	 noun 	 housing 	 housing maintenance office
жэк 	 noun 	 office 	 housing maintenance office
ушат 	 noun 	 tub 	 tub, bucket
ушат 	 noun 	 bucket 	 tub, bucket
а-а 	 interjection 	 ah 	 ah, aah, oh
а-а 	 interjection 	 oh 	 ah, aah, oh
а-а 	 interjection 	 aah 	 ah, aah, oh
а-а 	 interjection 	 aah 	 aah
лавра 	 noun 	 monastery 	 lavra,  monastery
лавра 	 noun 	 lavra 	 lavra,  monastery
игого 	 interjection 	 whinny 	 imitative whinny, neigh
игого 	 interjection 	 neigh 	 imitative whinny, neigh
покои 	 noun 	 house 	 living part of a house
соли 	 noun 	 punch line 	 |gen|s|;|nom|p|t=salt, punch line
соли 	 noun 	 salt 	 |gen|s|;|nom|p|t=salt, punch line
соли 	 noun 	 sol 	 |nom|p|gloss=sol unit of Peruvian currency
хора 	 noun 	 hora 	 hora
хора 	 noun 	 polis 	 territory used by the citizens of the ancient polis for farming
хора 	 noun 	 deer 	 a male deer
авва 	 noun 	 Abba 	 Abba
рёва 	 noun 	 crybaby 	 crybaby
лада 	 noun 	 darling 	 darling, sweetheart
лада 	 noun 	 sweetheart 	 darling, sweetheart
лады 	 interjection 	 ладно 	 same as ладно
черва 	 noun 	 hearts 	 hearts
пайка 	 noun 	 soldering 	 soldering
пайка 	 noun 	 ration 	 ration, slang form of паёк
на весу 	 adverb 	 balanced 	 in a suspended or balanced position
на весу 	 adverb 	 suspended 	 in a suspended or balanced position
бус 	 noun 	 small 	 small precipitation
бус 	 noun 	 precipitation 	 small precipitation
бус 	 noun 	 man 	 a drunk man
бус 	 noun 	 drunk 	 a drunk man
бус 	 noun 	 bus 	 Automobiles  a bus, sometimes a minibus
бус 	 noun 	 minibus 	 Automobiles  a bus, sometimes a minibus
дива 	 noun 	 diva 	 diva
тоника 	 noun 	 tonic 	 tonic
захлёбываться 	 verb 	 swallow 	 to choke, to swallow the wrong way
захлёбываться 	 verb 	 choke 	 to choke, to swallow the wrong way
мёрзнуть 	 verb 	 freeze 	 to freeze, to feel cold
мёрзнуть 	 verb 	 frozen 	 to become frozen
шляхта 	 noun 	 szlachta 	 szlachta
гяур 	 noun 	 giaour 	 giaour
кедровый 	 adjective 	 cedar 	 cedar
кедровый 	 adjective 	 nut 	 lit=cedar nut
кедровый 	 adjective 	 grove 	 cedar grove
хаза 	 noun 	 hideout 	 hideout
хаза 	 noun 	 разбойничий 	 * year=1970|author=Надежда Яковлевна Мандельштам |title=Воспоминания|trans-title=Hope Against Hope|volume_plain=chapter 1, "Майская ночь "|text=В на́ши прити́хшие, ни́щие дома́ они́ входи́ли, как  разбо́йничьи прито́ны, как  ха́зу, как  та́йные лаборато́рии, где карбона́рии  ма́сках изготовля́ют динами́т  собира́ются оказа́ть вооружённое сопротивле́ние.|t=Into our hushed, destitute homes they entered, as if into robbers' dens, as if into a hideout, as if into secret laboratories where masked Carbonari are making dynamite and preparing to offer armed resistance
хаза 	 noun 	 они́ 	 * year=1970|author=Надежда Яковлевна Мандельштам |title=Воспоминания|trans-title=Hope Against Hope|volume_plain=chapter 1, "Майская ночь "|text=В на́ши прити́хшие, ни́щие дома́ они́ входи́ли, как  разбо́йничьи прито́ны, как  ха́зу, как  та́йные лаборато́рии, где карбона́рии  ма́сках изготовля́ют динами́т  собира́ются оказа́ть вооружённое сопротивле́ние.|t=Into our hushed, destitute homes they entered, as if into robbers' dens, as if into a hideout, as if into secret laboratories where masked Carbonari are making dynamite and preparing to offer armed resistance
хаза 	 noun 	 динами́т 	 * year=1970|author=Надежда Яковлевна Мандельштам |title=Воспоминания|trans-title=Hope Against Hope|volume_plain=chapter 1, "Майская ночь "|text=В на́ши прити́хшие, ни́щие дома́ они́ входи́ли, как  разбо́йничьи прито́ны, как  ха́зу, как  та́йные лаборато́рии, где карбона́рии  ма́сках изготовля́ют динами́т  собира́ются оказа́ть вооружённое сопротивле́ние.|t=Into our hushed, destitute homes they entered, as if into robbers' dens, as if into a hideout, as if into secret laboratories where masked Carbonari are making dynamite and preparing to offer armed resistance
хаза 	 noun 	 нищий 	 * year=1970|author=Надежда Яковлевна Мандельштам |title=Воспоминания|trans-title=Hope Against Hope|volume_plain=chapter 1, "Майская ночь "|text=В на́ши прити́хшие, ни́щие дома́ они́ входи́ли, как  разбо́йничьи прито́ны, как  ха́зу, как  та́йные лаборато́рии, где карбона́рии  ма́сках изготовля́ют динами́т  собира́ются оказа́ть вооружённое сопротивле́ние.|t=Into our hushed, destitute homes they entered, as if into robbers' dens, as if into a hideout, as if into secret laboratories where masked Carbonari are making dynamite and preparing to offer armed resistance
хаза 	 noun 	 наш 	 * year=1970|author=Надежда Яковлевна Мандельштам |title=Воспоминания|trans-title=Hope Against Hope|volume_plain=chapter 1, "Майская ночь "|text=В на́ши прити́хшие, ни́щие дома́ они́ входи́ли, как  разбо́йничьи прито́ны, как  ха́зу, как  та́йные лаборато́рии, где карбона́рии  ма́сках изготовля́ют динами́т  собира́ются оказа́ть вооружённое сопротивле́ние.|t=Into our hushed, destitute homes they entered, as if into robbers' dens, as if into a hideout, as if into secret laboratories where masked Carbonari are making dynamite and preparing to offer armed resistance
хаза 	 noun 	 собираться 	 * year=1970|author=Надежда Яковлевна Мандельштам |title=Воспоминания|trans-title=Hope Against Hope|volume_plain=chapter 1, "Майская ночь "|text=В на́ши прити́хшие, ни́щие дома́ они́ входи́ли, как  разбо́йничьи прито́ны, как  ха́зу, как  та́йные лаборато́рии, где карбона́рии  ма́сках изготовля́ют динами́т  собира́ются оказа́ть вооружённое сопротивле́ние.|t=Into our hushed, destitute homes they entered, as if into robbers' dens, as if into a hideout, as if into secret laboratories where masked Carbonari are making dynamite and preparing to offer armed resistance
хаза 	 noun 	 притихший 	 * year=1970|author=Надежда Яковлевна Мандельштам |title=Воспоминания|trans-title=Hope Against Hope|volume_plain=chapter 1, "Майская ночь "|text=В на́ши прити́хшие, ни́щие дома́ они́ входи́ли, как  разбо́йничьи прито́ны, как  ха́зу, как  та́йные лаборато́рии, где карбона́рии  ма́сках изготовля́ют динами́т  собира́ются оказа́ть вооружённое сопротивле́ние.|t=Into our hushed, destitute homes they entered, as if into robbers' dens, as if into a hideout, as if into secret laboratories where masked Carbonari are making dynamite and preparing to offer armed resistance
хаза 	 noun 	 входить 	 * year=1970|author=Надежда Яковлевна Мандельштам |title=Воспоминания|trans-title=Hope Against Hope|volume_plain=chapter 1, "Майская ночь "|text=В на́ши прити́хшие, ни́щие дома́ они́ входи́ли, как  разбо́йничьи прито́ны, как  ха́зу, как  та́йные лаборато́рии, где карбона́рии  ма́сках изготовля́ют динами́т  собира́ются оказа́ть вооружённое сопротивле́ние.|t=Into our hushed, destitute homes they entered, as if into robbers' dens, as if into a hideout, as if into secret laboratories where masked Carbonari are making dynamite and preparing to offer armed resistance
хаза 	 noun 	 сопротивле́ние 	 * year=1970|author=Надежда Яковлевна Мандельштам |title=Воспоминания|trans-title=Hope Against Hope|volume_plain=chapter 1, "Майская ночь "|text=В на́ши прити́хшие, ни́щие дома́ они́ входи́ли, как  разбо́йничьи прито́ны, как  ха́зу, как  та́йные лаборато́рии, где карбона́рии  ма́сках изготовля́ют динами́т  собира́ются оказа́ть вооружённое сопротивле́ние.|t=Into our hushed, destitute homes they entered, as if into robbers' dens, as if into a hideout, as if into secret laboratories where masked Carbonari are making dynamite and preparing to offer armed resistance
хаза 	 noun 	 дом 	 * year=1970|author=Надежда Яковлевна Мандельштам |title=Воспоминания|trans-title=Hope Against Hope|volume_plain=chapter 1, "Майская ночь "|text=В на́ши прити́хшие, ни́щие дома́ они́ входи́ли, как  разбо́йничьи прито́ны, как  ха́зу, как  та́йные лаборато́рии, где карбона́рии  ма́сках изготовля́ют динами́т  собира́ются оказа́ть вооружённое сопротивле́ние.|t=Into our hushed, destitute homes they entered, as if into robbers' dens, as if into a hideout, as if into secret laboratories where masked Carbonari are making dynamite and preparing to offer armed resistance
хаза 	 noun 	 оказа́ть 	 * year=1970|author=Надежда Яковлевна Мандельштам |title=Воспоминания|trans-title=Hope Against Hope|volume_plain=chapter 1, "Майская ночь "|text=В на́ши прити́хшие, ни́щие дома́ они́ входи́ли, как  разбо́йничьи прито́ны, как  ха́зу, как  та́йные лаборато́рии, где карбона́рии  ма́сках изготовля́ют динами́т  собира́ются оказа́ть вооружённое сопротивле́ние.|t=Into our hushed, destitute homes they entered, as if into robbers' dens, as if into a hideout, as if into secret laboratories where masked Carbonari are making dynamite and preparing to offer armed resistance
хаза 	 noun 	 изготовлять 	 * year=1970|author=Надежда Яковлевна Мандельштам |title=Воспоминания|trans-title=Hope Against Hope|volume_plain=chapter 1, "Майская ночь "|text=В на́ши прити́хшие, ни́щие дома́ они́ входи́ли, как  разбо́йничьи прито́ны, как  ха́зу, как  та́йные лаборато́рии, где карбона́рии  ма́сках изготовля́ют динами́т  собира́ются оказа́ть вооружённое сопротивле́ние.|t=Into our hushed, destitute homes they entered, as if into robbers' dens, as if into a hideout, as if into secret laboratories where masked Carbonari are making dynamite and preparing to offer armed resistance
хаза 	 noun 	 как 	 * year=1970|author=Надежда Яковлевна Мандельштам |title=Воспоминания|trans-title=Hope Against Hope|volume_plain=chapter 1, "Майская ночь "|text=В на́ши прити́хшие, ни́щие дома́ они́ входи́ли, как  разбо́йничьи прито́ны, как  ха́зу, как  та́йные лаборато́рии, где карбона́рии  ма́сках изготовля́ют динами́т  собира́ются оказа́ть вооружённое сопротивле́ние.|t=Into our hushed, destitute homes they entered, as if into robbers' dens, as if into a hideout, as if into secret laboratories where masked Carbonari are making dynamite and preparing to offer armed resistance
хаза 	 noun 	 вооружённый 	 * year=1970|author=Надежда Яковлевна Мандельштам |title=Воспоминания|trans-title=Hope Against Hope|volume_plain=chapter 1, "Майская ночь "|text=В на́ши прити́хшие, ни́щие дома́ они́ входи́ли, как  разбо́йничьи прито́ны, как  ха́зу, как  та́йные лаборато́рии, где карбона́рии  ма́сках изготовля́ют динами́т  собира́ются оказа́ть вооружённое сопротивле́ние.|t=Into our hushed, destitute homes they entered, as if into robbers' dens, as if into a hideout, as if into secret laboratories where masked Carbonari are making dynamite and preparing to offer armed resistance
хаза 	 noun 	 притон 	 * year=1970|author=Надежда Яковлевна Мандельштам |title=Воспоминания|trans-title=Hope Against Hope|volume_plain=chapter 1, "Майская ночь "|text=В на́ши прити́хшие, ни́щие дома́ они́ входи́ли, как  разбо́йничьи прито́ны, как  ха́зу, как  та́йные лаборато́рии, где карбона́рии  ма́сках изготовля́ют динами́т  собира́ются оказа́ть вооружённое сопротивле́ние.|t=Into our hushed, destitute homes they entered, as if into robbers' dens, as if into a hideout, as if into secret laboratories where masked Carbonari are making dynamite and preparing to offer armed resistance
хаза 	 noun 	 маска 	 * year=1970|author=Надежда Яковлевна Мандельштам |title=Воспоминания|trans-title=Hope Against Hope|volume_plain=chapter 1, "Майская ночь "|text=В на́ши прити́хшие, ни́щие дома́ они́ входи́ли, как  разбо́йничьи прито́ны, как  ха́зу, как  та́йные лаборато́рии, где карбона́рии  ма́сках изготовля́ют динами́т  собира́ются оказа́ть вооружённое сопротивле́ние.|t=Into our hushed, destitute homes they entered, as if into robbers' dens, as if into a hideout, as if into secret laboratories where masked Carbonari are making dynamite and preparing to offer armed resistance
хаза 	 noun 	 тайный 	 * year=1970|author=Надежда Яковлевна Мандельштам |title=Воспоминания|trans-title=Hope Against Hope|volume_plain=chapter 1, "Майская ночь "|text=В на́ши прити́хшие, ни́щие дома́ они́ входи́ли, как  разбо́йничьи прито́ны, как  ха́зу, как  та́йные лаборато́рии, где карбона́рии  ма́сках изготовля́ют динами́т  собира́ются оказа́ть вооружённое сопротивле́ние.|t=Into our hushed, destitute homes they entered, as if into robbers' dens, as if into a hideout, as if into secret laboratories where masked Carbonari are making dynamite and preparing to offer armed resistance
хаза 	 noun 	 где 	 * year=1970|author=Надежда Яковлевна Мандельштам |title=Воспоминания|trans-title=Hope Against Hope|volume_plain=chapter 1, "Майская ночь "|text=В на́ши прити́хшие, ни́щие дома́ они́ входи́ли, как  разбо́йничьи прито́ны, как  ха́зу, как  та́йные лаборато́рии, где карбона́рии  ма́сках изготовля́ют динами́т  собира́ются оказа́ть вооружённое сопротивле́ние.|t=Into our hushed, destitute homes they entered, as if into robbers' dens, as if into a hideout, as if into secret laboratories where masked Carbonari are making dynamite and preparing to offer armed resistance
хаза 	 noun 	 в 	 * year=1970|author=Надежда Яковлевна Мандельштам |title=Воспоминания|trans-title=Hope Against Hope|volume_plain=chapter 1, "Майская ночь "|text=В на́ши прити́хшие, ни́щие дома́ они́ входи́ли, как  разбо́йничьи прито́ны, как  ха́зу, как  та́йные лаборато́рии, где карбона́рии  ма́сках изготовля́ют динами́т  собира́ются оказа́ть вооружённое сопротивле́ние.|t=Into our hushed, destitute homes they entered, as if into robbers' dens, as if into a hideout, as if into secret laboratories where masked Carbonari are making dynamite and preparing to offer armed resistance
хаза 	 noun 	 лаборатория 	 * year=1970|author=Надежда Яковлевна Мандельштам |title=Воспоминания|trans-title=Hope Against Hope|volume_plain=chapter 1, "Майская ночь "|text=В на́ши прити́хшие, ни́щие дома́ они́ входи́ли, как  разбо́йничьи прито́ны, как  ха́зу, как  та́йные лаборато́рии, где карбона́рии  ма́сках изготовля́ют динами́т  собира́ются оказа́ть вооружённое сопротивле́ние.|t=Into our hushed, destitute homes they entered, as if into robbers' dens, as if into a hideout, as if into secret laboratories where masked Carbonari are making dynamite and preparing to offer armed resistance
хуя 	 interjection 	 holy shit 	 nodot=1: holy shit
тонам 	 noun 	 tone 	 |dat|p|gloss=tone
тонами 	 noun 	 tone 	 |ins|p|gloss=tone
тонах 	 noun 	 tone 	 |pre|p|gloss=tone
мате 	 noun 	 maté 	 maté
расам 	 noun 	 rasam 	 rasam
хулить 	 verb 	 slander 	 to revile, to abuse, to defame, to slander
хулить 	 verb 	 revile 	 to revile, to abuse, to defame, to slander
хулить 	 verb 	 defame 	 to revile, to abuse, to defame, to slander
хулить 	 verb 	 abuse 	 to revile, to abuse, to defame, to slander
разветвлённый 	 adjective 	 extensive 	 extensive, far-flung
разветвлённый 	 adjective 	 far-flung 	 extensive, far-flung
разветвлённый 	 adjective 	 ramified 	 ramified
да-да 	 adverb 	 yes 	 yes
населённый 	 adjective 	 highly 	 highly populated
населённый 	 adjective 	 populated 	 highly populated
этажерка 	 noun 	 etagere 	 bookshelf, bookcase, whatnot, etagere
этажерка 	 noun 	 bookshelf 	 bookshelf, bookcase, whatnot, etagere
этажерка 	 noun 	 bookcase 	 bookshelf, bookcase, whatnot, etagere
этажерка 	 noun 	 whatnot 	 bookshelf, bookcase, whatnot, etagere
этажерка 	 noun 	 rack 	 shoe rack
этажерка 	 noun 	 shoe 	 shoe rack
аскеза 	 noun 	 asceticism 	 asceticism
отделаться 	 verb 	 finish 	 to get rid ', to get away ', to throw off, to shake off, to be through ', to finish '
отделаться 	 verb 	 get rid 	 to get rid ', to get away ', to throw off, to shake off, to be through ', to finish '
отделаться 	 verb 	 be through 	 to get rid ', to get away ', to throw off, to shake off, to be through ', to finish '
отделаться 	 verb 	 throw off 	 to get rid ', to get away ', to throw off, to shake off, to be through ', to finish '
отделаться 	 verb 	 get away 	 to get rid ', to get away ', to throw off, to shake off, to be through ', to finish '
отделаться 	 verb 	 shake off 	 to get rid ', to get away ', to throw off, to shake off, to be through ', to finish '
отделаться 	 verb 	 get away 	 to escape ', to get away ', to get off '
отделаться 	 verb 	 get off 	 to escape ', to get away ', to get off '
отделаться 	 verb 	 escape 	 to escape ', to get away ', to get off '
отделаться 	 verb 	 get away 	 to get away ', to get off '
отделаться 	 verb 	 get off 	 to get away ', to get off '
отделать 	 verb 	 finish 	 to finish, to trim '
отделать 	 verb 	 trim 	 to finish, to trim '
отделать 	 verb 	 trim 	 to trim '
отделать 	 verb 	 spoil 	 to spoil, to ruin
отделать 	 verb 	 ruin 	 to spoil, to ruin
отделать 	 verb 	 give the works 	 to beat, to wallop, to lick, to give the works, to give the business, to tan someone's hide
отделать 	 verb 	 beat 	 to beat, to wallop, to lick, to give the works, to give the business, to tan someone's hide
отделать 	 verb 	 wallop 	 to beat, to wallop, to lick, to give the works, to give the business, to tan someone's hide
отделать 	 verb 	 give the business 	 to beat, to wallop, to lick, to give the works, to give the business, to tan someone's hide
отделать 	 verb 	 lick 	 to beat, to wallop, to lick, to give the works, to give the business, to tan someone's hide
отделать 	 verb 	 tan someone's hide 	 to beat, to wallop, to lick, to give the works, to give the business, to tan someone's hide
вешание 	 noun 	 hanging 	 hanging
объёмный 	 adjective 	 volume 	 volume
объёмный 	 adjective 	 roomy 	 voluminous, roomy
объёмный 	 adjective 	 voluminous 	 voluminous, roomy
объёмный 	 adjective 	 volume 	 by volume
объёмный 	 adjective 	 bulk weight 	 bulk weight, weight by volume
объёмный 	 adjective 	 volumetric 	 volumetric
объёмный 	 adjective 	 three-dimensional 	 three-dimensional
объёмный 	 adjective 	 stereoscopic 	 stereoscopic image
удлинённый 	 adjective 	 elongated 	 elongated, lengthened
удлинённый 	 adjective 	 lengthened 	 elongated, lengthened
расчётный 	 adjective 	 calculation 	 calculation
расчётный 	 adjective 	 pay 	 pay, payment
расчётный 	 adjective 	 payment 	 pay, payment
расчётный 	 adjective 	 payroll 	 payroll
расчётный 	 adjective 	 clearing house 	 clearing house
расчётный 	 adjective 	 estimated 	 estimated
летный 	 adjective 	 summer 	 summer
летный 	 adjective 	 old 	 old
лётный 	 adjective 	 flying 	 flying, flight
лётный 	 adjective 	 flight 	 flying, flight
лётный 	 adjective 	 runway 	 runway
лётный 	 adjective 	 airfield 	 airfield
лёт 	 noun 	 flight 	 flight
лёт 	 noun 	 on the fly 	 in midair, on the fly
лёт 	 noun 	 midair 	 in midair, on the fly
зверски 	 adverb 	 beastly 	 monstrously, beastly, cruelly
зверски 	 adverb 	 cruelly 	 monstrously, beastly, cruelly
зверски 	 adverb 	 monstrously 	 monstrously, beastly, cruelly
зверски 	 adverb 	 awfully 	 awfully, terribly
зверски 	 adverb 	 terribly 	 awfully, terribly
ашанти 	 noun 	 Ashanti 	 Ashanti
формуляр 	 noun 	 form 	 form
формуляр 	 noun 	 logbook 	 logbook
формуляр 	 noun 	 service 	 record of service
формуляр 	 noun 	 record 	 record of service
вывёртывать 	 verb 	 unscrew 	 to unscrew
вывёртывать 	 verb 	 twist 	 '  to twist, to wrench
вывёртывать 	 verb 	 wrench 	 '  to twist, to wrench
вывёртывать 	 verb 	 turn 	 to turn ' out
вывёртывать 	 verb 	 out 	 to turn ' out
выдёргивать 	 verb 	 pull out 	 to pull out
перевёртываться 	 verb 	 turn round 	 to turn over, to turn round
перевёртываться 	 verb 	 turn over 	 to turn over, to turn round
перевёртываться 	 verb 	 capsize 	 to capsize, to overturn
перевёртываться 	 verb 	 overturn 	 to capsize, to overturn
дёрнуться 	 verb 	 twitch 	 to twitch
дёрнуться 	 verb 	 jitter 	 ' to jitter
дёрнуться 	 verb 	 fret 	 to fret, to fidget
дёрнуться 	 verb 	 fidget 	 to fret, to fidget
дёрнуться 	 verb 	 scamper 	 to rush, to scurry, to scamper
дёрнуться 	 verb 	 rush 	 to rush, to scurry, to scamper
дёрнуться 	 verb 	 scurry 	 to rush, to scurry, to scamper
дёргаться 	 verb 	 twitch 	 to twitch
дёргаться 	 verb 	 jitter 	 ' to jitter
дёргаться 	 verb 	 fret 	 to fret, to fidget
дёргаться 	 verb 	 fidget 	 to fret, to fidget
дёргаться 	 verb 	 scamper 	 to rush, to scurry, to scamper
дёргаться 	 verb 	 rush 	 to rush, to scurry, to scamper
дёргаться 	 verb 	 scurry 	 to rush, to scurry, to scamper
поблёскивать 	 verb 	 sometimes 	 POS=verb: to shine a little, to shine sometimes
поблёскивать 	 verb 	 shine 	 POS=verb: to shine a little, to shine sometimes
поблёскивать 	 verb 	 little 	 POS=verb: to shine a little, to shine sometimes
раздражённо 	 adverb 	 manner 	 with irritation, in an irritated manner
раздражённо 	 adverb 	 irritation 	 with irritation, in an irritated manner
раздражённо 	 adverb 	 irritated 	 with irritation, in an irritated manner
недалёкий 	 adjective 	 near 	 close, near, nearby
недалёкий 	 adjective 	 close 	 close, near, nearby
недалёкий 	 adjective 	 nearby 	 close, near, nearby
недалёкий 	 adjective 	 recent 	 close, near ; recent, soon
недалёкий 	 adjective 	 near 	 close, near ; recent, soon
недалёкий 	 adjective 	 close 	 close, near ; recent, soon
недалёкий 	 adjective 	 soon 	 close, near ; recent, soon
недалёкий 	 adjective 	 narrow-minded 	 dim-witted, narrow-minded, stupid
недалёкий 	 adjective 	 dim-witted 	 dim-witted, narrow-minded, stupid
недалёкий 	 adjective 	 stupid 	 dim-witted, narrow-minded, stupid
тряхнуть 	 verb 	 shake 	 to shake
беллетристика 	 noun 	 reading 	 easy reading, pulp fiction
беллетристика 	 noun 	 easy 	 easy reading, pulp fiction
беллетристика 	 noun 	 pulp fiction 	 easy reading, pulp fiction
беллетристика 	 noun 	 fiction 	 fiction, belles-lettres
беллетристика 	 noun 	 belles-lettres 	 fiction, belles-lettres
наделать 	 verb 	 make 	 ' to make, to churn out
наделать 	 verb 	 churn out 	 ' to make, to churn out
наделать 	 verb 	 cause 	 to give, to cause
наделать 	 verb 	 give 	 to give, to cause
смешаться 	 verb 	 blend 	 to mix, to blend , to mingle, to intermingle with с + instrumental
смешаться 	 verb 	 intermingle 	 to mix, to blend , to mingle, to intermingle with с + instrumental
смешаться 	 verb 	 mix 	 to mix, to blend , to mingle, to intermingle with с + instrumental
смешаться 	 verb 	 mingle 	 to mix, to blend , to mingle, to intermingle with с + instrumental
смешаться 	 verb 	 merge 	 to merge
смешаться 	 verb 	 jumbled 	 to get mixed up, to be jumbled
смешаться 	 verb 	 mixed up 	 to get mixed up, to be jumbled
смешаться 	 verb 	 confused 	 to become confused
одарённый 	 adjective 	 endowed 	 endowed with
одарённый 	 adjective 	 gifted 	 gifted, talented
одарённый 	 adjective 	 talented 	 gifted, talented
обобщённый 	 adjective 	 abstract 	 generalized, abstract
обобщённый 	 adjective 	 generalized 	 generalized, abstract
упрощённый 	 adjective 	 simplified 	 simplified
упрощённый 	 adjective 	 simplistic 	 simplistic, oversimplified
упрощённый 	 adjective 	 oversimplified 	 simplistic, oversimplified
удивлённый 	 adjective 	 amazed 	 surprised, amazed experiencing surprise or amazement; of a person
удивлённый 	 adjective 	 surprised 	 surprised, amazed experiencing surprise or amazement; of a person
удивлённый 	 adjective 	 amazed 	 surprised, amazed expressing surprise or amazement; of a look, face, tone, etc
удивлённый 	 adjective 	 surprised 	 surprised, amazed expressing surprise or amazement; of a look, face, tone, etc
чёрно-белый 	 adjective 	 monochrome 	 black-and-white, monochrome
чёрно-белый 	 adjective 	 black-and-white 	 black-and-white, monochrome
