gratis 	 adverb 	 free 	 free, without charge, gratis
zettingeois 	 adjective 	 Zetting 	 Of or from Zetting
zettingeois 	 noun 	 Zetting 	 A native or inhabitant of Zetting
tchernobyl 	 noun 	 hashish 	 low-quality hashish
zhuyin 	 noun 	 Zhuyin 	 bopomofo, Zhuyin
zhuyin 	 noun 	 bopomofo 	 bopomofo, Zhuyin
zicavais 	 adjective 	 Zicavo 	 Of or from Zicavo
zicavais 	 noun 	 Zicavo 	 A native or inhabitant of Zicavo
zigliarais 	 adjective 	 Zigliara 	 Of or from Zigliara
zigliarais 	 noun 	 Zigliara 	 A native or inhabitant of Zigliara
zignérais 	 adjective 	 La Séguinière 	 Of or from La Séguinière
zignérais 	 noun 	 La Séguinière 	 A native or inhabitant of La Séguinière
ziliais 	 adjective 	 Zilia 	 Of or from Zilia
ziliais 	 noun 	 Zilia 	 A native or inhabitant of Zilia
zillingeois 	 adjective 	 Zilling 	 Of or from Zilling
zillingeois 	 noun 	 Zilling 	 A native or inhabitant of Zilling
zillisheimois 	 adjective 	 Zillisheim 	 Of or from Zillisheim
zillisheimois 	 noun 	 Zillisheim 	 A native or inhabitant of Zillisheim
zimmersheimois 	 adjective 	 Zimmersheim 	 Of or from Zimmersheim
zimmersheimois 	 noun 	 Zimmersheim 	 A native or inhabitant of Zimmersheim
zimmingeois 	 adjective 	 Zimming 	 Of or from Zimming
zimmingeois 	 noun 	 Zimming 	 A native or inhabitant of Zimming
tadam 	 interjection 	 ta-da 	 ta-da! shazaam!
tadam 	 interjection 	 shazaam 	 ta-da! shazaam!
zincurtien 	 adjective 	 Zincourt 	 Of or from Zincourt
zincurtien 	 noun 	 Zincourt 	 A native or inhabitant of Zincourt
zinswillerois 	 adjective 	 Zinswiller 	 Of or from Zinswiller
zinswillerois 	 noun 	 Zinswiller 	 A native or inhabitant of Zinswiller
zire 	 noun 	 disgust 	 horror, disgust
zire 	 noun 	 horror 	 horror, disgust
zittersheimois 	 adjective 	 Zittersheim 	 Of or from Zittersheim
zittersheimois 	 noun 	 Zittersheim 	 A resident or inhabitant of Zittersheim
zlinois 	 adjective 	 Zlín 	 Of or from Zlín
zlinois 	 noun 	 Zlín 	 A native or inhabitant of Zlín
zoé 	 noun 	 zoaea 	 zoaea
zœbersdorfois 	 adjective 	 Zœbersdorf 	 Of or from Zœbersdorf
zœbersdorfois 	 noun 	 Zœbersdorf 	 A native or inhabitant of Zœbersdorf
zoerselois 	 adjective 	 Zoersel 	 Of or from Zoersel
zoerselois 	 noun 	 Zoersel 	 A native or inhabitant of Zoersel
zonzais 	 adjective 	 Zonza 	 Of or from Zonza
zonzais 	 noun 	 Zonza 	 A native or inhabitant of Zonza
zoocénose 	 noun 	 zoocenosis 	 zoocenosis
zooïatre 	 noun 	 veterinarian 	 veterinarian
zorne 	 noun 	 zornia 	 zornia
zotelois 	 adjective 	 Zoteux 	 Of or from Zoteux
zotelois 	 noun 	 Zoteux 	 A native or inhabitant of Zoteux
zotiquien 	 adjective 	 Saint-Zotique 	 Of or from Saint-Zotique
zotiquien 	 noun 	 Saint-Zotique 	 A native or inhabitant of Saint-Zotique
zouafquois 	 adjective 	 Zouafques 	 Of or from Zouafques
zouafquois 	 noun 	 Zouafques 	 A native or inhabitant of Zouafques
zozais 	 adjective 	 Zoza 	 Of or from Zoza
zozais 	 noun 	 Zoza 	 A native or inhabitant of Zoza
zuanais 	 adjective 	 Zuani 	 Of or from Zuani
zuanais 	 noun 	 Zuani 	 A native or inhabitant of Zuani
zudausquois 	 adjective 	 Zudausques 	 Of or from Zudausques
zudausquois 	 noun 	 Zudausques 	 A native or inhabitant of Zudausques
zutkerquois 	 adjective 	 Zutkerque 	 Of or from Zutkerque
zutkerquois 	 noun 	 Zutkerque 	 A native or inhabitant of Zutkerque
zuydcootois 	 adjective 	 Zuydcoote 	 Of or from Zuydcoote
zuydcootois 	 noun 	 Zuydcoote 	 A native or inhabitant of Zuydcoote
zuytpeenois 	 adjective 	 Zuytpeene 	 Of or from Zuytpeene
zuytpeenois 	 noun 	 Zuytpeene 	 A native or inhabitant of Zuytpeene
zygnéma 	 noun 	 alga 	 Any filamentous alga of the genus genus
zygnéma 	 noun 	 filamentous 	 Any filamentous alga of the genus genus
yamoussoukrois 	 adjective 	 Yamoussoukro 	 Of or from Yamoussoukro
yamoussoukrois 	 noun 	 Yamoussoukro 	 A native or inhabitant of Yamoussoukro
yassa 	 noun 	 lemon 	 A stew that is flavoured with lemon
yassa 	 noun 	 stew 	 A stew that is flavoured with lemon
yaude 	 adjective 	 Amanzé 	 Of or from Amanzé
yaude 	 noun 	 Amanzé 	 A native of inhabitant of Amanzé
yégacé 	 adjective 	 Pintac 	 Of or from Pintac
yégacé 	 noun 	 Pintac 	 A native or inhabitant of Pintac
yéniche 	 adjective 	 Yenish 	 Yenish
yéniche 	 noun 	 Yenish 	 Yenish
yéniche 	 noun 	 Yenish 	 Yenish
yénite 	 noun 	 jenite 	 jenite
yennois 	 adjective 	 Yenne 	 Of or from Yenne
yennois 	 noun 	 Yenne 	 A native or inhabitant of Yenne
yersiniose 	 noun 	 yersiniosis 	 yersiniosis
yffiniacais 	 adjective 	 Yffiniac 	 Of or from Yffiniac
yffiniacais 	 noun 	 Yffiniac 	 A native or inhabitant of Yffiniac
ygrandais 	 adjective 	 Ygrandaise 	 Of or from Ygrandaise
ygrandais 	 noun 	 Ygrandaise 	 A native or inhabitant pf Ygrandaise
zingaro 	 noun 	 gypsy 	 gypsy
youle 	 noun 	 hairstyle 	 A very short hairstyle as worn in some military academies
matines 	 noun 	 matins 	 matins
matines 	 noun 	 compliesNoun 	 complies
xylothèque 	 noun 	 xylotheque 	 xylotheque
yôon 	 noun 	 sound 	 the sound of a mora involving a consonant, semi-vowel, and vowel, such as きゃ or the obsolete クヮ
xipho 	 noun 	 swordtail 	 swordtail
autocatégorisation 	 noun 	 autocategorization 	 autocategorization
débâter 	 verb 	 unsaddle 	 To unsaddle
lévitique 	 noun 	 Levite 	 Levite
lévitique 	 adjective 	 levitical 	 levitical
épha 	 noun 	 ephah 	 ephah
ensouple 	 noun 	 warp beam 	 warp beam
hellénisme 	 noun 	 Hellenism 	 Hellenism
hélépole 	 noun 	 helepolis 	 helepolis
judéen 	 adjective 	 Judean 	 Judean
judéen 	 noun 	 Judean 	 Judean
cromesquis 	 noun 	 salpicon 	 A croquette of salpicon filling wrapped in bacon or pig's caul
cromesquis 	 noun 	 bacon 	 A croquette of salpicon filling wrapped in bacon or pig's caul
cromesquis 	 noun 	 caul 	 A croquette of salpicon filling wrapped in bacon or pig's caul
cromesquis 	 noun 	 croquette 	 A croquette of salpicon filling wrapped in bacon or pig's caul
controuvé 	 adjective 	 contrived 	 contrived
déifique 	 adjective 	 deific 	 deific
présumable 	 adjective 	 presumable 	 presumable
défloration 	 noun 	 defloration 	 defloration, deflowering
défloration 	 noun 	 deflowering 	 defloration, deflowering
ganymède 	 noun 	 bottom 	 bottom
guète 	 noun 	 watching 	 watching
guète 	 noun 	 watchtower 	 watchtower
miché 	 noun 	 john 	 john
repéter 	 verb 	 fart 	 To fart again
cissoïde 	 noun 	 cissoid 	 cissoid
inaltéré 	 adjective 	 unaltered 	 unaltered
indivisé 	 adjective 	 undivided 	 undivided
fuchsien 	 adjective 	 Fuchsian 	 Fuchsian
impénitence 	 noun 	 impenitence 	 impenitence, obduracy
impénitence 	 noun 	 obduracy 	 impenitence, obduracy
schématisme 	 noun 	 schematism 	 schematism
trilatère 	 adjective 	 trilateral 	 trilateral
équilatère 	 adjective 	 equilateral 	 equilateral
adique 	 adjective 	 adic 	 adic
anguiné 	 adjective 	 anguineal 	 anguineal
astroïde 	 noun 	 astroid 	 astroid
sherbrookoise 	 noun 	 Sherbrookian 	 female Sherbrookian;  t=resident of Sherbrooke, Quebec, Canada
sherbrookoise 	 noun 	 female 	 female Sherbrookian;  t=resident of Sherbrooke, Quebec, Canada
sherbrookois 	 noun 	 Sherbrookian 	 male Sherbrookian; A male resident of Sherbrooke, Quebec, Canada
sherbrookois 	 noun 	 male 	 male Sherbrookian; A male resident of Sherbrooke, Quebec, Canada
sérial 	 adjective 	 serial 	 serial
centroïde 	 noun 	 centroid 	 centroid
compactifié 	 noun 	 compact space 	 compact space
conoïde 	 noun 	 conoid 	 conoid
cycloïdal 	 adjective 	 cycloidal 	 cycloidal
discrépance 	 noun 	 discrepancy 	 discrepancy
discrétisation 	 noun 	 discretization 	 discretization
déci 	 noun 	 décilitre 	 décilitre
glottochronologie 	 noun 	 glottochronology 	 glottochronology
infinitésime 	 adjective 	 infinitesimal 	 infinitesimal
infinitésime 	 noun 	 infinitesimal 	 infinitesimal
intégrande 	 noun 	 integrand 	 integrand
linéarisation 	 noun 	 linearization 	 linearization
mantisse 	 noun 	 mantissa 	 mantissa
matroïde 	 noun 	 matroid 	 matroid
nucléarité 	 noun 	 nuclearity 	 nuclearity
postfixé 	 adjective 	 postfix 	 postfix, reverse Polish
postfixé 	 adjective 	 reverse Polish 	 postfix, reverse Polish
vélotaxi 	 noun 	 cycle rickshaw 	 A cycle rickshaw
procruste 	 noun 	 crayfish 	 crab, crayfish
procruste 	 noun 	 crab 	 crab, crayfish
procruste 	 noun 	 Procrustes analysis 	 Procrustes analysis
prédicament 	 noun 	 predication 	 predication
simplexe 	 noun 	 simplex 	 simplex
ssi 	 conjunction 	 iff 	 iff
tétrade 	 noun 	 tetrad 	 tetrad
vicésimal 	 adjective 	 vigesimal 	 vigesimal
anamorphosé 	 adjective 	 anamorphic 	 anamorphic
bonnette 	 noun 	 windshield 	 windshield
béryllé 	 adjective 	 beryl 	 beryl
deutéron 	 noun 	 deuteron 	 deuteron
dilatométrie 	 noun 	 dilatometry 	 dilatometry
dosimétrie 	 noun 	 dosimetry 	 dosimetry
déflexion 	 noun 	 deflection 	 deflection
fantasmascope 	 noun 	 phenakistoscope 	 phenakistoscope
homothermal 	 adjective 	 homothermic 	 homothermic
irrésoluble 	 adjective 	 irresolvable 	 irresolvable
matérialisable 	 adjective 	 materializable 	 materializable
milligal 	 noun 	 thousandth 	 One thousandth of a gal
pastillage 	 noun 	 printed circuit board 	 The mounting of components on a printed circuit board
pastillage 	 noun 	 mounting 	 The mounting of components on a printed circuit board
pastillage 	 noun 	 ceramic 	 An ornament  mounted on a ceramic
pastillage 	 noun 	 ornament 	 An ornament  mounted on a ceramic
potard 	 noun 	 potentiometer 	 potentiometer
potard 	 noun 	 student 	 pharmacy student or assistant
potard 	 noun 	 pharmacy 	 pharmacy student or assistant
potard 	 noun 	 assistant 	 pharmacy student or assistant
prony 	 noun 	 interval 	 an interval  between two sounds
prony 	 noun 	 sound 	 an interval  between two sounds
rotoïde 	 adjective 	 rotational 	 rotational
réfringent 	 adjective 	 refractive 	 refringent, refractive
réfringent 	 adjective 	 refringent 	 refringent, refractive
spaghettifié 	 adjective 	 spaghettified 	 spaghettified
téraélectronvolt 	 noun 	 teraelectron volt 	 teraelectron volt
électrisation 	 noun 	 electrification 	 electrification
électrolysation 	 noun 	 electrolyzation 	 electrolyzation
électrophore 	 noun 	 electrophorus 	 electrophorus
épiscope 	 noun 	 episcope 	 episcope
épiscope 	 noun 	 bishop 	 bishop
alcoholisation 	 noun 	 alcoholization 	 alcoholization
alcoolimétrie 	 noun 	 alcoholometry 	 alcoholometry
dessous de bras 	 noun 	 armpit 	 armpit
amidé 	 adjective 	 amido 	 amido
scatophage 	 adjective 	 scatophagous 	 Scatophagous: typified by consumption of excrement
scatophage 	 adjective 	 consumption 	 Scatophagous: typified by consumption of excrement
scatophage 	 adjective 	 excrement 	 Scatophagous: typified by consumption of excrement
scatophage 	 adjective 	 typified 	 Scatophagous: typified by consumption of excrement
scatophage 	 noun 	 consume 	 A scatophage: a human or animal that consumes excrement
scatophage 	 noun 	 human 	 A scatophage: a human or animal that consumes excrement
scatophage 	 noun 	 excrement 	 A scatophage: a human or animal that consumes excrement
scatophage 	 noun 	 animal 	 A scatophage: a human or animal that consumes excrement
bituminisation 	 noun 	 bituminization 	 bituminization
boraté 	 adjective 	 borated 	 borated
boré 	 adjective 	 boron 	 boron
butyrine 	 noun 	 butyrin 	 butyrin
carthamine 	 noun 	 carthamin 	 carthamin
caséate 	 noun 	 caseinate 	 caseinate
codéiné 	 adjective 	 codeine 	 Containing codeine
concréter 	 verb 	 thicken 	 To thicken or solidify
concréter 	 verb 	 solidify 	 To thicken or solidify
crocéine 	 noun 	 crocein 	 crocein
crésyl 	 noun 	 tolyl 	 tolyl
crésyl 	 noun 	 crésyle 	 crésyle
cyane 	 noun 	 cyanogen 	 cyanogen
cément 	 noun 	 cementum 	 cementum
cémenter 	 verb 	 cement 	 To cement
céryle 	 noun 	 pied kingfisher 	 pied kingfisher
céryle 	 noun 	 ceryl 	 ceryl
cérésine 	 noun 	 ceresin 	 ceresin
diéne 	 noun 	 diene 	 diene
décarbonaté 	 adjective 	 decarbonated 	 decarbonated
désacétylation 	 noun 	 deacetylation 	 deacetylation
désionisé 	 adjective 	 deionized 	 deionized
fibroïne 	 noun 	 fibroin 	 fibroin
formène 	 noun 	 methane 	 methane
galléine 	 noun 	 gallein 	 gallein
gluténine 	 noun 	 glutenin 	 glutenin
géranine 	 noun 	 geranin 	 geranin
homopolymérisation 	 noun 	 homopolymerization 	 homopolymerization
humine 	 noun 	 humin 	 humin
hématine 	 noun 	 hematin 	 hematin
hématoxyline 	 noun 	 hematoxylin 	 hematoxylin
ioduré 	 adjective 	 iodized 	 iodized
iridine 	 noun 	 iridin 	 iridin
irène 	 noun 	 irene 	 irene
laccine 	 noun 	 laccin 	 laccin
ligroïne 	 noun 	 ligroin 	 ligroin
lipophobie 	 noun 	 lipophobicity 	 lipophobicity
lithine 	 noun 	 lithia 	 lithia
lixiviat 	 noun 	 lixiviate 	 lixiviate, leachate
lixiviat 	 noun 	 leachate 	 lixiviate, leachate
lysol 	 noun 	 Lysol 	 Lysol
mercerisé 	 adjective 	 mercerized 	 mercerized
minéraliste 	 noun 	 mineralist 	 mineralist
muriaté 	 adjective 	 muriated 	 muriated
mélam 	 noun 	 melam 	 melam
métaphosphate 	 noun 	 metaphosphate 	 metaphosphate
nitrogéné 	 adjective 	 nitrogenous 	 nitrogenous
orcine 	 noun 	 orcin 	 orcin
oxydule 	 noun 	 protoxide 	 protoxide
rougarou 	 noun 	 werewolf 	 loup-garou; werewolf
palmine 	 noun 	 palmin 	 palmin
pancréatine 	 noun 	 pancreatin 	 pancreatin
pariétine 	 noun 	 parietin 	 parietin
persel 	 noun 	 persalt 	 persalt
phosphuré 	 adjective 	 phosphidic 	 phosphidic
photoamorcé 	 adjective 	 photoinitiated 	 photoinitiated
photogène 	 adjective 	 photogenic 	 photogenic
photopolymérisation 	 noun 	 photopolymerization 	 photopolymerization
phycoérythrine 	 noun 	 phycoerythrin 	 phycoerythrin
phénakite 	 noun 	 phenakite 	 phenakite
psoralène 	 noun 	 psoralen 	 psoralen
périodate 	 noun 	 periodate 	 periodate
régalin 	 adjective 	 regaline 	 regaline
sodé 	 adjective 	 soda 	 soda attributive
solvolyse 	 noun 	 solvolysis 	 solvolysis
subtilisation 	 noun 	 subtilization 	 subtilization
taraxacine 	 noun 	 taraxacin 	 taraxacin
telluré 	 adjective 	 tellurized 	 tellurized
thorine 	 noun 	 thoria 	 thoria
haplologie 	 noun 	 haplology 	 haplology
tétraline 	 noun 	 tetralin 	 tetralin
tétraol 	 noun 	 tetrol 	 tetrol
têt 	 noun 	 Tet 	 Tet
œnanthal 	 noun 	 enanthal 	 enanthal
élatérine 	 noun 	 elaterin 	 elaterin
élaïdine 	 noun 	 elaidin 	 elaidin
émulsine 	 noun 	 emulsin 	 emulsin
énolase 	 noun 	 enolase 	 enolase
néper 	 noun 	 neper 	 neper
stéphanotis 	 noun 	 stephanotis 	 stephanotis
buser 	 verb 	 fail 	 to fail a test, exam
en série 	 adverb 	 in series 	 in series
en série 	 adverb 	 serially 	 serially
en série 	 adverb 	 in series 	 in series
nucléé 	 adjective 	 nucleated 	 nucleated
sporulé 	 adjective 	 sporulated 	 sporulated
autophagie 	 noun 	 autophagy 	 autophagy
dataviz 	 noun 	 datavisualisation 	 datavisualisation
aéricole 	 adjective 	 epiphytic 	 aerophytic, epiphytic
aéricole 	 adjective 	 aerophytic 	 aerophytic, epiphytic
aérifère 	 adjective 	 aeriferous 	 aeriferous
aérobiologie 	 noun 	 aerobiology 	 aerobiology
aérophile 	 adjective 	 aerophilic 	 aerophilic
aérophile 	 noun 	 aerophile 	 aerophile
aérophore 	 noun 	 aerophore 	 aerophore
hors sujet 	 adjective 	 off-topic 	 off-topic
bicuspidé 	 adjective 	 bicuspid 	 bicuspid
biophilie 	 noun 	 biophilia 	 biophilia
bioprotéine 	 noun 	 bioprotein 	 bioprotein
bréchet 	 noun 	 keel 	 keel
bréchet 	 noun 	 wishbone 	 wishbone
caudé 	 adjective 	 caudate 	 caudate
chitinisé 	 adjective 	 chitinized 	 chitinized
congloméré 	 adjective 	 conglomerated 	 conglomerated
cuboïde 	 noun 	 cuboid 	 cuboid
cuboïde 	 adjective 	 cuboid 	 cuboid
cœlome 	 noun 	 coelom 	 coelom
céphalisation 	 noun 	 cephalization 	 cephalization
décidual 	 adjective 	 decidual 	 decidual
décidu 	 adjective 	 deciduous 	 deciduous
décussé 	 adjective 	 decussate 	 decussate
endoparasitoïde 	 noun 	 endoparasitoid 	 endoparasitoid
eumélanine 	 noun 	 eumelanin 	 eumelanin
excrétat 	 noun 	 excreta 	 excreta
foraminé 	 adjective 	 foraminiferous 	 foraminiferous
glossien 	 adjective 	 glossal 	 glossal
gélosé 	 adjective 	 gelose 	 composed of gelose
haptène 	 noun 	 hapten 	 hapten
hélicin 	 adjective 	 helicine 	 helicine
iléon 	 noun 	 ileum 	 ileum
innervé 	 adjective 	 innervated 	 innervated
thèque 	 noun 	 theca 	 theca
latéralisation 	 noun 	 lateralization 	 lateralization
cyanophile 	 adjective 	 cyanophilous 	 cyanophilous
magnétoréception 	 noun 	 magnetoception 	 magnetoception
mellifère 	 adjective 	 melliferous 	 melliferous
myrmécophile 	 adjective 	 myrmecophilic 	 myrmecophilic, myrmecophilous
myrmécophile 	 adjective 	 myrmecophilous 	 myrmecophilic, myrmecophilous
médier 	 verb 	 mediate 	 To mediate
mélanisation 	 noun 	 melanization 	 melanization
mésentère 	 noun 	 mesentery 	 mesentery
métaplasie 	 noun 	 metaplasia 	 metaplasia
métaplasme 	 noun 	 metaplasm 	 metaplasm
noune 	 noun 	 pussy 	 pussy, vulva
noune 	 noun 	 vulva 	 pussy, vulva
nucléiforme 	 adjective 	 nucleiform 	 nucleiform
névroglie 	 noun 	 neuroglia 	 neuroglia
olécrane 	 noun 	 olecranon 	 olecranon
oogenèse 	 noun 	 oogenesis 	 oogenesis
osséine 	 noun 	 ossein 	 ossein
ostéoclaste 	 noun 	 osteoclast 	 osteoclast
ostéotomie 	 noun 	 osteotomy 	 osteotomy
photophile 	 adjective 	 photophilic 	 photophilic
pléiotrope 	 adjective 	 pleiotropic 	 pleiotropic
prépubère 	 adjective 	 prepubescent 	 prepubescent
pédal 	 adjective 	 pedal 	 pedal
pédicule 	 noun 	 pedicel 	 pedicel
périvitellin 	 adjective 	 perivitelline 	 perivitelline
réniforme 	 adjective 	 reniform 	 reniform
réverter 	 verb 	 revert 	 To revert to a previous healthy state
sarcoïde 	 adjective 	 sarcoid 	 sarcoid
sclère 	 noun 	 sclera 	 sclera
sténohalin 	 adjective 	 stenohaline 	 stenohaline
synanthrope 	 adjective 	 synanthropic 	 synanthropic
trichromate 	 adjective 	 trichromatic 	 trichromatic
trichromate 	 noun 	 trichromat 	 trichromat
unguéal 	 adjective 	 ungual 	 ungual
uretère 	 noun 	 ureter 	 ureter
urétral 	 adjective 	 urethral 	 urethral
vascularisé 	 adjective 	 vascularized 	 vascularized
volémie 	 noun 	 blood volume 	 blood volume
épidermoïde 	 adjective 	 epidermoid 	 epidermoid
reine des abeilles 	 noun 	 queen bee 	 queen bee
cachément 	 adverb 	 obscurely 	 obscurely
cachement 	 noun 	 hiding 	 act of hiding
dendrochronologie 	 noun 	 dendrochronology 	 dendrochronology
défectible 	 adjective 	 incomplete 	 imperfect, incomplete
défectible 	 adjective 	 imperfect 	 imperfect, incomplete
espécialement 	 adverb 	 especially 	 especially
féeriquement 	 adverb 	 fairily 	 fairily
inconvenable 	 adjective 	 inconsistent 	 inconsistent
chelem 	 noun 	 slam 	 slam
mâlement 	 adverb 	 masculinely 	 masculinely
mâlement 	 adverb 	 virilely 	 virilely
vexillologie 	 noun 	 vexillology 	 vexillology
aastais 	 adjective 	 Aast 	 Of or from Aast
abainvillois 	 adjective 	 Abainville 	 Of or from Abainville
abancourtois 	 adjective 	 Abancourt 	 Of or from Abancourt
abbarois 	 adjective 	 Abbaretz 	 Of or from Abbaretz
abbecourtois 	 adjective 	 Abbecourt 	 Of or from Abbecourt
abbécourtois 	 adjective 	 Abbécourt 	 Of or from Abbécourt
abbenanais 	 adjective 	 Abbenans 	 Of or from Abbenans
abbévillois 	 adjective 	 Abbéville-lès-Conflans 	 Of or from Abbéville-lès-Conflans
abeillé 	 adjective 	 bee 	 Marked with bees
abiétiné 	 adjective 	 fir 	 That resembles fir trees
abiétiné 	 adjective 	 tree 	 That resembles fir trees
abnégué 	 adjective 	 abnegated 	 abnegated
aboudabien 	 adjective 	 Abu Dhabian 	 Abu Dhabian
aboudhabien 	 adjective 	 Abu Dhabian 	 Abu Dhabian
absinthé 	 adjective 	 absinth 	 Containing absinth or wormwood
absinthé 	 adjective 	 wormwood 	 Containing absinth or wormwood
acarologie 	 noun 	 acarology 	 acarology
acétabuliforme 	 adjective 	 acetabuliform 	 acetabuliform
acété 	 adjective 	 sour 	 sour
acété 	 adjective 	 acidic 	 acidic
acrophile 	 adjective 	 acrophilic 	 acrophilic
acut 	 adjective 	 acute 	 acute
acutangulé 	 adjective 	 acute-angled 	 acute-angled
additivé 	 adjective 	 additive 	 Treated with an additive
adhésivé 	 adjective 	 adherent 	 adherent
adhésivé 	 adjective 	 adhesive 	 made adhesive
apologète 	 noun 	 apologist 	 apologist
aériforme 	 adjective 	 aeriform 	 aeriform
aéronien 	 adjective 	 Aeronian 	 Aeronian
aéronien 	 noun 	 Aeronian 	 Aeronian
aérophobe 	 adjective 	 aerophobic 	 aerophobic
aérophyte 	 adjective 	 aerophytic 	 aerophytic
aérophyte 	 noun 	 aerophyte 	 aerophyte
aérosolisé 	 adjective 	 aerosolized 	 aerosolized
akawaïo 	 noun 	 Akawaio 	 Akawaio
albicéleste 	 adjective 	 white 	 white and sky blue
albicéleste 	 adjective 	 sky blue 	 white and sky blue
albuminé 	 adjective 	 albuminous 	 albuminous
alêné 	 adjective 	 subulate 	 acuminate, subulate
alêné 	 adjective 	 acuminate 	 acuminate, subulate
algivore 	 adjective 	 algivorous 	 algivorous
algoïde 	 adjective 	 algoid 	 algoid
amébée 	 adjective 	 amoebean 	 amoebean
amérinde 	 adjective 	 Amerind 	 Amerind
amyloïde 	 adjective 	 amyloid 	 amyloid
ancipité 	 adjective 	 ancipital 	 ancipital
anconé 	 adjective 	 anconal 	 anconal
anémochore 	 adjective 	 anemochorous 	 anemochorous
anémogame 	 adjective 	 anemogamous 	 anemogamous
aneuploïde 	 adjective 	 aneuploid 	 aneuploid
anglé 	 adjective 	 angled 	 angled
angulé 	 adjective 	 angulate 	 angulate
antennifère 	 adjective 	 antenniferous 	 antenniferous
anthropogène 	 adjective 	 anthropogenic 	 anthropogenic
antimusulman 	 adjective 	 anti-Islamic 	 anti-Islamic
antiochien 	 adjective 	 Antiochian 	 Antiochian
tipex 	 noun 	 correction fluid 	 correction fluid, Tippex UK, whiteout US, Twink New Zealand
tipex 	 noun 	 correction tape 	 correction tape, Tippex UK, whiteout US, Twink New Zealand
vélux 	 noun 	 roof window 	 skylight, roof window, Velux window
vélux 	 noun 	 skylight 	 skylight, roof window, Velux window
vélux 	 noun 	 Velux window 	 skylight, roof window, Velux window
aphérésé 	 adjective 	 apheresed 	 apheresed
apiculé 	 adjective 	 apiculate 	 apiculate
apparagé 	 adjective 	 married 	 married
appendiculé 	 adjective 	 appendiculate 	 appendiculate
apprimé 	 adjective 	 appressed 	 appressed
aranéiforme 	 adjective 	 araneiform 	 araneiform, spiderlike
aranéiforme 	 adjective 	 spiderlike 	 araneiform, spiderlike
architravé 	 adjective 	 architraved 	 architraved
aréniforme 	 adjective 	 areniform 	 areniform, sandlike
aréniforme 	 adjective 	 sandlike 	 areniform, sandlike
arénophile 	 adjective 	 arenophilic 	 arenophilic
aréolé 	 adjective 	 areolate 	 areolate
aryanisé 	 adjective 	 Aryanized 	 Aryanized
autolâtre 	 adjective 	 autolatrous 	 autolatrous
avien 	 adjective 	 avian 	 avian
baccifère 	 adjective 	 bacciferous 	 bacciferous
baguenaude 	 noun 	 dawdling 	 dawdling
baguenaude 	 noun 	 stroll 	 stroll
bahamien 	 adjective 	 Bahamian 	 Bahamian
bahamien 	 noun 	 Bahamian 	 Bahamian
bahreïnien 	 adjective 	 Bahraini 	 Bahraini
bahreïnien 	 noun 	 Bahraini 	 Bahraini
bangkokien 	 adjective 	 Bangkokian 	 Bangkokian
bangkokien 	 noun 	 Bangkokian 	 Bangkokian
bristolien 	 noun 	 Bristolian 	 Bristolian
barbudien 	 adjective 	 Barbudian 	 Barbudian
barbudien 	 noun 	 Barbudian 	 Barbudian
bartonien 	 adjective 	 Bartonian 	 Bartonian
bartonien 	 noun 	 Bartonian 	 Bartonian
baryté 	 adjective 	 barytic 	 barytic
béatissime 	 adjective 	 saintly 	 Most or very blessed, saintly
béatissime 	 adjective 	 blessed 	 Most or very blessed, saintly
béhavioral 	 adjective 	 behavioural 	 behavioural
bellovaque 	 adjective 	 Bellovaci 	 Bellovaci
ovovitelline 	 noun 	 ovovitellin 	 ovovitellin
stricto sensu 	 adverb 	 narrow 	 In the narrow sense; narrowly
stricto sensu 	 adverb 	 narrowly 	 In the narrow sense; narrowly
skidoo 	 noun 	 snowmobile 	 a snowmobile
cyphonaute 	 noun 	 cyphonautes 	 cyphonautes
maitre 	 noun 	 France 	 Maître, a title given to lawyers and notaries public in France, Belgium, and Canada
maitre 	 noun 	 Belgium 	 Maître, a title given to lawyers and notaries public in France, Belgium, and Canada
maitre 	 noun 	 Canada 	 Maître, a title given to lawyers and notaries public in France, Belgium, and Canada
maitre 	 noun 	 lawyer 	 Maître, a title given to lawyers and notaries public in France, Belgium, and Canada
maitre 	 noun 	 notary public 	 Maître, a title given to lawyers and notaries public in France, Belgium, and Canada
pointe aux âmes 	 noun 	 soundpost setter 	 soundpost setter, soundpost setting tool
pointe aux âmes 	 noun 	 w:fr:Le Pays lorrain 	 * year=1953|author=ERRARD, Stéphane|title=Chez les luthiers de Mirecourt|url=http://gallica.bnf.fr/ark:/12148/bpt6k9603124z/f55.item.r=%22pointe%20aux%20%C3%A2mes%22|journal=Le Pays Lorrain: revue trimestrielle illustrée|location=Nancy|volume=11|issue=2|page=51|publisher=Berger-Levrault|passage=Pour l'introduire par une des ouïes du violon on utilise un outil spécial et assez curieux appelé la pointe aux âmes
demi-lune 	 noun 	 half-moon 	 half-moon
demi-lune 	 noun 	 half-pipe 	 half-pipe
athlète olympique de russie 	 noun 	 Olympic athlete from Russia 	 An Olympic athlete from Russia
prendre mal 	 verb 	 badly 	 to take badly, to take offence at, to take the wrong way
prendre mal 	 verb 	 take offence 	 to take badly, to take offence at, to take the wrong way
prendre mal 	 verb 	 take 	 to take badly, to take offence at, to take the wrong way
prendre mal 	 verb 	 take the wrong way 	 to take badly, to take offence at, to take the wrong way
palmyrénien 	 adjective 	 Palmyrene 	 Palmyrene
