विश्व 	 adjective 	 every 	 all, every, every one; whole, entire, universal
सम्पत्ति 	 noun 	 being 	 being, existing, existence
सम्पत्ति 	 noun 	 state 	 good state or condition, excellence
सम्पत्ति 	 noun 	 good 	 good state or condition, excellence
सम्पत्ति 	 noun 	 condition 	 good state or condition, excellence
सम्पत्ति 	 noun 	 excellence 	 good state or condition, excellence
सम्पत्ति 	 noun 	 abundance 	 plenty, abundance, affluence
सम्पत्ति 	 noun 	 plenty 	 plenty, abundance, affluence
सम्पत्ति 	 noun 	 affluence 	 plenty, abundance, affluence
सम्पत्ति 	 noun 	 medicinal 	 a sort of medicinal root
सम्पत्ति 	 noun 	 root 	 a sort of medicinal root
क्रान्ति 	 noun 	 step 	 going, proceeding, step
क्रान्ति 	 noun 	 going 	 going, proceeding, step
क्रान्ति 	 noun 	 proceeding 	 going, proceeding, step
क्रान्ति 	 noun 	 overcoming 	 overcoming, surpassing
क्रान्ति 	 noun 	 surpassing 	 overcoming, surpassing
क्रान्ति 	 noun 	 attacking 	 attacking
क्रान्ति 	 noun 	 planet 	 declination of a planet
क्रान्ति 	 noun 	 declination 	 declination of a planet
क्रान्ति 	 noun 	 course 	 the Sun's course
क्रान्ति 	 noun 	 Sun 	 the Sun's course
नति 	 noun 	 modesty 	 bending, bowing, stooping, modesty, humility
नति 	 noun 	 bending 	 bending, bowing, stooping, modesty, humility
नति 	 noun 	 humility 	 bending, bowing, stooping, modesty, humility
नति 	 noun 	 stooping 	 bending, bowing, stooping, modesty, humility
नति 	 noun 	 bowing 	 bending, bowing, stooping, modesty, humility
नति 	 noun 	 latitude 	 inclination or parallax in latitude
नति 	 noun 	 inclination 	 inclination or parallax in latitude
नति 	 noun 	 parallax 	 inclination or parallax in latitude
नति 	 noun 	 crookedness 	 curvature, crookedness
नति 	 noun 	 curvature 	 curvature, crookedness
नति 	 noun 	 letter 	 the change of a dental letter to a cerebral
नति 	 noun 	 dental 	 the change of a dental letter to a cerebral
नति 	 noun 	 change 	 the change of a dental letter to a cerebral
नति 	 noun 	 cerebral 	 the change of a dental letter to a cerebral
नत 	 adjective 	 inclined 	 bent, bowed, curved, inclined, inclining
नत 	 adjective 	 bowed 	 bent, bowed, curved, inclined, inclining
नत 	 adjective 	 inclining 	 bent, bowed, curved, inclined, inclining
नत 	 adjective 	 bent 	 bent, bowed, curved, inclined, inclining
नत 	 adjective 	 curved 	 bent, bowed, curved, inclined, inclining
नत 	 adjective 	 bowing 	 bowing to, saluting
नत 	 adjective 	 saluting 	 bowing to, saluting
नत 	 adjective 	 flat 	 depressed, sunk, flat
नत 	 adjective 	 sunk 	 depressed, sunk, flat
नत 	 adjective 	 depressed 	 depressed, sunk, flat
नत 	 adjective 	 down 	 deep, hanging down
नत 	 adjective 	 hanging 	 deep, hanging down
नत 	 adjective 	 deep 	 deep, hanging down
नत 	 adjective 	 cerebralized 	 cerebralized
कूट 	 adjective 	 first 	 the highest, most excellent, first
कूट 	 adjective 	 highest 	 the highest, most excellent, first
कूट 	 adjective 	 excellent 	 the highest, most excellent, first
कूट 	 adjective 	 deceitful 	 false, untrue, deceitful, tricky, corrupt
कूट 	 adjective 	 tricky 	 false, untrue, deceitful, tricky, corrupt
कूट 	 adjective 	 corrupt 	 false, untrue, deceitful, tricky, corrupt
कूट 	 adjective 	 untrue 	 false, untrue, deceitful, tricky, corrupt
कूट 	 adjective 	 false 	 false, untrue, deceitful, tricky, corrupt
कूट 	 noun 	 code 	 a code
श्वसन 	 adjective 	 breathing 	 blowing, hissing, panting, breathing
श्वसन 	 adjective 	 panting 	 blowing, hissing, panting, breathing
श्वसन 	 adjective 	 blowing 	 blowing, hissing, panting, breathing
श्वसन 	 adjective 	 hissing 	 blowing, hissing, panting, breathing
श्वसन 	 adjective 	 breathing 	 breathing heavily
श्वसन 	 adjective 	 heavily 	 breathing heavily
श्वसन 	 noun 	 breath 	 breathing, respiration, breath
श्वसन 	 noun 	 breathing 	 breathing, respiration, breath
श्वसन 	 noun 	 respiration 	 breathing, respiration, breath
श्वसन 	 noun 	 breathing 	 heavy breathing
श्वसन 	 noun 	 heavy 	 heavy breathing
श्वसन 	 noun 	 clearing 	 clearing the throat
श्वसन 	 noun 	 throat 	 clearing the throat
श्वसन 	 noun 	 hissing 	 hissing of a serpent
श्वसन 	 noun 	 serpent 	 hissing of a serpent
श्वसन 	 noun 	 sigh 	 sighing, a sigh
श्वसन 	 noun 	 sighing 	 sighing, a sigh
श्वसन 	 noun 	 object 	 feeling or an object of feeling
श्वसन 	 noun 	 feeling 	 feeling or an object of feeling
वामन 	 adjective 	 small 	 dwarfish, small or short in stature
वामन 	 adjective 	 stature 	 dwarfish, small or short in stature
वामन 	 adjective 	 short 	 dwarfish, small or short in stature
वामन 	 adjective 	 dwarfish 	 dwarfish, small or short in stature
वामन 	 adjective 	 bent 	 bent, inclined
वामन 	 adjective 	 inclined 	 bent, inclined
वामन 	 adjective 	 relating 	 relating to a dwarf
वामन 	 adjective 	 dwarf 	 relating to a dwarf
वामन 	 adjective 	 elephant 	 relating to the elephant Vāmana
वामन 	 adjective 	 relating 	 relating to the elephant Vāmana
वामन 	 adjective 	 वामनProper noun 1 	 relating to the elephant Vāmana
वामन 	 adjective 	 relating 	 relating to Viṣṇu avatāra
वामन 	 noun 	 bull 	 a dwarfish bull
वामन 	 noun 	 dwarfish 	 a dwarfish bull
वामन 	 noun 	 mark 	 a goat with particular marks
वामन 	 noun 	 particular 	 a goat with particular marks
वामन 	 noun 	 goat 	 a goat with particular marks
वामन 	 noun 	 constellation 	 a person born under a particular constellation
वामन 	 noun 	 born 	 a person born under a particular constellation
वामन 	 noun 	 particular 	 a person born under a particular constellation
वामन 	 noun 	 person 	 a person born under a particular constellation
वामन 	 noun 	 mare 	 a mare
वामन 	 noun 	 sort 	 a sort of woman
वामन 	 noun 	 woman 	 a sort of woman
पुरा 	 adverb 	 before 	 before, formerly, of old
पुरा 	 adverb 	 formerly 	 before, formerly, of old
पुरा 	 adverb 	 old 	 before, formerly, of old
पुरा 	 adverb 	 previous 	 in a previous existence
पुरा 	 adverb 	 existence 	 in a previous existence
पुरा 	 adverb 	 old 	 from of old, hitherto, up to the present time
पुरा 	 adverb 	 time 	 from of old, hitherto, up to the present time
पुरा 	 adverb 	 hitherto 	 from of old, hitherto, up to the present time
पुरा 	 adverb 	 present 	 from of old, hitherto, up to the present time
पुरा 	 adverb 	 first 	 at first, in the beginning
पुरा 	 adverb 	 beginning 	 at first, in the beginning
लोल 	 adjective 	 agitated 	 moving hither and thither, shaking, rolling, tossing, dangling, swinging, agitated, unsteady, restless
लोल 	 adjective 	 swinging 	 moving hither and thither, shaking, rolling, tossing, dangling, swinging, agitated, unsteady, restless
लोल 	 adjective 	 hither 	 moving hither and thither, shaking, rolling, tossing, dangling, swinging, agitated, unsteady, restless
लोल 	 adjective 	 unsteady 	 moving hither and thither, shaking, rolling, tossing, dangling, swinging, agitated, unsteady, restless
लोल 	 adjective 	 restless 	 moving hither and thither, shaking, rolling, tossing, dangling, swinging, agitated, unsteady, restless
लोल 	 adjective 	 dangling 	 moving hither and thither, shaking, rolling, tossing, dangling, swinging, agitated, unsteady, restless
लोल 	 adjective 	 thither 	 moving hither and thither, shaking, rolling, tossing, dangling, swinging, agitated, unsteady, restless
लोल 	 adjective 	 rolling 	 moving hither and thither, shaking, rolling, tossing, dangling, swinging, agitated, unsteady, restless
लोल 	 adjective 	 shaking 	 moving hither and thither, shaking, rolling, tossing, dangling, swinging, agitated, unsteady, restless
लोल 	 adjective 	 tossing 	 moving hither and thither, shaking, rolling, tossing, dangling, swinging, agitated, unsteady, restless
लोल 	 adjective 	 fickle 	 changeable, transient, inconstant, fickle
लोल 	 adjective 	 inconstant 	 changeable, transient, inconstant, fickle
लोल 	 adjective 	 transient 	 changeable, transient, inconstant, fickle
लोल 	 adjective 	 changeable 	 changeable, transient, inconstant, fickle
लोल 	 adjective 	 eagerly 	 desirous, greedy, lustful, eagerly desirous of or longing for
लोल 	 adjective 	 desirous 	 desirous, greedy, lustful, eagerly desirous of or longing for
लोल 	 adjective 	 greedy 	 desirous, greedy, lustful, eagerly desirous of or longing for
लोल 	 adjective 	 longing 	 desirous, greedy, lustful, eagerly desirous of or longing for
लोल 	 adjective 	 lustful 	 desirous, greedy, lustful, eagerly desirous of or longing for
लोल 	 noun 	 penis 	 the penis
लोल 	 noun 	 lightening 	 lightening
हर्षित 	 adjective 	 stand 	 made to stand erect, bristling
हर्षित 	 adjective 	 erect 	 made to stand erect, bristling
हर्षित 	 adjective 	 bristling 	 made to stand erect, bristling
हर्षित 	 adjective 	 pleased 	 gladdened, delighted, charmed, pleased, happy
हर्षित 	 adjective 	 charmed 	 gladdened, delighted, charmed, pleased, happy
हर्षित 	 adjective 	 gladdened 	 gladdened, delighted, charmed, pleased, happy
हर्षित 	 adjective 	 happy 	 gladdened, delighted, charmed, pleased, happy
हर्षित 	 adjective 	 delighted 	 gladdened, delighted, charmed, pleased, happy
हर्षित 	 noun 	 joy 	 joy, delight
हर्षित 	 noun 	 delight 	 joy, delight
दाक्षिण्य 	 adjective 	 fee 	 belonging to or worthy of a sacrificial fee
दाक्षिण्य 	 adjective 	 sacrificial 	 belonging to or worthy of a sacrificial fee
दाक्षिण्य 	 adjective 	 worthy 	 belonging to or worthy of a sacrificial fee
दाक्षिण्य 	 adjective 	 belonging 	 belonging to or worthy of a sacrificial fee
दाक्षिण्य 	 adjective 	 dexterous 	 dexterous, energetic, strong, capable
दाक्षिण्य 	 adjective 	 strong 	 dexterous, energetic, strong, capable
दाक्षिण्य 	 adjective 	 energetic 	 dexterous, energetic, strong, capable
दाक्षिण्य 	 adjective 	 capable 	 dexterous, energetic, strong, capable
दाक्षिण्य 	 noun 	 kindness 	 dexterity, skill, officiousness, gallantry, kindness, consideration, piety
दाक्षिण्य 	 noun 	 officiousness 	 dexterity, skill, officiousness, gallantry, kindness, consideration, piety
दाक्षिण्य 	 noun 	 gallantry 	 dexterity, skill, officiousness, gallantry, kindness, consideration, piety
दाक्षिण्य 	 noun 	 consideration 	 dexterity, skill, officiousness, gallantry, kindness, consideration, piety
दाक्षिण्य 	 noun 	 skill 	 dexterity, skill, officiousness, gallantry, kindness, consideration, piety
दाक्षिण्य 	 noun 	 dexterity 	 dexterity, skill, officiousness, gallantry, kindness, consideration, piety
दाक्षिण्य 	 noun 	 piety 	 dexterity, skill, officiousness, gallantry, kindness, consideration, piety
दाक्षिण्य 	 noun 	 right 	 the ritual of the right hand Śāktas
दाक्षिण्य 	 noun 	 hand 	 the ritual of the right hand Śāktas
दाक्षिण्य 	 noun 	 ritual 	 the ritual of the right hand Śāktas
दाक्षिण्य 	 noun 	 tantra 	 name of a tantra
युक्ति 	 noun 	 union 	 union, junction, connection, combination
युक्ति 	 noun 	 junction 	 union, junction, connection, combination
युक्ति 	 noun 	 combination 	 union, junction, connection, combination
युक्ति 	 noun 	 connection 	 union, junction, connection, combination
युक्ति 	 noun 	 ready 	 preparation, going to, making ready for
युक्ति 	 noun 	 going 	 preparation, going to, making ready for
युक्ति 	 noun 	 making 	 preparation, going to, making ready for
युक्ति 	 noun 	 preparation 	 preparation, going to, making ready for
युक्ति 	 noun 	 usage 	 application, practice, usage
युक्ति 	 noun 	 practice 	 application, practice, usage
युक्ति 	 noun 	 application 	 application, practice, usage
युक्ति 	 noun 	 trick 	 trick, contrivance, means, expedient, artifice, cunning device, magic
युक्ति 	 noun 	 device 	 trick, contrivance, means, expedient, artifice, cunning device, magic
युक्ति 	 noun 	 expedient 	 trick, contrivance, means, expedient, artifice, cunning device, magic
युक्ति 	 noun 	 artifice 	 trick, contrivance, means, expedient, artifice, cunning device, magic
युक्ति 	 noun 	 contrivance 	 trick, contrivance, means, expedient, artifice, cunning device, magic
युक्ति 	 noun 	 cunning 	 trick, contrivance, means, expedient, artifice, cunning device, magic
युक्ति 	 noun 	 magic 	 trick, contrivance, means, expedient, artifice, cunning device, magic
युक्ति 	 noun 	 means 	 trick, contrivance, means, expedient, artifice, cunning device, magic
युक्ति 	 noun 	 proof 	 reasoning, argument, proof, influence, induction, deduction from circumstances
युक्ति 	 noun 	 induction 	 reasoning, argument, proof, influence, induction, deduction from circumstances
युक्ति 	 noun 	 circumstances 	 reasoning, argument, proof, influence, induction, deduction from circumstances
युक्ति 	 noun 	 influence 	 reasoning, argument, proof, influence, induction, deduction from circumstances
युक्ति 	 noun 	 deduction 	 reasoning, argument, proof, influence, induction, deduction from circumstances
युक्ति 	 noun 	 argument 	 reasoning, argument, proof, influence, induction, deduction from circumstances
युक्ति 	 noun 	 reasoning 	 reasoning, argument, proof, influence, induction, deduction from circumstances
युक्ति 	 noun 	 ground 	 reason, ground, motive
युक्ति 	 noun 	 motive 	 reason, ground, motive
युक्ति 	 noun 	 reason 	 reason, ground, motive
युक्ति 	 noun 	 correctness 	 suitableness, adaptedness, fitness, propriety, correctness
युक्ति 	 noun 	 propriety 	 suitableness, adaptedness, fitness, propriety, correctness
युक्ति 	 noun 	 adaptedness 	 suitableness, adaptedness, fitness, propriety, correctness
युक्ति 	 noun 	 suitableness 	 suitableness, adaptedness, fitness, propriety, correctness
युक्ति 	 noun 	 fitness 	 suitableness, adaptedness, fitness, propriety, correctness
युक्ति 	 noun 	 contemplation 	 meditation on the supreme being, contemplation, union with the universal spirit
युक्ति 	 noun 	 meditation 	 meditation on the supreme being, contemplation, union with the universal spirit
युक्ति 	 noun 	 supreme 	 meditation on the supreme being, contemplation, union with the universal spirit
युक्ति 	 noun 	 spirit 	 meditation on the supreme being, contemplation, union with the universal spirit
युक्ति 	 noun 	 union 	 meditation on the supreme being, contemplation, union with the universal spirit
युक्ति 	 noun 	 being 	 meditation on the supreme being, contemplation, union with the universal spirit
युक्ति 	 noun 	 universal 	 meditation on the supreme being, contemplation, union with the universal spirit
युक्ति 	 noun 	 place 	 enumeration of circumstances, specification of place and time
युक्ति 	 noun 	 time 	 enumeration of circumstances, specification of place and time
युक्ति 	 noun 	 enumeration 	 enumeration of circumstances, specification of place and time
युक्ति 	 noun 	 circumstances 	 enumeration of circumstances, specification of place and time
युक्ति 	 noun 	 specification 	 enumeration of circumstances, specification of place and time
युक्ति 	 noun 	 purpose 	 emblematic or mystical expression of purpose
युक्ति 	 noun 	 emblematic 	 emblematic or mystical expression of purpose
युक्ति 	 noun 	 mystical 	 emblematic or mystical expression of purpose
युक्ति 	 noun 	 expression 	 emblematic or mystical expression of purpose
युक्ति 	 noun 	 event 	 connection of the events in a plot, concatenation of incidents, intelligent weighing of the circumstances
युक्ति 	 noun 	 intelligent 	 connection of the events in a plot, concatenation of incidents, intelligent weighing of the circumstances
युक्ति 	 noun 	 plot 	 connection of the events in a plot, concatenation of incidents, intelligent weighing of the circumstances
युक्ति 	 noun 	 connection 	 connection of the events in a plot, concatenation of incidents, intelligent weighing of the circumstances
युक्ति 	 noun 	 concatenation 	 connection of the events in a plot, concatenation of incidents, intelligent weighing of the circumstances
युक्ति 	 noun 	 circumstances 	 connection of the events in a plot, concatenation of incidents, intelligent weighing of the circumstances
युक्ति 	 noun 	 incident 	 connection of the events in a plot, concatenation of incidents, intelligent weighing of the circumstances
युक्ति 	 noun 	 weighing 	 connection of the events in a plot, concatenation of incidents, intelligent weighing of the circumstances
युक्ति 	 noun 	 conjunction 	 conjunction
युक्ति 	 noun 	 word 	 connection of words, a sentence
युक्ति 	 noun 	 sentence 	 connection of words, a sentence
युक्ति 	 noun 	 connection 	 connection of words, a sentence
युक्ति 	 noun 	 letter 	 connection of letters
युक्ति 	 noun 	 connection 	 connection of letters
युक्ति 	 noun 	 ellipsis 	 supplying an ellipsis
युक्ति 	 noun 	 supplying 	 supplying an ellipsis
युक्ति 	 noun 	 mixture 	 mixture or alloying of metals
युक्ति 	 noun 	 alloying 	 mixture or alloying of metals
युक्ति 	 noun 	 metal 	 mixture or alloying of metals
युक्ति 	 noun 	 sum 	 sum, total
युक्ति 	 noun 	 total 	 sum, total
माण्डलिक 	 adjective 	 relating 	 relating to a province
माण्डलिक 	 adjective 	 province 	 relating to a province
माण्डलिक 	 adjective 	 ruling 	 ruling a province
माण्डलिक 	 adjective 	 province 	 ruling a province
माण्डलिक 	 noun 	 governor 	 governor of a province
माण्डलिक 	 noun 	 province 	 governor of a province
मण्डलिका 	 noun 	 crowd 	 a group, troop, band, crowd
मण्डलिका 	 noun 	 band 	 a group, troop, band, crowd
मण्डलिका 	 noun 	 troop 	 a group, troop, band, crowd
मण्डलिका 	 noun 	 group 	 a group, troop, band, crowd
बर्बटी 	 noun 	 bean 	 a kind of bean, species
बर्बटी 	 noun 	 kind 	 a kind of bean, species
बर्बटी 	 noun 	 prostitute 	 a prostitute
निमय 	 noun 	 barter 	 exchange, barter, change
निमय 	 noun 	 exchange 	 exchange, barter, change
निमय 	 noun 	 change 	 exchange, barter, change
बस्त 	 noun 	 goat 	 a goat
आर्द्र 	 noun 	 ginger 	 fresh ginger
आर्द्र 	 noun 	 fresh 	 fresh ginger
आर्द्र 	 noun 	 dampness 	 dampness, moisture
आर्द्र 	 noun 	 moisture 	 dampness, moisture
आर्द्र 	 adjective 	 wet 	 wet, moist, damp
आर्द्र 	 adjective 	 moist 	 wet, moist, damp
आर्द्र 	 adjective 	 damp 	 wet, moist, damp
आर्द्र 	 adjective 	 succulent 	 fresh, not dry, succulent, green as a plant, living
आर्द्र 	 adjective 	 dry 	 fresh, not dry, succulent, green as a plant, living
आर्द्र 	 adjective 	 not 	 fresh, not dry, succulent, green as a plant, living
आर्द्र 	 adjective 	 living 	 fresh, not dry, succulent, green as a plant, living
आर्द्र 	 adjective 	 green 	 fresh, not dry, succulent, green as a plant, living
आर्द्र 	 adjective 	 fresh 	 fresh, not dry, succulent, green as a plant, living
आर्द्र 	 adjective 	 new 	 fresh, new
आर्द्र 	 adjective 	 fresh 	 fresh, new
आर्द्र 	 adjective 	 feeling 	 soft, tender, full of feeling, warm
आर्द्र 	 adjective 	 soft 	 soft, tender, full of feeling, warm
आर्द्र 	 adjective 	 tender 	 soft, tender, full of feeling, warm
आर्द्र 	 adjective 	 warm 	 soft, tender, full of feeling, warm
आर्द्र 	 adjective 	 full 	 soft, tender, full of feeling, warm
आर्द्र 	 adjective 	 loose 	 loose, flaccid
आर्द्र 	 adjective 	 flaccid 	 loose, flaccid
मद्यपान 	 noun 	 drinking 	 drinking of alcohol
मद्यपान 	 noun 	 alcohol 	 drinking of alcohol
चान्द्र 	 adjective 	 moon 	 lunar, related to the moon
चान्द्र 	 adjective 	 related 	 lunar, related to the moon
चान्द्र 	 adjective 	 lunar 	 lunar, related to the moon
चान्द्र 	 adjective 	 w:Chandra 	 composed by Chandra
चान्द्र 	 adjective 	 composed 	 composed by Chandra
वीचि 	 noun 	 leading 	 going or leading aside or astray, aberration, deceit, seduction
वीचि 	 noun 	 astray 	 going or leading aside or astray, aberration, deceit, seduction
वीचि 	 noun 	 seduction 	 going or leading aside or astray, aberration, deceit, seduction
वीचि 	 noun 	 aberration 	 going or leading aside or astray, aberration, deceit, seduction
वीचि 	 noun 	 going 	 going or leading aside or astray, aberration, deceit, seduction
वीचि 	 noun 	 deceit 	 going or leading aside or astray, aberration, deceit, seduction
वीचि 	 noun 	 aside 	 going or leading aside or astray, aberration, deceit, seduction
वीचि 	 noun 	 wave 	 a wave, ripple
वीचि 	 noun 	 ripple 	 a wave, ripple
वीचि 	 noun 	 subdivision 	 name of a subdivision of a chapter
वीचि 	 noun 	 chapter 	 name of a subdivision of a chapter
वीचि 	 noun 	 hell 	 name of a particular hell
वीचि 	 noun 	 particular 	 name of a particular hell
औत्सुक्य 	 noun 	 anxiety 	 anxiety, desire, longing for, regret
औत्सुक्य 	 noun 	 desire 	 anxiety, desire, longing for, regret
औत्सुक्य 	 noun 	 longing 	 anxiety, desire, longing for, regret
औत्सुक्य 	 noun 	 regret 	 anxiety, desire, longing for, regret
औत्सुक्य 	 noun 	 officiousness 	 eagerness, zeal, fervour, officiousness
औत्सुक्य 	 noun 	 eagerness 	 eagerness, zeal, fervour, officiousness
औत्सुक्य 	 noun 	 fervour 	 eagerness, zeal, fervour, officiousness
औत्सुक्य 	 noun 	 zeal 	 eagerness, zeal, fervour, officiousness
औत्सुक्य 	 noun 	 impatience 	 impatience
चातुर्य 	 noun 	 skill 	 skill, cleverness, dexterity, shrewdness
चातुर्य 	 noun 	 dexterity 	 skill, cleverness, dexterity, shrewdness
चातुर्य 	 noun 	 shrewdness 	 skill, cleverness, dexterity, shrewdness
चातुर्य 	 noun 	 cleverness 	 skill, cleverness, dexterity, shrewdness
चातुर्य 	 noun 	 amiableness 	 loveliness, amiableness, beauty
चातुर्य 	 noun 	 loveliness 	 loveliness, amiableness, beauty
चातुर्य 	 noun 	 beauty 	 loveliness, amiableness, beauty
संग्रन्थन 	 noun 	 together 	 tying together
संग्रन्थन 	 noun 	 tying 	 tying together
संग्रथन 	 noun 	 repairing 	 tying together, repairing or restoring by tying together
संग्रथन 	 noun 	 together 	 tying together, repairing or restoring by tying together
संग्रथन 	 noun 	 tying 	 tying together, repairing or restoring by tying together
संग्रथन 	 noun 	 restoring 	 tying together, repairing or restoring by tying together
ग्रथन 	 noun 	 binding 	 tying, binding together
ग्रथन 	 noun 	 together 	 tying, binding together
ग्रथन 	 noun 	 tying 	 tying, binding together
ग्रथन 	 noun 	 becoming 	 thickening, becoming obstructed or clogged with knotty lumps
ग्रथन 	 noun 	 knotty 	 thickening, becoming obstructed or clogged with knotty lumps
ग्रथन 	 noun 	 lump 	 thickening, becoming obstructed or clogged with knotty lumps
ग्रथन 	 noun 	 thickening 	 thickening, becoming obstructed or clogged with knotty lumps
ग्रथन 	 noun 	 clogged 	 thickening, becoming obstructed or clogged with knotty lumps
ग्रथन 	 noun 	 obstructed 	 thickening, becoming obstructed or clogged with knotty lumps
ग्रथन 	 noun 	 issue 	 intimation of the issue of a plot
ग्रथन 	 noun 	 plot 	 intimation of the issue of a plot
ग्रथन 	 noun 	 intimation 	 intimation of the issue of a plot
आकृत 	 adjective 	 arranged 	 arranged, built
आकृत 	 adjective 	 built 	 arranged, built
आकृत 	 adjective 	 done 	 done
आकृत 	 adjective 	 fixed 	 fixed
सम्मुख 	 adjective 	 opposite 	 facing, fronting, confronting, being face to face or in front of or opposite to
सम्मुख 	 adjective 	 facing 	 facing, fronting, confronting, being face to face or in front of or opposite to
सम्मुख 	 adjective 	 confronting 	 facing, fronting, confronting, being face to face or in front of or opposite to
सम्मुख 	 adjective 	 face 	 facing, fronting, confronting, being face to face or in front of or opposite to
सम्मुख 	 adjective 	 fronting 	 facing, fronting, confronting, being face to face or in front of or opposite to
सम्मुख 	 adjective 	 eye 	 present before the eyes
सम्मुख 	 adjective 	 present 	 present before the eyes
सम्मुख 	 adjective 	 begin 	 being about to begin or at the beginning of
सम्मुख 	 adjective 	 beginning 	 being about to begin or at the beginning of
सम्मुख 	 adjective 	 being 	 being about to begin or at the beginning of
सम्मुख 	 adjective 	 directed 	 directed or turned towards
सम्मुख 	 adjective 	 turned 	 directed or turned towards
सम्मुख 	 adjective 	 inclined 	 inclined or favourable to, propitious
सम्मुख 	 adjective 	 favourable 	 inclined or favourable to, propitious
सम्मुख 	 adjective 	 propitious 	 inclined or favourable to, propitious
सम्मुख 	 adjective 	 intent 	 intent upon
सम्मुख 	 adjective 	 upon 	 intent upon
सम्मुख 	 adjective 	 fit 	 adapted to circumstances, fit, suitable
सम्मुख 	 adjective 	 suitable 	 adapted to circumstances, fit, suitable
सम्मुख 	 adjective 	 circumstance 	 adapted to circumstances, fit, suitable
सम्मुख 	 adjective 	 adapted 	 adapted to circumstances, fit, suitable
सम्मुख 	 adjective 	 mouth 	 with the mouth or face
सम्मुख 	 adjective 	 face 	 with the mouth or face
सुसंस्कृत 	 adjective 	 decorated 	 beautifully adorned or decorated
सुसंस्कृत 	 adjective 	 adorned 	 beautifully adorned or decorated
सुसंस्कृत 	 adjective 	 beautifully 	 beautifully adorned or decorated
सुसंस्कृत 	 adjective 	 prepared 	 well cooked or prepared
सुसंस्कृत 	 adjective 	 cooked 	 well cooked or prepared
सुसंस्कृत 	 adjective 	 good 	 kept in good order
सुसंस्कृत 	 adjective 	 order 	 kept in good order
सुसंस्कृत 	 noun 	 text 	 a sacred text or precept
सुसंस्कृत 	 noun 	 sacred 	 a sacred text or precept
सुसंस्कृत 	 noun 	 precept 	 a sacred text or precept
सेविका 	 noun 	 maid 	 a maid, female servant
सेविका 	 noun 	 female 	 a maid, female servant
सेविका 	 noun 	 servant 	 a maid, female servant
लोप 	 noun 	 hurting 	 breaking, hurting, injury, destruction, interruption
लोप 	 noun 	 interruption 	 breaking, hurting, injury, destruction, interruption
लोप 	 noun 	 destruction 	 breaking, hurting, injury, destruction, interruption
लोप 	 noun 	 injury 	 breaking, hurting, injury, destruction, interruption
लोप 	 noun 	 breaking 	 breaking, hurting, injury, destruction, interruption
लोप 	 noun 	 transgression 	 neglect, violation, transgression of a vow or duty
लोप 	 noun 	 violation 	 neglect, violation, transgression of a vow or duty
लोप 	 noun 	 duty 	 neglect, violation, transgression of a vow or duty
लोप 	 noun 	 neglect 	 neglect, violation, transgression of a vow or duty
लोप 	 noun 	 vow 	 neglect, violation, transgression of a vow or duty
लोप 	 noun 	 plundering 	 robbing, plundering
लोप 	 noun 	 robbing 	 robbing, plundering
लोप 	 noun 	 deficiency 	 want, deficiency, absence, disappearance
लोप 	 noun 	 absence 	 want, deficiency, absence, disappearance
लोप 	 noun 	 want 	 want, deficiency, absence, disappearance
लोप 	 noun 	 disappearance 	 want, deficiency, absence, disappearance
लोप 	 noun 	 elision 	 dropping, elision
लोप 	 noun 	 dropping 	 dropping, elision
लिप्त 	 adjective 	 anointed 	 smeared, anointed, soiled, defiled
लिप्त 	 adjective 	 defiled 	 smeared, anointed, soiled, defiled
लिप्त 	 adjective 	 smeared 	 smeared, anointed, soiled, defiled
लिप्त 	 adjective 	 soiled 	 smeared, anointed, soiled, defiled
लिप्त 	 adjective 	 sticking 	 sticking or adhering to
लिप्त 	 adjective 	 adhering 	 sticking or adhering to
लिप्त 	 adjective 	 joined 	 joined, connected
लिप्त 	 adjective 	 connected 	 joined, connected
लिप्त 	 adjective 	 envenomed 	 envenomed
लिप्त 	 adjective 	 eaten 	 eaten
अप्रतिम 	 adjective 	 unrivalled 	 without an equal or parallel, incomparable, matchless, unrivalled
अप्रतिम 	 adjective 	 parallel 	 without an equal or parallel, incomparable, matchless, unrivalled
अप्रतिम 	 adjective 	 equal 	 without an equal or parallel, incomparable, matchless, unrivalled
अप्रतिम 	 adjective 	 incomparable 	 without an equal or parallel, incomparable, matchless, unrivalled
अप्रतिम 	 adjective 	 matchless 	 without an equal or parallel, incomparable, matchless, unrivalled
अप्रतिम 	 adjective 	 without 	 without an equal or parallel, incomparable, matchless, unrivalled
क्षेम 	 adjective 	 habitable 	 habitable
क्षेम 	 adjective 	 residing 	 residing, abiding at ease
क्षेम 	 noun 	 safety 	 safety, tranquillity, peace, rest
क्षेम 	 noun 	 rest 	 safety, tranquillity, peace, rest
क्षेम 	 noun 	 tranquillity 	 safety, tranquillity, peace, rest
क्षेम 	 noun 	 peace 	 safety, tranquillity, peace, rest
क्षेम 	 noun 	 welfare 	 an easy or comfortable state, happiness, welfare, prosperity
क्षेम 	 noun 	 prosperity 	 an easy or comfortable state, happiness, welfare, prosperity
क्षेम 	 noun 	 happiness 	 an easy or comfortable state, happiness, welfare, prosperity
क्षेम 	 noun 	 comfortable 	 an easy or comfortable state, happiness, welfare, prosperity
क्षेम 	 noun 	 foundation 	 basis, foundation
क्षेम 	 noun 	 basis 	 basis, foundation
उपम 	 adjective 	 uppermost 	 uppermost, highest
